timestamp_s,depth_m,pixel_u,pixel_v
1777901142.149597,2.638000,377.761505,259.441742
1777901142.160725,2.654000,377.714294,259.531738
1777901142.171852,2.633000,377.761505,259.441742
1777901142.182979,2.648000,377.714294,259.531738
1777901142.194107,2.633000,377.843903,259.531738
1777901142.205234,2.643000,377.761505,259.441742
1777901142.216361,2.665000,377.761505,259.441742
1777901142.227489,2.648000,377.843903,259.531738
1777901142.238617,2.638000,377.745544,259.653931
1777901142.249744,2.643000,377.693329,259.450653
1777901142.260872,2.648000,377.693329,259.450653
1777901142.271999,2.638000,377.776031,259.539062
1777901142.283126,2.633000,377.714294,259.531738
1777901142.294255,2.659000,377.843903,259.531738
1777901142.305382,2.638000,377.761505,259.441742
1777901142.316509,2.638000,377.843903,259.531738
1777901142.327637,2.638000,377.795868,259.617584
1777901142.338764,2.665000,377.834656,259.450653
1777901142.349892,2.659000,377.761505,259.441742
1777901142.361020,2.648000,377.761505,259.441742
1777901142.372147,2.665000,377.761505,259.441742
1777901142.383274,2.638000,377.761505,259.441742
1777901142.394402,2.643000,377.761505,259.441742
1777901142.405529,2.643000,377.690491,259.507935
1777901142.416657,2.648000,377.795868,259.617584
1777901142.427785,2.648000,377.795868,259.617584
1777901142.438912,2.654000,377.745544,259.653931
1777901142.450039,2.654000,377.795868,259.617584
1777901142.461168,2.638000,377.795868,259.617584
1777901142.472295,2.638000,377.795868,259.617584
1777901142.483422,2.643000,377.745544,259.653931
1777901142.494550,2.638000,377.843903,259.531738
1777901142.505677,2.633000,377.761505,259.441742
1777901142.516804,2.638000,377.761505,259.441742
1777901142.527933,2.648000,377.761505,259.441742
1777901142.539060,2.643000,377.761505,259.441742
1777901142.550187,2.638000,377.834656,259.450653
1777901142.561315,2.648000,377.781342,259.378662
1777901142.572442,2.648000,377.761505,259.441742
1777901142.583570,2.643000,377.834656,259.450653
1777901142.594698,2.648000,377.761505,259.441742
1777901142.605825,2.665000,377.853027,259.388458
1777901142.616952,2.659000,377.781342,259.378662
1777901142.628079,2.638000,377.761505,259.441742
1777901142.639208,2.665000,377.853027,259.388458
1777901142.650335,2.654000,377.853027,259.388458
1777901142.661462,2.665000,377.781342,259.378662
1777901142.672590,2.665000,377.781342,259.378662
1777901142.683717,2.654000,377.853027,259.388458
1777901142.694844,2.665000,377.853027,259.388458
1777901142.705973,2.648000,377.761505,259.441742
1777901142.717100,2.648000,377.853027,259.388458
1777901142.728227,2.659000,377.853027,259.388458
1777901142.739355,2.638000,377.781342,259.378662
1777901142.750482,2.638000,377.781342,259.378662
1777901142.761610,2.675000,377.853027,259.388458
1777901142.772738,2.675000,377.853027,259.388458
1777901142.783865,2.643000,377.853027,259.388458
1777901142.794992,2.654000,377.853027,259.388458
1777901142.806121,2.665000,377.853027,259.388458
1777901142.817248,2.648000,377.853027,259.388458
1777901142.828375,2.659000,377.853027,259.388458
1777901142.839503,2.659000,377.853027,259.388458
1777901142.850630,2.659000,377.853027,259.388458
1777901142.861758,2.681000,377.853027,259.388458
1777901142.872886,2.643000,377.930756,259.328217
1777901142.884013,2.648000,377.853027,259.388458
1777901142.895140,2.648000,377.945312,259.138031
1777901142.906268,2.665000,378.132355,259.095581
1777901142.917396,2.643000,378.037323,258.932831
1777901142.928523,2.633000,378.037323,258.932831
1777901142.939651,2.638000,378.037323,258.932831
1777901142.950778,2.643000,378.068176,259.000000
1777901142.961905,2.648000,377.970154,259.000000
1777901142.973033,2.686000,378.115387,259.205139
1777901142.984161,2.659000,377.945312,259.263031
1777901142.995288,2.681000,378.069244,259.328217
1777901143.006416,2.665000,377.853027,259.388458
1777901143.017543,2.670000,377.853027,259.388458
1777901143.028670,2.659000,377.853027,259.388458
1777901143.039798,2.643000,377.853027,259.388458
1777901143.050926,2.659000,377.853027,259.388458
1777901143.062053,2.648000,377.925079,259.382416
1777901143.073180,2.638000,377.945312,259.263031
1777901143.084308,2.675000,377.930756,259.328217
1777901143.095436,2.665000,378.085938,259.263031
1777901143.106563,2.654000,378.045441,259.202026
1777901143.117691,2.648000,378.045441,259.202026
1777901143.128818,2.638000,378.067169,259.067169
1777901143.139945,2.654000,378.000000,259.000000
