timestamp_s,x_m,y_m,z_m,pixel_u,pixel_v,confidence,snr,circularity,depth_source,detected
1777901142.149597,-0.269630,0.109970,2.638000,377.761505,259.441742,0.621944,3.403714,0.884674,depth,1
1777901142.160725,-0.271556,0.111190,2.654000,377.714294,259.531738,0.616778,3.411498,0.871370,depth,1
1777901142.171852,-0.269119,0.109761,2.633000,377.761505,259.441742,0.621835,3.398273,0.884674,depth,1
1777901142.182979,-0.270942,0.110939,2.648000,377.714294,259.531738,0.615768,3.361035,0.871370,depth,1
1777901142.194107,-0.268616,0.110311,2.633000,377.843903,259.531738,0.616745,3.409850,0.871370,depth,1
1777901142.205234,-0.270141,0.110178,2.643000,377.761505,259.441742,0.621977,3.405361,0.884674,depth,1
1777901142.216361,-0.272389,0.111095,2.665000,377.761505,259.441742,0.622384,3.425736,0.884674,depth,1
1777901142.227489,-0.270146,0.110939,2.648000,377.843903,259.531738,0.616412,3.393231,0.871370,depth,1
1777901142.238617,-0.269727,0.111268,2.638000,377.745544,259.653931,0.617427,3.436638,0.871736,depth,1
1777901142.249744,-0.270559,0.110233,2.643000,377.693329,259.450653,0.627054,3.371528,0.899059,depth,1
1777901142.260872,-0.271070,0.110441,2.648000,377.693329,259.450653,0.626910,3.364313,0.899059,depth,1
1777901142.271999,-0.269541,0.110565,2.638000,377.776031,259.539062,0.622623,3.427148,0.885201,depth,1
1777901142.283126,-0.269407,0.110311,2.633000,377.714294,259.531738,0.616333,3.389281,0.871370,depth,1
1777901142.294255,-0.271268,0.111400,2.659000,377.843903,259.531738,0.617079,3.426569,0.871370,depth,1
1777901142.305382,-0.269630,0.109970,2.638000,377.761505,259.441742,0.621817,3.397363,0.884674,depth,1
1777901142.316509,-0.269126,0.110520,2.638000,377.843903,259.531738,0.616907,3.417971,0.871370,depth,1
1777901142.327637,-0.269420,0.111045,2.638000,377.795868,259.617584,0.611371,3.400017,0.858427,depth,1
1777901142.338764,-0.271937,0.111150,2.665000,377.834656,259.450653,0.598823,2.927121,0.850703,depth,1
1777901142.349892,-0.271776,0.110845,2.659000,377.761505,259.441742,0.622353,3.424172,0.884674,depth,1
1777901142.361020,-0.270652,0.110387,2.648000,377.761505,259.441742,0.621968,3.404937,0.884674,depth,1
1777901142.372147,-0.272389,0.111095,2.665000,377.761505,259.441742,0.621333,3.373172,0.884674,depth,1
1777901142.383274,-0.269630,0.109970,2.638000,377.761505,259.441742,0.621833,3.398152,0.884674,depth,1
1777901142.394402,-0.270141,0.110178,2.643000,377.761505,259.441742,0.621737,3.393388,0.884674,depth,1
1777901142.405529,-0.270576,0.110584,2.643000,377.690491,259.507935,0.616427,3.393941,0.871370,depth,1
1777901142.416657,-0.270441,0.111466,2.648000,377.795868,259.617584,0.612029,3.432903,0.858427,depth,1
1777901142.427785,-0.270441,0.111466,2.648000,377.795868,259.617584,0.612040,3.433451,0.858427,depth,1
1777901142.438912,-0.271363,0.111942,2.654000,377.745544,259.653931,0.616483,3.389457,0.871736,depth,1
1777901142.450039,-0.271054,0.111719,2.654000,377.795868,259.617584,0.611543,3.408621,0.858427,depth,1
1777901142.461168,-0.269420,0.111045,2.638000,377.795868,259.617584,0.612140,3.438480,0.858427,depth,1
1777901142.472295,-0.269420,0.111045,2.638000,377.795868,259.617584,0.611495,3.406242,0.858427,depth,1
1777901142.483422,-0.270239,0.111478,2.643000,377.745544,259.653931,0.616408,3.385672,0.871736,depth,1
1777901142.494550,-0.269126,0.110520,2.638000,377.843903,259.531738,0.616558,3.400488,0.871370,depth,1
1777901142.505677,-0.269119,0.109761,2.633000,377.761505,259.441742,0.621527,3.382857,0.884674,depth,1
1777901142.516804,-0.269630,0.109970,2.638000,377.761505,259.441742,0.621873,3.400176,0.884674,depth,1
1777901142.527933,-0.270652,0.110387,2.648000,377.761505,259.441742,0.620965,3.354782,0.884674,depth,1
1777901142.539060,-0.270141,0.110178,2.643000,377.761505,259.441742,0.621916,3.402297,0.884674,depth,1
1777901142.550187,-0.269182,0.110024,2.638000,377.834656,259.450653,0.598665,2.919172,0.850703,depth,1
1777901142.561315,-0.270530,0.109999,2.648000,377.781342,259.378662,0.627580,3.397808,0.899059,depth,1
1777901142.572442,-0.270652,0.110387,2.648000,377.761505,259.441742,0.620705,3.341760,0.884674,depth,1
1777901142.583570,-0.269693,0.110233,2.643000,377.834656,259.450653,0.598913,2.931608,0.850703,depth,1
1777901142.594698,-0.270652,0.110387,2.648000,377.761505,259.441742,0.621165,3.364772,0.884674,depth,1
1777901142.605825,-0.271824,0.110766,2.665000,377.853027,259.388458,0.603944,2.910945,0.864314,depth,1
1777901142.616952,-0.271654,0.110456,2.659000,377.781342,259.378662,0.626968,3.367214,0.899059,depth,1
1777901142.628079,-0.269630,0.109970,2.638000,377.761505,259.441742,0.620688,3.340928,0.884674,depth,1
1777901142.639208,-0.271824,0.110766,2.665000,377.853027,259.388458,0.603379,2.882678,0.864314,depth,1
1777901142.650335,-0.270702,0.110309,2.654000,377.853027,259.388458,0.603571,2.892286,0.864314,depth,1
1777901142.661462,-0.272267,0.110705,2.665000,377.781342,259.378662,0.625435,3.290589,0.899059,depth,1
1777901142.672590,-0.272267,0.110705,2.665000,377.781342,259.378662,0.625492,3.293409,0.899059,depth,1
1777901142.683717,-0.270702,0.110309,2.654000,377.853027,259.388458,0.603312,2.879314,0.864314,depth,1
1777901142.694844,-0.271824,0.110766,2.665000,377.853027,259.388458,0.603390,2.883223,0.864314,depth,1
1777901142.705973,-0.270652,0.110387,2.648000,377.761505,259.441742,0.619334,3.273221,0.884674,depth,1
1777901142.717100,-0.270090,0.110059,2.648000,377.853027,259.388458,0.602953,2.861388,0.864314,depth,1
1777901142.728227,-0.271212,0.110517,2.659000,377.853027,259.388458,0.603416,2.884536,0.864314,depth,1
1777901142.739355,-0.269508,0.109584,2.638000,377.781342,259.378662,0.625224,3.280003,0.899059,depth,1
1777901142.750482,-0.269508,0.109584,2.638000,377.781342,259.378662,0.626052,3.321398,0.899059,depth,1
1777901142.761610,-0.272844,0.111182,2.675000,377.853027,259.388458,0.603083,2.867885,0.864314,depth,1
1777901142.772738,-0.272844,0.111182,2.675000,377.853027,259.388458,0.603250,2.876237,0.864314,depth,1
1777901142.783865,-0.269580,0.109852,2.643000,377.853027,259.388458,0.603778,2.902613,0.864314,depth,1
1777901142.794992,-0.270702,0.110309,2.654000,377.853027,259.388458,0.603595,2.893474,0.864314,depth,1
1777901142.806121,-0.271824,0.110766,2.665000,377.853027,259.388458,0.603172,2.872316,0.864314,depth,1
1777901142.817248,-0.270090,0.110059,2.648000,377.853027,259.388458,0.603252,2.876298,0.864314,depth,1
1777901142.828375,-0.271212,0.110517,2.659000,377.853027,259.388458,0.602948,2.861116,0.864314,depth,1
1777901142.839503,-0.271212,0.110517,2.659000,377.853027,259.388458,0.603013,2.864355,0.864314,depth,1
1777901142.850630,-0.271212,0.110517,2.659000,377.853027,259.388458,0.603435,2.885493,0.864314,depth,1
1777901142.861758,-0.273456,0.111431,2.681000,377.853027,259.388458,0.603252,2.876307,0.864314,depth,1
1777901142.872886,-0.269104,0.109482,2.643000,377.930756,259.328217,0.598098,2.873306,0.851579,depth,1
1777901142.884013,-0.270090,0.110059,2.648000,377.853027,259.388458,0.603717,2.899570,0.864314,depth,1
1777901142.895140,-0.269523,0.108522,2.648000,377.945312,259.138031,0.593418,2.901337,0.838478,depth,1
1777901142.906268,-0.270098,0.108956,2.665000,378.132355,259.095581,0.590602,2.628729,0.845069,depth,1
1777901142.917396,-0.268451,0.107059,2.643000,378.037323,258.932831,0.585096,2.601989,0.832641,depth,1
1777901142.928523,-0.267435,0.106654,2.633000,378.037323,258.932831,0.585343,2.614315,0.832641,depth,1
1777901142.939651,-0.267943,0.106857,2.638000,378.037323,258.932831,0.585109,2.602618,0.832641,depth,1
1777901142.950778,-0.268261,0.107471,2.643000,378.068176,259.000000,0.580047,2.598083,0.820214,depth,1
1777901142.961905,-0.269371,0.107674,2.648000,377.970154,259.000000,0.585460,2.620197,0.832641,depth,1
1777901142.973033,-0.272332,0.110497,2.686000,378.115387,259.205139,0.598432,2.890034,0.851579,depth,1
1777901142.984161,-0.270643,0.109743,2.659000,377.945312,259.263031,0.593341,2.897470,0.838478,depth,1
1777901142.995288,-0.272112,0.111056,2.681000,378.069244,259.328217,0.598308,2.883812,0.851579,depth,1
1777901143.006416,-0.271824,0.110766,2.665000,377.853027,259.388458,0.602746,2.851031,0.864314,depth,1
1777901143.017543,-0.272334,0.110974,2.670000,377.853027,259.388458,0.603120,2.869734,0.864314,depth,1
1777901143.028670,-0.271212,0.110517,2.659000,377.853027,259.388458,0.603143,2.870872,0.864314,depth,1
