# which inertial sample is which camera frame, from the hardware trigger
# frame_period_s=0.011127844  (89.864669048 Hz, measured from this session's own trigger pulses -- the camera does not run at 90.000)
# trigger_pulses=4700  pulses_the_imu_missed=0
# t_bar_s is the exposure time in the BAR's clock, the same clock as esp_timestamp_us in imu/raw_imu.csv
# imu_sample is a row index into imu/raw_imu.csv; tagged=0 means the inertial stream missed that pulse and the time is interpolated
frame,video_row,t_bar_s,imu_sample,tagged
0,0,733.678042,8,1
1,1,733.689180,19,1
2,2,733.700315,30,1
3,3,733.711453,41,1
4,4,733.722588,52,1
5,5,733.733726,63,1
6,6,733.744860,74,1
7,7,733.755998,85,1
8,8,733.767134,96,1
9,9,733.778269,107,1
10,10,733.789406,118,1
11,11,733.800542,129,1
12,12,733.811679,140,1
13,13,733.822816,151,1
14,14,733.833952,162,1
15,15,733.845087,173,1
16,16,733.856224,184,1
17,17,733.867360,195,1
18,18,733.878496,206,1
19,19,733.889632,217,1
20,20,733.900767,228,1
21,21,733.911903,239,1
22,22,733.923040,250,1
23,23,733.934178,261,1
24,24,733.945312,272,1
25,25,733.956450,283,1
26,26,733.967585,294,1
27,27,733.978723,305,1
28,28,733.989859,316,1
29,29,734.000996,327,1
30,30,734.012132,338,1
31,31,734.023268,349,1
32,32,734.034402,360,1
33,33,734.045541,371,1
34,34,734.056676,382,1
35,35,734.067811,393,1
36,36,734.078949,404,1
37,37,734.090085,415,1
38,38,734.101221,426,1
39,39,734.112358,437,1
40,40,734.123494,448,1
41,41,734.134629,459,1
42,42,734.145764,470,1
43,43,734.156901,481,1
44,44,734.168037,492,1
45,45,734.179174,503,1
46,46,734.190309,514,1
47,47,734.201447,525,1
48,48,734.212584,536,1
49,49,734.223720,547,1
50,50,734.234855,558,1
51,51,734.245992,569,1
52,52,734.257129,580,1
53,53,734.268265,591,1
54,54,734.279402,602,1
55,55,734.290536,613,1
56,56,734.301674,624,1
57,57,734.312810,635,1
58,58,734.323945,646,1
59,59,734.335080,657,1
60,60,734.346219,668,1
61,61,734.357356,679,1
62,62,734.368490,690,1
63,63,734.379628,701,1
64,64,734.390763,712,1
65,65,734.401900,723,1
66,66,734.413037,734,1
67,67,734.424172,745,1
68,68,734.435307,756,1
69,69,734.446443,767,1
70,70,734.457582,778,1
71,71,734.468716,789,1
72,72,734.479852,800,1
73,73,734.490988,811,1
74,74,734.502125,822,1
75,75,734.513262,833,1
76,76,734.524399,844,1
77,77,734.535533,855,1
78,78,734.546671,866,1
79,79,734.557806,877,1
80,80,734.568942,888,1
81,81,734.580078,899,1
82,82,734.591216,910,1
83,83,734.602352,921,1
84,84,734.613489,932,1
85,85,734.624625,943,1
86,86,734.635761,954,1
87,87,734.646896,965,1
88,88,734.658032,976,1
89,89,734.669169,987,1
90,90,734.680306,998,1
91,91,734.691442,1009,1
92,92,734.702577,1020,1
93,93,734.713713,1031,1
94,94,734.724852,1042,1
95,95,734.735986,1053,1
96,96,734.747124,1064,1
97,97,734.758261,1075,1
98,98,734.769394,1086,1
99,99,734.780533,1097,1
100,100,734.791669,1108,1
101,101,734.802806,1119,1
102,102,734.813941,1130,1
103,103,734.825076,1141,1
104,104,734.835202,1151,1
105,105,734.846337,1162,1
106,106,734.857472,1173,1
107,107,734.868610,1184,1
108,108,734.879744,1195,1
109,109,734.890881,1206,1
110,110,734.902019,1217,1
111,111,734.913155,1228,1
112,112,734.924291,1239,1
113,113,734.935427,1250,1
114,114,734.946562,1261,1
115,115,734.957700,1272,1
116,116,734.968837,1283,1
117,117,734.979972,1294,1
118,118,734.991108,1305,1
119,119,735.002245,1316,1
120,120,735.013381,1327,1
121,121,735.024517,1338,1
122,122,735.035654,1349,1
123,123,735.046789,1360,1
124,124,735.057926,1371,1
125,125,735.069063,1382,1
126,126,735.080197,1393,1
127,127,735.091335,1404,1
128,128,735.102471,1415,1
129,129,735.113605,1426,1
130,130,735.124742,1437,1
131,131,735.135880,1448,1
132,132,735.147014,1459,1
133,133,735.158151,1470,1
134,134,735.169287,1481,1
135,135,735.180423,1492,1
136,136,735.191561,1503,1
137,137,735.202697,1514,1
138,138,735.213834,1525,1
139,139,735.224969,1536,1
140,140,735.236108,1547,1
141,141,735.247241,1558,1
142,142,735.258379,1569,1
143,143,735.269513,1580,1
144,144,735.280652,1591,1
145,145,735.291786,1602,1
146,146,735.302924,1613,1
147,147,735.314058,1624,1
148,148,735.325196,1635,1
149,149,735.336332,1646,1
150,150,735.347469,1657,1
151,151,735.358603,1668,1
152,152,735.369740,1679,1
153,153,735.380878,1690,1
154,154,735.392013,1701,1
155,155,735.403148,1712,1
156,156,735.414284,1723,1
157,157,735.425423,1734,1
158,158,735.436560,1745,1
159,159,735.447694,1756,1
160,160,735.458832,1767,1
161,161,735.469968,1778,1
162,162,735.481108,1789,1
163,163,735.492238,1800,1
164,164,735.503376,1811,1
165,165,735.514511,1822,1
166,166,735.525648,1833,1
167,167,735.536784,1844,1
168,168,735.547922,1855,1
169,169,735.559055,1866,1
170,170,735.570192,1877,1
171,171,735.581328,1888,1
172,172,735.592464,1899,1
173,173,735.603601,1910,1
174,174,735.614738,1921,1
175,175,735.625873,1932,1
176,176,735.637010,1943,1
177,177,735.648148,1954,1
178,178,735.659283,1965,1
179,179,735.670418,1976,1
180,180,735.681557,1987,1
181,181,735.692692,1998,1
182,182,735.703827,2009,1
183,183,735.714965,2020,1
184,184,735.726108,2031,1
185,185,735.737236,2042,1
186,186,735.748374,2053,1
187,187,735.759510,2064,1
188,188,735.770647,2075,1
189,189,735.781782,2086,1
190,190,735.792917,2097,1
191,191,735.804053,2108,1
192,192,735.815189,2119,1
193,193,735.826327,2130,1
194,194,735.837462,2141,1
195,195,735.848598,2152,1
196,196,735.859735,2163,1
197,197,735.870870,2174,1
198,198,735.882009,2185,1
199,199,735.893145,2196,1
200,200,735.904282,2207,1
201,201,735.915418,2218,1
202,202,735.926553,2229,1
203,203,735.937690,2240,1
204,204,735.948826,2251,1
205,205,735.959963,2262,1
206,206,735.971106,2273,1
207,207,735.982235,2284,1
208,208,735.993370,2295,1
209,209,736.004506,2306,1
210,210,736.015643,2317,1
211,211,736.026780,2328,1
212,212,736.037917,2339,1
213,213,736.049051,2350,1
214,214,736.060189,2361,1
