rep_id,concentric_start_frame,concentric_end_frame,eccentric_start_frame,eccentric_end_frame,rom_m,peak_velocity,gap_frames,confirmed
1,1145,1218,1033,1145,0.415739,0.893671,0,1
2,1290,1363,1218,1290,0.397644,0.776383,0,1
3,1439,1521,1363,1439,0.43568,0.818834,0,1
4,1585,1672,1521,1585,0.493952,0.979489,0,1
5,1761,1844,1692,1761,0.453305,0.963851,0,1
6,1930,2050,1865,1930,0.503442,0.889142,0,1
7,2174,2278,2050,2174,0.434801,0.956406,0,1
8,2392,2502,2278,2392,0.444075,0.678315,0,1
9,2711,2816,2502,2711,0.419569,0.859675,0,1
10,2882,3042,2816,2882,0.4186,0.944404,0,1
11,3107,3221,3042,3107,0.427859,0.884982,0,1
12,3290,3497,3221,3290,0.41913,0.876786,0,1
13,4354,4384,3497,4354,0.407116,2.87775,0,1
