rep_id,concentric_start_frame,concentric_end_frame,eccentric_start_frame,eccentric_end_frame,rom_m,peak_velocity,gap_frames,confirmed
1,1208,1277,658,1208,0.509995,1.11972,0,1
2,1393,1459,1277,1393,0.485115,1.17783,0,1
3,1583,1652,1483,1583,0.517145,1.11336,0,1
4,1774,1846,1675,1774,0.60384,1.21885,0,1
5,1979,2051,1846,1979,0.521082,1.15165,0,1
6,2190,2261,2116,2190,0.574107,1.22449,0,1
7,2415,2490,2261,2415,0.576559,1.16771,0,1
8,2616,2687,2490,2616,0.560877,1.14953,0,1
9,2818,2891,2742,2818,0.588677,1.21915,0,1
10,3022,3093,2923,3022,0.56484,1.20485,0,1
11,3238,3319,3093,3238,0.499544,0.972807,0,1
12,3457,3531,3380,3457,0.527492,1.1485,0,1
13,3665,3749,3589,3665,0.569771,0.920497,0,1
14,3886,3958,3749,3886,0.525665,1.03026,0,1
15,4133,4205,4034,4133,0.569047,1.06505,0,1
16,4749,4823,4344,4749,0.479318,1.06705,0,1
17,5024,5105,4845,5024,0.543587,1.10624,0,1
18,5245,5395,5105,5245,0.547943,1.06047,0,1
19,5473,5548,5397,5473,0.483547,0.992651,0,1
20,5687,5758,5615,5687,0.469934,1.03971,0,1
21,-1,-1,5885,6288,0,0,0,0
