timestamp_s,x_m,y_m,z_m,pixel_u,pixel_v,confidence,snr,circularity,depth_source,detected
1777901069.465664,-0.183831,0.094191,2.665000,392.093201,256.706085,0.629616,4.058301,0.871125,depth,1
1777901069.476792,-0.182771,0.094728,2.648000,392.074921,256.891388,0.670000,5.706780,0.889660,depth,1
1777901069.487919,-0.181841,0.094012,2.643000,392.170380,256.803711,0.635274,4.113878,0.882492,depth,1
1777901069.499046,-0.182658,0.093590,2.648000,392.093201,256.706085,0.630469,4.100960,0.871125,depth,1
1777901069.510173,-0.181969,0.093237,2.638000,392.093201,256.706085,0.631668,4.160895,0.871125,depth,1
1777901069.521302,-0.182658,0.093590,2.648000,392.093201,256.706085,0.633016,4.228307,0.871125,depth,1
1777901069.532429,-0.183417,0.093979,2.659000,392.093201,256.706085,0.632149,4.184936,0.871125,depth,1
1777901069.543556,-0.182658,0.093590,2.648000,392.093201,256.706085,0.633827,4.268838,0.871125,depth,1
1777901069.554684,-0.182455,0.092871,2.643000,392.070190,256.617554,0.641445,4.275101,0.889858,depth,1
1777901069.565811,-0.182109,0.092695,2.638000,392.070190,256.617554,0.641749,4.290301,0.889858,depth,1
1777901069.576938,-0.182800,0.093047,2.648000,392.070190,256.617554,0.643867,4.396206,0.889858,depth,1
1777901069.588066,-0.181764,0.092520,2.633000,392.070190,256.617554,0.643323,4.368975,0.889858,depth,1
1777901069.599194,-0.182109,0.092695,2.638000,392.070190,256.617554,0.643882,4.396919,0.889858,depth,1
1777901069.610321,-0.182455,0.092871,2.643000,392.070190,256.617554,0.644121,4.408883,0.889858,depth,1
1777901069.621449,-0.182109,0.092695,2.638000,392.070190,256.617554,0.643678,4.386733,0.889858,depth,1
1777901069.632576,-0.182109,0.092695,2.638000,392.070190,256.617554,0.644457,4.425701,0.889858,depth,1
1777901069.643703,-0.182109,0.092695,2.638000,392.070190,256.617554,0.643391,4.372373,0.889858,depth,1
1777901069.654831,-0.182800,0.093047,2.648000,392.070190,256.617554,0.643725,4.389091,0.889858,depth,1
1777901069.665958,-0.182455,0.092871,2.643000,392.070190,256.617554,0.642491,4.327383,0.889858,depth,1
1777901069.677086,-0.182800,0.093047,2.648000,392.070190,256.617554,0.643044,4.355045,0.889858,depth,1
1777901069.688214,-0.182455,0.092871,2.643000,392.070190,256.617554,0.642511,4.328395,0.889858,depth,1
1777901069.699341,-0.181764,0.092520,2.633000,392.070190,256.617554,0.643506,4.378139,0.889858,depth,1
1777901069.710468,-0.182455,0.092871,2.643000,392.070190,256.617554,0.642196,4.312632,0.889858,depth,1
1777901069.721596,-0.182658,0.093590,2.648000,392.093201,256.706085,0.634492,4.302096,0.871125,depth,1
1777901069.732723,-0.182314,0.093414,2.643000,392.093201,256.706085,0.633754,4.265201,0.871125,depth,1
1777901069.743850,-0.182455,0.092871,2.643000,392.070190,256.617554,0.641991,4.302369,0.889858,depth,1
1777901069.754979,-0.182314,0.093414,2.643000,392.093201,256.706085,0.633210,4.238032,0.871125,depth,1
1777901069.766106,-0.182109,0.092695,2.638000,392.070190,256.617554,0.641225,4.264069,0.889858,depth,1
1777901069.777233,-0.182658,0.093590,2.648000,392.093201,256.706085,0.633528,4.253893,0.871125,depth,1
1777901069.788361,-0.182109,0.092695,2.638000,392.070190,256.617554,0.642884,4.347052,0.889858,depth,1
1777901069.799489,-0.183214,0.093257,2.654000,392.070190,256.617554,0.643974,4.401538,0.889858,depth,1
1777901069.810616,-0.182109,0.092695,2.638000,392.070190,256.617554,0.643095,4.357592,0.889858,depth,1
1777901069.821744,-0.183214,0.093257,2.654000,392.070190,256.617554,0.644478,4.426731,0.889858,depth,1
1777901069.832871,-0.182800,0.093047,2.648000,392.070190,256.617554,0.644461,4.425896,0.889858,depth,1
1777901069.843998,-0.180660,0.091957,2.617000,392.070190,256.617554,0.643726,4.389148,0.889858,depth,1
1777901069.855126,-0.183559,0.093433,2.659000,392.070190,256.617554,0.645056,4.455622,0.889858,depth,1
1777901069.866253,-0.182109,0.092695,2.638000,392.070190,256.617554,0.643628,4.384212,0.889858,depth,1
1777901069.877381,-0.182455,0.092871,2.643000,392.070190,256.617554,0.643654,4.385531,0.889858,depth,1
1777901069.888509,-0.182109,0.092695,2.638000,392.070190,256.617554,0.643905,4.398060,0.889858,depth,1
1777901069.899636,-0.182455,0.092871,2.643000,392.070190,256.617554,0.642297,4.317698,0.889858,depth,1
1777901069.910763,-0.183559,0.093433,2.659000,392.070190,256.617554,0.642548,4.330238,0.889858,depth,1
1777901069.921891,-0.182455,0.092871,2.643000,392.070190,256.617554,0.643020,4.353813,0.889858,depth,1
1777901069.933018,-0.182109,0.092695,2.638000,392.070190,256.617554,0.642668,4.336231,0.889858,depth,1
1777901069.944145,-0.182455,0.092871,2.643000,392.070190,256.617554,0.642920,4.348831,0.889858,depth,1
1777901069.955273,-0.182800,0.093047,2.648000,392.070190,256.617554,0.641343,4.269962,0.889858,depth,1
1777901069.966401,-0.182800,0.093047,2.648000,392.070190,256.617554,0.641173,4.261464,0.889858,depth,1
1777901069.977528,-0.182314,0.093414,2.643000,392.093201,256.706085,0.633186,4.236817,0.871125,depth,1
1777901069.988655,-0.183072,0.093802,2.654000,392.093201,256.706085,0.633914,4.273190,0.871125,depth,1
1777901069.999784,-0.182455,0.092871,2.643000,392.070190,256.617554,0.640905,4.248104,0.889858,depth,1
1777901070.010911,-0.182455,0.092871,2.643000,392.070190,256.617554,0.642477,4.326692,0.889858,depth,1
1777901070.022038,-0.182109,0.092695,2.638000,392.070190,256.617554,0.642006,4.303119,0.889858,depth,1
1777901070.033166,-0.183214,0.093257,2.654000,392.070190,256.617554,0.642932,4.349442,0.889858,depth,1
1777901070.044293,-0.182455,0.092871,2.643000,392.070190,256.617554,0.643372,4.371452,0.889858,depth,1
1777901070.055420,-0.182109,0.092695,2.638000,392.070190,256.617554,0.642913,4.348483,0.889858,depth,1
1777901070.066548,-0.182800,0.093047,2.648000,392.070190,256.617554,0.643902,4.397923,0.889858,depth,1
1777901070.077676,-0.182455,0.092871,2.643000,392.070190,256.617554,0.644424,4.424030,0.889858,depth,1
1777901070.088803,-0.182800,0.093047,2.648000,392.070190,256.617554,0.643802,4.392934,0.889858,depth,1
1777901070.099931,-0.182800,0.093047,2.648000,392.070190,256.617554,0.643271,4.366372,0.889858,depth,1
1777901070.111058,-0.182800,0.093047,2.648000,392.070190,256.617554,0.642843,4.345003,0.889858,depth,1
1777901070.122185,-0.182800,0.093047,2.648000,392.070190,256.617554,0.643392,4.372427,0.889858,depth,1
1777901070.133313,-0.182800,0.093047,2.648000,392.070190,256.617554,0.643449,4.375305,0.889858,depth,1
1777901070.144440,-0.183214,0.093257,2.654000,392.070190,256.617554,0.643876,4.396613,0.889858,depth,1
1777901070.155568,-0.182109,0.092695,2.638000,392.070190,256.617554,0.643360,4.370818,0.889858,depth,1
