timestamp_s,depth_m,pixel_u,pixel_v
1777901069.465664,2.665000,392.093201,256.706085
1777901069.476792,2.648000,392.074921,256.891388
1777901069.487919,2.643000,392.170380,256.803711
1777901069.499046,2.648000,392.093201,256.706085
1777901069.510173,2.638000,392.093201,256.706085
1777901069.521302,2.648000,392.093201,256.706085
1777901069.532429,2.659000,392.093201,256.706085
1777901069.543556,2.648000,392.093201,256.706085
1777901069.554684,2.643000,392.070190,256.617554
1777901069.565811,2.638000,392.070190,256.617554
1777901069.576938,2.648000,392.070190,256.617554
1777901069.588066,2.633000,392.070190,256.617554
1777901069.599194,2.638000,392.070190,256.617554
1777901069.610321,2.643000,392.070190,256.617554
1777901069.621449,2.638000,392.070190,256.617554
1777901069.632576,2.638000,392.070190,256.617554
1777901069.643703,2.638000,392.070190,256.617554
1777901069.654831,2.648000,392.070190,256.617554
1777901069.665958,2.643000,392.070190,256.617554
1777901069.677086,2.648000,392.070190,256.617554
1777901069.688214,2.643000,392.070190,256.617554
1777901069.699341,2.633000,392.070190,256.617554
1777901069.710468,2.643000,392.070190,256.617554
1777901069.721596,2.648000,392.093201,256.706085
1777901069.732723,2.643000,392.093201,256.706085
1777901069.743850,2.643000,392.070190,256.617554
1777901069.754979,2.643000,392.093201,256.706085
1777901069.766106,2.638000,392.070190,256.617554
1777901069.777233,2.648000,392.093201,256.706085
1777901069.788361,2.638000,392.070190,256.617554
1777901069.799489,2.654000,392.070190,256.617554
1777901069.810616,2.638000,392.070190,256.617554
1777901069.821744,2.654000,392.070190,256.617554
1777901069.832871,2.648000,392.070190,256.617554
1777901069.843998,2.617000,392.070190,256.617554
1777901069.855126,2.659000,392.070190,256.617554
1777901069.866253,2.638000,392.070190,256.617554
1777901069.877381,2.643000,392.070190,256.617554
1777901069.888509,2.638000,392.070190,256.617554
1777901069.899636,2.643000,392.070190,256.617554
1777901069.910763,2.659000,392.070190,256.617554
1777901069.921891,2.643000,392.070190,256.617554
1777901069.933018,2.638000,392.070190,256.617554
1777901069.944145,2.643000,392.070190,256.617554
1777901069.955273,2.648000,392.070190,256.617554
1777901069.966401,2.648000,392.070190,256.617554
1777901069.977528,2.643000,392.093201,256.706085
1777901069.988655,2.654000,392.093201,256.706085
1777901069.999784,2.643000,392.070190,256.617554
1777901070.010911,2.643000,392.070190,256.617554
1777901070.022038,2.638000,392.070190,256.617554
1777901070.033166,2.654000,392.070190,256.617554
1777901070.044293,2.643000,392.070190,256.617554
1777901070.055420,2.638000,392.070190,256.617554
1777901070.066548,2.648000,392.070190,256.617554
1777901070.077676,2.643000,392.070190,256.617554
1777901070.088803,2.648000,392.070190,256.617554
1777901070.099931,2.648000,392.070190,256.617554
1777901070.111058,2.648000,392.070190,256.617554
1777901070.122185,2.648000,392.070190,256.617554
1777901070.133313,2.648000,392.070190,256.617554
1777901070.144440,2.654000,392.070190,256.617554
1777901070.155568,2.638000,392.070190,256.617554
1777901070.166696,2.638000,392.070190,256.617554
1777901070.177823,2.643000,392.070190,256.617554
1777901070.188950,2.648000,392.070190,256.617554
1777901070.200078,2.643000,392.070190,256.617554
1777901070.211205,2.638000,392.070190,256.617554
1777901070.222333,2.638000,392.070190,256.617554
1777901070.233461,2.638000,392.070190,256.617554
1777901070.244588,2.648000,392.070190,256.617554
1777901070.255715,2.638000,392.070190,256.617554
1777901070.266843,2.643000,392.070190,256.617554
1777901070.277971,2.654000,392.070190,256.617554
1777901070.289098,2.648000,392.070190,256.617554
1777901070.300226,2.654000,392.070190,256.617554
1777901070.311353,2.648000,392.136047,256.500000
1777901070.322480,2.627000,392.070190,256.617554
1777901070.333608,2.648000,392.070190,256.617554
1777901070.344736,2.638000,392.070190,256.617554
1777901070.355863,2.648000,392.070190,256.617554
1777901070.366991,2.643000,392.070190,256.617554
1777901070.378118,2.643000,392.070190,256.617554
1777901070.389245,2.648000,392.070190,256.617554
1777901070.400372,2.643000,392.070190,256.617554
1777901070.411500,2.648000,392.070190,256.617554
1777901070.422628,2.654000,392.070190,256.617554
1777901070.433755,2.659000,392.070190,256.617554
1777901070.444883,2.648000,392.070190,256.617554
1777901070.456010,2.643000,392.136047,256.500000
1777901070.467137,2.654000,392.136047,256.500000
1777901070.478266,2.638000,392.136047,256.500000
1777901070.489393,2.648000,392.136047,256.500000
1777901070.500520,2.659000,392.070190,256.617554
1777901070.511648,2.654000,392.136047,256.500000
1777901070.522775,2.643000,392.070190,256.617554
1777901070.533902,2.638000,392.070190,256.617554
1777901070.545031,2.665000,392.070190,256.382446
1777901070.556158,2.659000,392.093201,256.293915
1777901070.567285,2.643000,392.170380,256.196289
1777901070.578413,2.643000,392.170380,256.196289
1777901070.589540,2.643000,392.174255,256.098480
1777901070.600667,2.648000,392.155029,256.000000
1777901070.611796,2.648000,392.155029,256.000000
1777901070.622923,2.654000,392.155029,256.000000
1777901070.634050,2.643000,392.174255,255.901520
1777901070.645178,2.643000,392.151520,255.901520
1777901070.656305,2.665000,392.151520,255.901520
1777901070.667432,2.670000,392.170380,255.803711
1777901070.678560,2.648000,392.093201,255.706100
1777901070.689688,2.648000,392.155029,256.000000
1777901070.700815,2.638000,392.155029,256.000000
1777901070.711943,2.643000,392.174255,256.098480
1777901070.723070,2.643000,392.174255,256.098480
1777901070.734197,2.638000,392.093201,256.293915
1777901070.745325,2.648000,392.093201,256.293915
1777901070.756453,2.654000,392.093201,256.293915
1777901070.767580,2.643000,392.093201,256.293915
1777901070.778708,2.648000,392.093201,256.293915
1777901070.789835,2.643000,392.093201,256.293915
1777901070.800962,2.648000,392.093201,256.293915
1777901070.812091,2.654000,392.093201,256.293915
1777901070.823218,2.638000,392.170380,256.196289
1777901070.834345,2.627000,392.170380,256.196289
1777901070.845472,2.654000,392.174255,256.098480
1777901070.856600,2.638000,392.174255,256.098480
1777901070.867727,2.659000,392.174255,256.098480
1777901070.878855,2.654000,392.174255,256.098480
1777901070.889983,2.643000,392.174255,256.098480
1777901070.901110,2.648000,392.174255,256.098480
1777901070.912237,2.648000,392.155029,256.000000
1777901070.923365,2.638000,392.155029,256.000000
1777901070.934492,2.643000,392.174255,256.098480
1777901070.945620,2.643000,392.174255,256.098480
1777901070.956748,2.643000,392.174255,256.098480
1777901070.967875,2.648000,392.170380,256.196289
1777901070.979002,2.643000,392.174255,256.098480
1777901070.990130,2.648000,392.170380,256.196289
1777901071.001257,2.643000,392.170380,256.196289
1777901071.012384,2.654000,392.174255,256.098480
1777901071.023513,2.648000,392.174255,256.098480
1777901071.034640,2.654000,392.174255,256.098480
1777901071.045767,2.643000,392.174255,256.098480
1777901071.056895,2.659000,392.155029,256.000000
1777901071.068022,2.659000,392.155029,256.000000
1777901071.079150,2.659000,392.155029,256.000000
1777901071.090278,2.648000,392.151520,255.901520
1777901071.101405,2.643000,392.155029,256.000000
1777901071.112532,2.648000,392.155029,256.000000
1777901071.123660,2.659000,392.155029,256.000000
1777901071.134787,2.643000,392.155029,256.000000
1777901071.145915,2.648000,392.155029,256.000000
1777901071.157043,2.648000,392.155029,256.000000
1777901071.168170,2.648000,392.155029,256.000000
1777901071.179297,2.638000,392.151520,255.901520
1777901071.190425,2.648000,392.155029,256.000000
1777901071.201552,2.638000,392.155029,256.000000
1777901071.212680,2.643000,392.170380,256.000000
1777901071.223808,2.654000,392.174255,256.098480
1777901071.234935,2.643000,392.174255,256.098480
1777901071.246062,2.643000,392.155029,256.000000
1777901071.257190,2.643000,392.155029,256.000000
1777901071.268317,2.643000,392.155029,256.000000
1777901071.279445,2.643000,392.155029,256.000000
1777901071.290572,2.670000,392.174255,255.901520
1777901071.301700,2.654000,392.155029,256.000000
1777901071.312827,2.648000,392.155029,256.000000
1777901071.323954,2.665000,392.155029,256.000000
1777901071.335083,2.659000,392.170380,255.803711
1777901071.346210,2.681000,392.155029,256.000000
1777901071.357337,2.643000,392.155029,256.000000
1777901071.368465,2.643000,392.174255,256.098480
1777901071.379592,2.643000,392.174255,256.098480
1777901071.390719,2.648000,392.155029,256.000000
1777901071.401847,2.643000,392.174255,256.098480
1777901071.412975,2.633000,392.155029,256.000000
1777901071.424102,2.648000,392.155029,256.000000
1777901071.435230,2.648000,392.155029,256.000000
1777901071.446357,2.659000,392.155029,256.000000
1777901071.457484,2.627000,392.155029,256.000000
1777901071.468612,2.648000,392.155029,256.000000
