rep_id,concentric_start_frame,concentric_end_frame,eccentric_start_frame,eccentric_end_frame,rom_m,peak_velocity,gap_frames,confirmed
1,1479,1534,1534,1590,0.390068,1.04944,0,1
2,1590,1648,1648,1708,0.40582,1.10788,0,1
3,1708,1770,1770,1922,0.420652,1.01712,0,1
4,1922,1978,1978,2039,0.374719,1.03798,0,1
5,2039,2093,2093,2149,0.337639,0.960934,0,1
6,2149,2207,2207,2265,0.43615,1.1618,0,1
7,2265,2316,2316,2373,0.305398,0.874663,0,1
8,2373,2431,2431,2487,0.369701,0.978106,0,1
9,2487,2549,2549,2607,0.393768,1.00265,0,1
10,2607,2678,2678,2737,0.327157,0.638352,0,1
11,2737,2797,2797,2853,0.331665,0.829708,0,1
12,2853,2915,2915,2975,0.373926,0.898273,0,1
13,2975,3033,3033,3092,0.352429,0.950446,0,1
14,3092,3149,3149,3205,0.354155,1.01527,0,1
15,3205,3263,3263,3322,0.362508,1.014,0,1
16,3322,3378,3378,3431,0.373275,1.12653,0,1
17,3431,3486,3486,3543,0.339333,0.969677,0,1
18,3543,3602,3602,3661,0.420947,1.15394,0,1
19,3661,3719,3719,3777,0.381924,1.07374,0,1
20,3777,3838,3838,3900,0.397347,1.06758,0,1
21,3900,3958,3958,4015,0.392571,1.20699,0,1
22,4015,4071,4071,4129,0.345976,0.951153,0,1
23,4129,4186,4186,4247,0.360133,0.991337,0,1
24,4247,4306,4306,4365,0.379056,1.05109,0,1
25,4365,4419,4419,4480,0.307638,0.904121,0,1
26,4480,4543,4543,4607,0.41606,1.09279,0,1
27,4607,4667,4667,4731,0.353868,0.959304,0,1
28,4731,4796,4796,4859,0.370007,0.967625,0,1
29,4859,4924,4924,4997,0.394814,0.960493,0,1
30,4997,5061,5061,5128,0.439813,1.17352,0,1
31,5128,5188,5188,5252,0.323895,0.894536,0,1
32,5252,5337,5337,5411,0.483137,0.951063,0,1
33,5411,5609,5613,5693,0.58067,0.862666,0,1
34,5693,5892,5894,6018,0.528361,0.837968,0,1
35,6018,6114,6114,6400,0.443328,0.985296,0,0
