rep_id,concentric_start_frame,concentric_end_frame,eccentric_start_frame,eccentric_end_frame,rom_m,peak_velocity,gap_frames,confirmed
1,822,916,916,1000,0.63543,1.51462,0,1
2,1000,1081,1081,1166,0.625825,1.22781,0,1
3,1166,1244,1244,1326,0.587361,1.31326,0,1
4,1326,1400,1400,1493,0.603419,1.46678,0,1
5,1493,1567,1567,1666,0.677382,1.49106,0,1
6,1666,1748,1748,1845,0.656558,1.27279,0,1
7,1845,1921,1921,2015,0.599653,1.2786,0,1
8,2015,2101,2101,2192,0.597232,1.26947,0,1
9,2192,2282,2285,2370,0.607272,1.25216,0,1
10,2370,2450,2450,2544,0.593276,1.18951,0,1
11,2544,2637,2637,2726,0.622585,1.12814,0,1
12,2726,2808,2808,2910,0.613906,1.26652,0,1
13,2910,2994,2994,3091,0.633995,1.30375,0,1
14,3091,3176,3176,3277,0.604325,1.28152,0,1
15,3277,3373,3373,3466,0.620917,1.17795,0,1
16,3466,3546,3546,3638,0.653017,1.2743,0,1
17,3638,3744,3752,3841,0.618718,1.15244,0,1
18,3845,3945,3945,4225,0.569118,1.18521,0,0
