t_s,frame_number,hw_ts_ms,host_dt_ms,missed_total
2.347,192,1777461327102.000,11.101,0
2.359,193,1777461327113.100,11.100,0
2.370,194,1777461327124.200,11.100,0
2.381,195,1777461327135.300,11.100,0
2.392,196,1777461327146.401,11.101,0
2.403,197,1777461327157.500,11.100,0
2.414,198,1777461327168.600,11.099,0
2.425,199,1777461327179.700,11.100,0
2.436,200,1777461327190.799,11.099,0
2.448,201,1777461327201.898,11.099,0
2.459,202,1777461327213.002,11.104,0
2.470,203,1777461327224.127,11.126,0
2.481,204,1777461327235.253,11.126,0
2.492,205,1777461327246.380,11.127,0
2.503,206,1777461327257.506,11.126,0
2.514,207,1777461327268.632,11.126,0
2.525,208,1777461327279.759,11.127,0
2.537,209,1777461327290.885,11.126,0
2.548,210,1777461327302.010,11.126,0
2.559,211,1777461327313.137,11.127,0
2.570,212,1777461327324.263,11.126,0
2.581,213,1777461327335.389,11.126,0
2.592,214,1777461327346.516,11.127,0
2.603,215,1777461327357.642,11.126,0
2.614,216,1777461327368.768,11.126,0
2.625,217,1777461327379.895,11.127,0
2.637,218,1777461327391.021,11.126,0
2.648,219,1777461327402.147,11.126,0
2.659,220,1777461327413.274,11.127,0
2.670,221,1777461327424.400,11.126,0
2.681,222,1777461327435.526,11.126,0
2.692,223,1777461327446.653,11.127,0
2.703,224,1777461327457.780,11.126,0
2.715,225,1777461327468.906,11.126,0
2.726,226,1777461327480.033,11.127,0
2.737,227,1777461327491.159,11.126,0
2.748,228,1777461327502.285,11.126,0
2.759,229,1777461327513.412,11.127,0
2.770,230,1777461327524.538,11.126,0
2.781,231,1777461327535.665,11.126,0
2.793,232,1777461327546.792,11.127,0
2.804,233,1777461327557.918,11.126,0
2.815,234,1777461327569.044,11.126,0
2.826,235,1777461327580.171,11.126,0
2.837,236,1777461327591.298,11.127,0
2.848,237,1777461327602.424,11.126,0
2.859,238,1777461327613.551,11.126,0
2.870,239,1777461327624.678,11.127,0
2.881,240,1777461327635.804,11.126,0
2.892,241,1777461327646.931,11.126,0
2.904,242,1777461327658.058,11.127,0
2.915,243,1777461327669.185,11.126,0
2.926,244,1777461327680.311,11.126,0
2.937,245,1777461327691.438,11.127,0
2.948,246,1777461327702.565,11.126,0
2.959,247,1777461327713.691,11.126,0
2.970,248,1777461327724.819,11.128,0
2.981,249,1777461327735.945,11.126,0
2.992,250,1777461327747.072,11.126,0
3.004,251,1777461327758.199,11.127,0
3.015,252,1777461327769.326,11.127,0
3.026,253,1777461327780.452,11.126,0
3.038,254,1777461327791.580,11.128,0
3.048,255,1777461327802.707,11.126,0
3.060,256,1777461327813.833,11.127,0
3.071,257,1777461327824.961,11.128,0
3.082,258,1777461327836.087,11.126,0
3.093,259,1777461327847.214,11.127,0
3.104,260,1777461327858.342,11.128,0
3.115,261,1777461327869.469,11.127,0
3.127,262,1777461327880.595,11.127,0
3.148,264,1777461327902.850,22.254,1
3.160,265,1777461327913.976,11.127,1
3.171,266,1777461327925.104,11.128,1
3.182,267,1777461327936.231,11.127,1
3.193,268,1777461327947.358,11.127,1
3.204,269,1777461327958.486,11.128,1
3.215,270,1777461327969.613,11.127,1
3.226,271,1777461327980.739,11.127,1
3.237,272,1777461327991.867,11.128,1
3.248,273,1777461328002.994,11.127,1
3.260,274,1777461328014.121,11.127,1
3.271,275,1777461328025.248,11.127,1
3.282,276,1777461328036.376,11.128,1
3.294,277,1777461328047.503,11.127,1
3.305,278,1777461328058.630,11.127,1
3.315,279,1777461328069.758,11.128,1
3.327,280,1777461328080.885,11.127,1
3.337,281,1777461328092.012,11.127,1
3.349,282,1777461328103.140,11.128,1
3.360,283,1777461328114.267,11.127,1
3.371,284,1777461328125.394,11.127,1
3.382,285,1777461328136.522,11.128,1
3.393,286,1777461328147.649,11.127,1
3.405,287,1777461328158.776,11.127,1
3.416,288,1777461328169.904,11.128,1
3.427,289,1777461328181.031,11.127,1
3.438,290,1777461328192.158,11.127,1
3.449,291,1777461328203.287,11.128,1
3.460,292,1777461328214.414,11.127,1
3.471,293,1777461328225.540,11.126,1
3.482,294,1777461328236.667,11.127,1
3.493,295,1777461328247.794,11.126,1
3.505,296,1777461328258.920,11.126,1
3.516,297,1777461328270.048,11.128,1
3.527,298,1777461328281.175,11.126,1
3.538,299,1777461328292.301,11.126,1
3.549,300,1777461328303.429,11.128,1
3.560,301,1777461328314.555,11.126,1
3.571,302,1777461328325.682,11.126,1
3.582,303,1777461328336.809,11.128,1
3.593,304,1777461328347.936,11.126,1
3.605,305,1777461328359.062,11.127,1
3.616,306,1777461328370.190,11.128,1
3.627,307,1777461328381.317,11.126,1
3.638,308,1777461328392.443,11.127,1
3.649,309,1777461328403.571,11.127,1
3.660,310,1777461328414.698,11.127,1
3.672,311,1777461328425.824,11.127,1
3.683,312,1777461328436.952,11.128,1
3.694,313,1777461328448.079,11.127,1
3.705,314,1777461328459.205,11.126,1
3.716,315,1777461328470.332,11.127,1
3.727,316,1777461328481.459,11.128,1
3.738,317,1777461328492.586,11.127,1
3.749,318,1777461328503.713,11.127,1
3.760,319,1777461328514.841,11.128,1
3.772,320,1777461328525.967,11.127,1
3.783,321,1777461328537.094,11.127,1
3.794,322,1777461328548.222,11.128,1
3.805,323,1777461328559.349,11.127,1
3.816,324,1777461328570.475,11.127,1
3.827,325,1777461328581.603,11.128,1
3.838,326,1777461328592.730,11.127,1
3.850,327,1777461328603.857,11.127,1
3.861,328,1777461328614.984,11.128,1
3.872,329,1777461328626.111,11.127,1
3.883,330,1777461328637.238,11.127,1
3.894,331,1777461328648.366,11.128,1
3.905,332,1777461328659.493,11.127,1
3.917,333,1777461328670.620,11.127,1
3.927,334,1777461328681.747,11.128,1
3.938,335,1777461328692.874,11.127,1
3.949,336,1777461328704.001,11.127,1
3.961,337,1777461328715.129,11.128,1
3.972,338,1777461328726.256,11.127,1
3.994,340,1777461328748.511,22.255,2
4.005,341,1777461328759.638,11.127,2
4.016,342,1777461328770.764,11.127,2
4.027,343,1777461328781.892,11.128,2
4.039,344,1777461328793.019,11.127,2
4.050,345,1777461328804.146,11.127,2
4.061,346,1777461328815.274,11.128,2
4.072,347,1777461328826.401,11.127,2
4.083,348,1777461328837.528,11.127,2
4.094,349,1777461328848.656,11.128,2
4.105,350,1777461328859.783,11.127,2
4.117,351,1777461328870.910,11.127,2
4.127,352,1777461328882.038,11.128,2
4.139,353,1777461328893.165,11.127,2
4.150,354,1777461328904.292,11.127,2
4.161,355,1777461328915.419,11.127,2
4.172,356,1777461328926.547,11.128,2
4.183,357,1777461328937.674,11.127,2
4.194,358,1777461328948.802,11.127,2
4.205,359,1777461328959.929,11.128,2
4.217,360,1777461328971.057,11.127,2
4.228,361,1777461328982.184,11.127,2
4.239,362,1777461328993.312,11.128,2
4.250,363,1777461329004.439,11.127,2
4.261,364,1777461329015.566,11.127,2
4.272,365,1777461329026.694,11.128,2
4.283,366,1777461329037.821,11.127,2
4.294,367,1777461329048.948,11.127,2
4.306,368,1777461329060.076,11.128,2
4.317,369,1777461329071.204,11.127,2
4.328,370,1777461329082.331,11.127,2
4.339,371,1777461329093.459,11.128,2
4.350,372,1777461329104.586,11.127,2
4.361,373,1777461329115.713,11.127,2
4.372,374,1777461329126.842,11.128,2
4.383,375,1777461329137.969,11.127,2
4.395,376,1777461329149.096,11.127,2
4.406,377,1777461329160.224,11.128,2
4.417,378,1777461329171.351,11.127,2
4.428,379,1777461329182.479,11.127,2
4.439,380,1777461329193.607,11.128,2
4.450,381,1777461329204.734,11.127,2
4.461,382,1777461329215.861,11.127,2
4.472,383,1777461329226.991,11.130,2
4.483,384,1777461329238.120,11.129,2
4.495,385,1777461329249.249,11.129,2
4.506,386,1777461329260.378,11.130,2
4.517,387,1777461329271.507,11.129,2
4.528,388,1777461329282.636,11.129,2
4.539,389,1777461329293.766,11.130,2
4.550,390,1777461329304.895,11.129,2
4.562,391,1777461329316.024,11.129,2
4.572,392,1777461329327.154,11.130,2
4.584,393,1777461329338.283,11.129,2
4.595,394,1777461329349.412,11.129,2
4.606,395,1777461329360.541,11.129,2
4.617,396,1777461329371.671,11.130,2
4.628,397,1777461329382.800,11.129,2
4.639,398,1777461329393.929,11.129,2
4.650,399,1777461329405.060,11.130,2
4.661,400,1777461329416.189,11.129,2
4.673,401,1777461329427.318,11.129,2
4.684,402,1777461329438.448,11.130,2
4.695,403,1777461329449.578,11.129,2
4.706,404,1777461329460.707,11.129,2
4.717,405,1777461329471.837,11.130,2
4.728,406,1777461329482.967,11.129,2
4.739,407,1777461329494.096,11.129,2
4.750,408,1777461329505.226,11.130,2
4.762,409,1777461329516.356,11.129,2
4.773,410,1777461329527.485,11.129,2
4.784,411,1777461329538.616,11.131,2
4.795,412,1777461329549.745,11.129,2
4.806,413,1777461329560.875,11.130,2
4.817,414,1777461329572.005,11.131,2
4.829,415,1777461329583.135,11.130,2
4.840,416,1777461329594.265,11.130,2
4.851,417,1777461329605.395,11.131,2
4.862,418,1777461329616.525,11.130,2
4.873,419,1777461329627.655,11.130,2
4.884,420,1777461329638.785,11.131,2
4.895,421,1777461329649.915,11.130,2
4.906,422,1777461329661.045,11.130,2
4.918,423,1777461329672.176,11.131,2
4.928,424,1777461329683.305,11.130,2
4.940,425,1777461329694.435,11.130,2
4.951,426,1777461329705.566,11.131,2
4.962,427,1777461329716.696,11.130,2
4.973,428,1777461329727.826,11.130,2
4.984,429,1777461329738.957,11.131,2
4.995,430,1777461329750.087,11.130,2
5.006,431,1777461329761.217,11.130,2
5.018,432,1777461329772.348,11.131,2
5.029,433,1777461329783.478,11.130,2
5.040,434,1777461329794.608,11.130,2
5.051,435,1777461329805.738,11.130,2
5.062,436,1777461329816.869,11.131,2
5.074,437,1777461329828.000,11.130,2
5.084,438,1777461329839.130,11.130,2
5.095,439,1777461329850.261,11.131,2
5.106,440,1777461329861.391,11.130,2
5.118,441,1777461329872.521,11.130,2
5.129,442,1777461329883.653,11.131,2
5.140,443,1777461329894.783,11.130,2
5.151,444,1777461329905.914,11.130,2
5.162,445,1777461329917.045,11.131,2
5.173,446,1777461329928.175,11.130,2
5.184,447,1777461329939.306,11.130,2
5.196,448,1777461329950.437,11.132,2
5.207,449,1777461329961.568,11.130,2
5.218,450,1777461329972.698,11.131,2
5.229,451,1777461329983.830,11.131,2
5.240,452,1777461329994.960,11.131,2
5.252,453,1777461330006.091,11.131,2
5.262,454,1777461330017.222,11.132,2
5.273,455,1777461330028.353,11.131,2
5.285,456,1777461330039.484,11.131,2
5.296,457,1777461330050.615,11.132,2
5.307,458,1777461330061.746,11.131,2
5.318,459,1777461330072.877,11.131,2
5.329,460,1777461330084.009,11.132,2
5.340,461,1777461330095.139,11.131,2
5.351,462,1777461330106.270,11.131,2
5.363,463,1777461330117.402,11.132,2
5.374,464,1777461330128.533,11.131,2
5.385,465,1777461330139.664,11.131,2
5.396,466,1777461330150.796,11.132,2
5.407,467,1777461330161.927,11.131,2
5.418,468,1777461330173.058,11.131,2
5.430,469,1777461330184.190,11.132,2
5.441,470,1777461330195.321,11.131,2
5.452,471,1777461330206.452,11.131,2
5.463,472,1777461330217.583,11.132,2
5.474,473,1777461330228.711,11.127,2
5.485,474,1777461330239.838,11.127,2
5.496,475,1777461330250.965,11.127,2
5.507,476,1777461330262.093,11.128,2
5.518,477,1777461330273.220,11.127,2
5.530,478,1777461330284.347,11.127,2
5.541,479,1777461330295.475,11.128,2
5.552,480,1777461330306.603,11.127,2
5.563,481,1777461330317.730,11.127,2
5.574,482,1777461330328.858,11.128,2
5.585,483,1777461330339.985,11.127,2
5.596,484,1777461330351.112,11.127,2
5.607,485,1777461330362.240,11.128,2
5.619,486,1777461330373.367,11.127,2
5.630,487,1777461330384.495,11.127,2
5.641,488,1777461330395.623,11.128,2
5.652,489,1777461330406.750,11.127,2
5.663,490,1777461330417.877,11.127,2
5.675,491,1777461330429.005,11.128,2
5.685,492,1777461330440.132,11.127,2
5.696,493,1777461330451.260,11.127,2
5.708,494,1777461330462.388,11.128,2
5.719,495,1777461330473.515,11.127,2
5.730,496,1777461330484.642,11.127,2
5.741,497,1777461330495.770,11.128,2
5.752,498,1777461330506.897,11.127,2
5.763,499,1777461330518.024,11.127,2
5.774,500,1777461330529.153,11.128,2
5.786,501,1777461330540.280,11.127,2
5.797,502,1777461330551.407,11.127,2
5.808,503,1777461330562.535,11.128,2
5.819,504,1777461330573.662,11.127,2
5.830,505,1777461330584.790,11.127,2
5.841,506,1777461330595.918,11.128,2
5.852,507,1777461330607.045,11.127,2
5.863,508,1777461330618.172,11.127,2
5.875,509,1777461330629.300,11.128,2
5.886,510,1777461330640.427,11.127,2
5.897,511,1777461330651.555,11.127,2
5.908,512,1777461330662.683,11.128,2
5.919,513,1777461330673.810,11.127,2
5.930,514,1777461330684.937,11.127,2
5.941,515,1777461330696.064,11.127,2
5.952,516,1777461330707.193,11.128,2
5.964,517,1777461330718.320,11.127,2
5.975,518,1777461330729.447,11.127,2
5.986,519,1777461330740.575,11.128,2
5.997,520,1777461330751.702,11.127,2
6.008,521,1777461330762.830,11.127,2
6.019,522,1777461330773.958,11.128,2
6.030,523,1777461330785.085,11.127,2
6.042,524,1777461330796.212,11.127,2
6.053,525,1777461330807.341,11.128,2
6.064,526,1777461330818.468,11.127,2
6.075,527,1777461330829.595,11.127,2
6.086,528,1777461330840.723,11.128,2
6.097,529,1777461330851.850,11.127,2
6.108,530,1777461330862.978,11.127,2
6.119,531,1777461330874.106,11.128,2
6.131,532,1777461330885.233,11.127,2
6.142,533,1777461330896.360,11.127,2
6.153,534,1777461330907.489,11.128,2
6.164,535,1777461330918.616,11.127,2
6.176,536,1777461330929.743,11.127,2
6.186,537,1777461330940.871,11.128,2
6.198,538,1777461330951.999,11.127,2
6.208,539,1777461330963.126,11.127,2
6.219,540,1777461330974.254,11.128,2
6.230,541,1777461330985.381,11.127,2
6.242,542,1777461330996.508,11.127,2
6.253,543,1777461331007.637,11.128,2
6.264,544,1777461331018.764,11.127,2
6.275,545,1777461331029.891,11.127,2
6.286,546,1777461331041.019,11.128,2
6.298,547,1777461331052.146,11.127,2
6.309,548,1777461331063.274,11.127,2
6.320,549,1777461331074.402,11.128,2
6.331,550,1777461331085.529,11.127,2
6.342,551,1777461331096.656,11.127,2
6.353,552,1777461331107.785,11.128,2
6.364,553,1777461331118.912,11.127,2
6.375,554,1777461331130.039,11.127,2
6.386,555,1777461331141.167,11.127,2
6.398,556,1777461331152.295,11.128,2
6.409,557,1777461331163.422,11.127,2
6.420,558,1777461331174.549,11.127,2
6.431,559,1777461331185.678,11.128,2
6.442,560,1777461331196.805,11.127,2
6.453,561,1777461331207.932,11.127,2
6.464,562,1777461331219.060,11.128,2
6.475,563,1777461331230.187,11.127,2
6.486,564,1777461331241.314,11.127,2
6.498,565,1777461331252.441,11.128,2
6.509,566,1777461331263.568,11.127,2
6.520,567,1777461331274.695,11.127,2
6.531,568,1777461331285.823,11.128,2
6.542,569,1777461331296.949,11.127,2
6.554,570,1777461331308.076,11.127,2
6.564,571,1777461331319.204,11.128,2
6.575,572,1777461331330.330,11.127,2
6.587,573,1777461331341.457,11.127,2
6.598,574,1777461331352.585,11.128,2
6.609,575,1777461331363.711,11.127,2
6.620,576,1777461331374.838,11.126,2
6.631,577,1777461331385.966,11.128,2
6.642,578,1777461331397.092,11.127,2
6.653,579,1777461331408.219,11.127,2
6.664,580,1777461331419.347,11.128,2
6.676,581,1777461331430.473,11.127,2
6.687,582,1777461331441.600,11.127,2
6.698,583,1777461331452.728,11.128,2
6.709,584,1777461331463.854,11.127,2
6.720,585,1777461331474.981,11.126,2
6.731,586,1777461331486.109,11.128,2
6.742,587,1777461331497.235,11.127,2
6.754,588,1777461331508.362,11.127,2
6.765,589,1777461331519.490,11.128,2
6.776,590,1777461331530.616,11.127,2
6.787,591,1777461331541.743,11.127,2
6.799,592,1777461331552.871,11.127,2
6.809,593,1777461331563.997,11.127,2
6.820,594,1777461331575.124,11.127,2
6.831,595,1777461331586.251,11.127,2
6.843,596,1777461331597.378,11.128,2
6.854,597,1777461331608.505,11.127,2
6.865,598,1777461331619.632,11.126,2
6.876,599,1777461331630.759,11.128,2
6.888,600,1777461331641.886,11.127,2
6.898,601,1777461331653.013,11.127,2
6.910,602,1777461331664.140,11.128,2
6.921,603,1777461331675.267,11.126,2
6.932,604,1777461331686.394,11.127,2
6.943,605,1777461331697.521,11.128,2
6.954,606,1777461331708.648,11.127,2
6.965,607,1777461331719.775,11.127,2
6.977,608,1777461331730.902,11.127,2
6.987,609,1777461331742.029,11.127,2
6.998,610,1777461331753.156,11.127,2
7.010,611,1777461331764.283,11.128,2
7.021,612,1777461331775.410,11.127,2
7.032,613,1777461331786.536,11.126,2
7.043,614,1777461331797.664,11.128,2
7.054,615,1777461331808.791,11.127,2
7.065,616,1777461331819.917,11.127,2
7.077,617,1777461331831.045,11.127,2
7.087,618,1777461331842.172,11.127,2
7.099,619,1777461331853.298,11.127,2
7.110,620,1777461331864.426,11.128,2
7.121,621,1777461331875.552,11.126,2
7.132,622,1777461331886.679,11.127,2
7.143,623,1777461331897.807,11.128,2
7.154,624,1777461331908.934,11.127,2
7.165,625,1777461331920.060,11.126,2
7.176,626,1777461331931.188,11.128,2
7.187,627,1777461331942.314,11.127,2
7.199,628,1777461331953.441,11.126,2
7.210,629,1777461331964.569,11.128,2
7.221,630,1777461331975.695,11.127,2
7.233,631,1777461331986.822,11.127,2
7.243,632,1777461331997.949,11.127,2
7.254,633,1777461332009.076,11.127,2
7.266,634,1777461332020.203,11.127,2
7.277,635,1777461332031.329,11.126,2
7.288,636,1777461332042.457,11.128,2
7.299,637,1777461332053.584,11.127,2
7.310,638,1777461332064.710,11.126,2
7.321,639,1777461332075.838,11.128,2
7.332,640,1777461332086.965,11.127,2
7.344,641,1777461332098.091,11.126,2
7.355,642,1777461332109.219,11.128,2
7.366,643,1777461332120.345,11.127,2
7.377,644,1777461332131.472,11.126,2
7.388,645,1777461332142.600,11.128,2
7.399,646,1777461332153.726,11.127,2
7.410,647,1777461332164.853,11.126,2
7.421,648,1777461332175.980,11.128,2
7.432,649,1777461332187.107,11.127,2
7.444,650,1777461332198.234,11.126,2
7.455,651,1777461332209.361,11.128,2
7.466,652,1777461332220.488,11.127,2
7.477,653,1777461332231.615,11.127,2
7.488,654,1777461332242.742,11.128,2
7.500,655,1777461332253.869,11.127,2
7.510,656,1777461332264.996,11.127,2
7.522,657,1777461332276.124,11.128,2
7.533,658,1777461332287.250,11.127,2
7.544,659,1777461332298.377,11.127,2
7.555,660,1777461332309.505,11.128,2
7.566,661,1777461332320.632,11.127,2
7.577,662,1777461332331.759,11.127,2
7.588,663,1777461332342.886,11.128,2
7.600,664,1777461332354.013,11.127,2
7.610,665,1777461332365.140,11.127,2
7.622,666,1777461332376.268,11.128,2
7.633,667,1777461332387.394,11.127,2
7.644,668,1777461332398.521,11.127,2
7.655,669,1777461332409.649,11.128,2
7.666,670,1777461332420.775,11.127,2
7.677,671,1777461332431.902,11.127,2
7.688,672,1777461332443.030,11.128,2
7.699,673,1777461332454.157,11.127,2
7.710,674,1777461332465.283,11.127,2
7.722,675,1777461332476.410,11.127,2
7.733,676,1777461332487.538,11.128,2
7.744,677,1777461332498.665,11.127,2
7.755,678,1777461332509.792,11.127,2
7.766,679,1777461332520.919,11.128,2
7.777,680,1777461332532.046,11.127,2
7.789,681,1777461332543.173,11.127,2
7.800,682,1777461332554.301,11.128,2
7.811,683,1777461332565.427,11.127,2
7.822,684,1777461332576.554,11.127,2
7.833,685,1777461332587.682,11.128,2
7.844,686,1777461332598.808,11.127,2
7.855,687,1777461332609.935,11.127,2
7.866,688,1777461332621.063,11.128,2
7.878,689,1777461332632.190,11.127,2
7.889,690,1777461332643.316,11.127,2
7.900,691,1777461332654.444,11.128,2
7.911,692,1777461332665.571,11.127,2
7.922,693,1777461332676.698,11.127,2
7.933,694,1777461332687.825,11.128,2
7.944,695,1777461332698.952,11.127,2
7.955,696,1777461332710.079,11.127,2
7.967,697,1777461332721.207,11.128,2
