timestamp_s,x_m,y_m,z_m,pixel_u,pixel_v,confidence,snr,circularity,depth_source,detected
1777902005.117613,-0.316553,0.115186,2.627000,369.873413,260.373413,0.604069,2.823055,0.869020,depth,1
1777902005.128740,-0.315564,0.115161,2.617000,369.837677,260.441559,0.595096,2.814399,0.847019,depth,1
1777902005.139867,-0.315564,0.115161,2.617000,369.837677,260.441559,0.595279,2.823590,0.847019,depth,1
1777902005.150995,-0.316260,0.115776,2.622000,369.822357,260.506592,0.590593,2.809285,0.836019,depth,1
1777902005.162122,-0.312429,0.114017,2.591000,369.837677,260.441559,0.595341,2.826677,0.847019,depth,1
1777902005.173249,-0.313032,0.114237,2.596000,369.837677,260.441559,0.595173,2.818244,0.847019,depth,1
1777902005.184377,-0.316770,0.115601,2.627000,369.837677,260.441559,0.595118,2.815531,0.847019,depth,1
1777902005.195504,-0.314994,0.114457,2.612000,369.832245,260.361664,0.605049,2.823133,0.871465,depth,1
1777902005.206631,-0.314238,0.114677,2.606000,369.837677,260.441559,0.595366,2.827902,0.847019,depth,1
1777902005.217760,-0.314961,0.114941,2.612000,369.837677,260.441559,0.595216,2.820439,0.847019,depth,1
1777902005.228886,-0.313437,0.113785,2.596000,369.770416,260.366455,0.600426,2.819824,0.860073,depth,1
1777902005.240014,-0.316770,0.115601,2.627000,369.837677,260.441559,0.595133,2.816277,0.847019,depth,1
1777902005.251142,-0.316167,0.115381,2.622000,369.837677,260.441559,0.595066,2.812896,0.847019,depth,1
1777902005.262269,-0.315202,0.115127,2.617000,369.897430,260.435883,0.599816,2.830420,0.858019,depth,1
1777902005.273396,-0.313032,0.114237,2.596000,369.837677,260.441559,0.594901,2.804659,0.847019,depth,1
1777902005.284523,-0.318700,0.116305,2.643000,369.837677,260.441559,0.595283,2.823749,0.847019,depth,1
1777902005.295651,-0.311223,0.113577,2.581000,369.837677,260.441559,0.594903,2.804774,0.847019,depth,1
1777902005.306778,-0.313032,0.114237,2.596000,369.837677,260.441559,0.595105,2.814851,0.847019,depth,1
1777902005.317905,-0.311223,0.113577,2.581000,369.837677,260.441559,0.595317,2.825445,0.847019,depth,1
1777902005.329033,-0.310653,0.112880,2.576000,369.832245,260.361664,0.604909,2.816152,0.871465,depth,1
1777902005.340160,-0.319302,0.116525,2.648000,369.837677,260.441559,0.595294,2.824304,0.847019,depth,1
1777902005.351287,-0.315202,0.115127,2.617000,369.897430,260.435883,0.599932,2.836219,0.858019,depth,1
1777902005.362415,-0.317494,0.115865,2.633000,369.837677,260.441559,0.595023,2.810750,0.847019,depth,1
1777902005.373542,-0.313207,0.113378,2.596000,369.808594,260.298920,0.609434,2.814582,0.882856,depth,1
1777902005.384670,-0.315564,0.115161,2.617000,369.837677,260.441559,0.595534,2.836311,0.847019,depth,1
1777902005.395797,-0.312817,0.113827,2.596000,369.873413,260.373413,0.604262,2.832693,0.869020,depth,1
1777902005.406924,-0.315367,0.114649,2.617000,369.870117,260.357147,0.594699,2.794563,0.847019,depth,1
1777902005.418051,-0.317180,0.115144,2.627000,369.770416,260.366455,0.600641,2.830602,0.860073,depth,1
1777902005.429180,-0.316167,0.115381,2.622000,369.837677,260.441559,0.595209,2.820053,0.847019,depth,1
1777902005.440307,-0.319302,0.116525,2.648000,369.837677,260.441559,0.595036,2.811430,0.847019,depth,1
1777902005.451434,-0.316770,0.115601,2.627000,369.837677,260.441559,0.595092,2.814197,0.847019,depth,1
1777902005.462562,-0.318700,0.116305,2.643000,369.837677,260.441559,0.595286,2.823920,0.847019,depth,1
1777902005.473689,-0.316167,0.115381,2.622000,369.837677,260.441559,0.595526,2.835936,0.847019,depth,1
1777902005.484816,-0.315804,0.115347,2.622000,369.897430,260.435883,0.599884,2.833817,0.858019,depth,1
1777902005.495944,-0.312672,0.114203,2.596000,369.897430,260.435883,0.599600,2.819637,0.858019,depth,1
1777902005.507071,-0.317129,0.115830,2.633000,369.897430,260.435883,0.599745,2.826874,0.858019,depth,1
1777902005.518198,-0.316553,0.115186,2.627000,369.873413,260.373413,0.604013,2.820278,0.869020,depth,1
1777902005.529326,-0.314994,0.114457,2.612000,369.832245,260.361664,0.604635,2.802474,0.871465,depth,1
1777902005.540453,-0.317276,0.115449,2.633000,369.873413,260.373413,0.603835,2.811349,0.869020,depth,1
1777902005.551580,-0.310951,0.113149,2.581000,369.883118,260.370117,0.595584,2.838808,0.847019,depth,1
1777902005.562708,-0.317382,0.115926,2.638000,369.954559,260.415588,0.595258,2.822535,0.847019,depth,1
1777902005.573835,-0.312571,0.113636,2.591000,369.814117,260.378204,0.599842,2.831721,0.858019,depth,1
1777902005.584962,-0.312441,0.113424,2.596000,369.935822,260.306427,0.599000,2.837905,0.855605,depth,1
1777902005.596090,-0.318815,0.115706,2.643000,369.818756,260.343750,0.608968,2.848026,0.880020,depth,1
1777902005.607218,-0.313385,0.113330,2.606000,369.978760,260.218689,0.590343,2.830176,0.834348,depth,1
1777902005.618345,-0.316883,0.114462,2.638000,370.036102,260.176208,0.614971,3.227484,0.876052,depth,1
1777902005.629473,-0.315231,0.114430,2.622000,369.991608,260.285126,0.594643,2.832625,0.844976,depth,1
1777902005.640600,-0.316933,0.115322,2.633000,369.929474,260.352570,0.599969,2.838082,0.858019,depth,1
1777902005.651726,-0.317989,0.115155,2.638000,369.855255,260.289459,0.590940,2.826645,0.836019,depth,1
1777902005.662855,-0.317587,0.115459,2.633000,369.822357,260.375000,0.590789,2.819083,0.836019,depth,1
1777902005.673982,-0.314377,0.114016,2.612000,369.934174,260.288757,0.590491,2.837617,0.834348,depth,1
1777902005.685109,-0.315609,0.114840,2.622000,369.929474,260.352570,0.600103,2.844784,0.858019,depth,1
1777902005.696237,-0.309805,0.112731,2.571000,369.873413,260.373413,0.604430,2.841128,0.869020,depth,1
1777902005.707364,-0.314997,0.114871,2.617000,369.931244,260.393738,0.609128,2.856026,0.880020,depth,1
1777902005.718491,-0.309727,0.112950,2.576000,369.987335,260.373413,0.604719,2.855535,0.869020,depth,1
1777902005.729618,-0.308974,0.113103,2.571000,370.012817,260.435883,0.600532,2.866229,0.858019,depth,1
1777902005.740746,-0.309574,0.113323,2.576000,370.012817,260.435883,0.599807,2.829972,0.858019,depth,1
1777902005.751873,-0.315103,0.115347,2.622000,370.012817,260.435883,0.599545,2.816845,0.858019,depth,1
1777902005.763000,-0.309213,0.112911,2.576000,370.073364,260.366882,0.594755,2.838231,0.844976,depth,1
1777902005.774128,-0.316655,0.115628,2.638000,370.073364,260.366882,0.594851,2.843046,0.844976,depth,1
1777902005.785255,-0.310524,0.113421,2.581000,369.954559,260.415588,0.595495,2.834365,0.847019,depth,1
1777902005.796382,-0.309922,0.113202,2.576000,369.954559,260.415588,0.596022,2.860718,0.847019,depth,1
1777902005.807510,-0.313532,0.114520,2.606000,369.954559,260.415588,0.595814,2.850329,0.847019,depth,1
1777902005.818637,-0.316406,0.115567,2.627000,369.897430,260.435883,0.600241,2.851665,0.858019,depth,1
1777902005.829764,-0.309916,0.113441,2.576000,369.955688,260.455688,0.604434,2.841292,0.869020,depth,1
1777902005.840893,-0.315450,0.115467,2.622000,369.955688,260.455688,0.604084,2.823794,0.869020,depth,1
