timestamp_s,depth_m,pixel_u,pixel_v
1777902005.117613,2.627000,369.873413,260.373413
1777902005.128740,2.617000,369.837677,260.441559
1777902005.139867,2.617000,369.837677,260.441559
1777902005.150995,2.622000,369.822357,260.506592
1777902005.162122,2.591000,369.837677,260.441559
1777902005.173249,2.596000,369.837677,260.441559
1777902005.184377,2.627000,369.837677,260.441559
1777902005.195504,2.612000,369.832245,260.361664
1777902005.206631,2.606000,369.837677,260.441559
1777902005.217760,2.612000,369.837677,260.441559
1777902005.228886,2.596000,369.770416,260.366455
1777902005.240014,2.627000,369.837677,260.441559
1777902005.251142,2.622000,369.837677,260.441559
1777902005.262269,2.617000,369.897430,260.435883
1777902005.273396,2.596000,369.837677,260.441559
1777902005.284523,2.643000,369.837677,260.441559
1777902005.295651,2.581000,369.837677,260.441559
1777902005.306778,2.596000,369.837677,260.441559
1777902005.317905,2.581000,369.837677,260.441559
1777902005.329033,2.576000,369.832245,260.361664
1777902005.340160,2.648000,369.837677,260.441559
1777902005.351287,2.617000,369.897430,260.435883
1777902005.362415,2.633000,369.837677,260.441559
1777902005.373542,2.596000,369.808594,260.298920
1777902005.384670,2.617000,369.837677,260.441559
1777902005.395797,2.596000,369.873413,260.373413
1777902005.406924,2.617000,369.870117,260.357147
1777902005.418051,2.627000,369.770416,260.366455
1777902005.429180,2.622000,369.837677,260.441559
1777902005.440307,2.648000,369.837677,260.441559
1777902005.451434,2.627000,369.837677,260.441559
1777902005.462562,2.643000,369.837677,260.441559
1777902005.473689,2.622000,369.837677,260.441559
1777902005.484816,2.622000,369.897430,260.435883
1777902005.495944,2.596000,369.897430,260.435883
1777902005.507071,2.633000,369.897430,260.435883
1777902005.518198,2.627000,369.873413,260.373413
1777902005.529326,2.612000,369.832245,260.361664
1777902005.540453,2.633000,369.873413,260.373413
1777902005.551580,2.581000,369.883118,260.370117
1777902005.562708,2.638000,369.954559,260.415588
1777902005.573835,2.591000,369.814117,260.378204
1777902005.584962,2.596000,369.935822,260.306427
1777902005.596090,2.643000,369.818756,260.343750
1777902005.607218,2.606000,369.978760,260.218689
1777902005.618345,2.638000,370.036102,260.176208
1777902005.629473,2.622000,369.991608,260.285126
1777902005.640600,2.633000,369.929474,260.352570
1777902005.651726,2.638000,369.855255,260.289459
1777902005.662855,2.633000,369.822357,260.375000
1777902005.673982,2.612000,369.934174,260.288757
1777902005.685109,2.622000,369.929474,260.352570
