rep_id,concentric_start_frame,concentric_end_frame,eccentric_start_frame,eccentric_end_frame,rom_m,peak_velocity,gap_frames,confirmed
1,653,730,730,800,0.495085,1.3119,0,1
2,800,863,863,930,0.523558,1.36575,0,1
3,930,993,993,1067,0.503565,1.3837,0,1
4,1067,1127,1127,1199,0.508879,1.51672,0,1
5,1199,1261,1261,1332,0.515613,1.46162,0,1
6,1332,1399,1399,1475,0.563573,1.51064,0,1
7,1475,1536,1536,1613,0.535323,1.47474,0,1
8,1613,1679,1679,1748,0.557592,1.48865,0,1
9,1748,1813,1813,1880,0.515932,1.46249,0,1
10,1880,1950,1950,2016,0.537402,1.40336,0,1
11,2016,2085,2085,2157,0.5131,1.34159,0,1
12,2157,2217,2217,2287,0.526249,1.41857,0,1
13,2287,2349,2349,2418,0.495886,1.4537,0,1
14,2418,2486,2486,2556,0.48482,1.24345,0,1
15,2556,2619,2619,2693,0.504541,1.2791,0,1
16,2693,2755,2755,2826,0.519127,1.35889,0,1
17,2826,2890,2890,2956,0.475428,1.22853,0,1
18,2956,3021,3021,3083,0.530459,1.38745,0,1
19,3083,3151,3151,3214,0.483662,1.27366,0,1
20,3214,3278,3278,3346,0.480711,1.31794,0,1
21,3346,3412,3412,3483,0.522526,1.43907,0,1
22,3483,3546,3546,3617,0.487261,1.32268,0,1
23,3617,3682,3682,3755,0.509777,1.3893,0,1
24,3755,3821,3821,3891,0.539875,1.48473,0,1
25,3891,3959,3959,4028,0.533564,1.39551,0,1
26,4028,4096,4096,4168,0.54293,1.36289,0,1
27,4168,4242,4242,4310,0.580084,1.35455,0,1
28,4310,4382,4382,4448,0.550178,1.45136,0,1
29,4448,4517,4517,4591,0.523259,1.44446,0,1
30,4591,4668,4668,4739,0.5209,1.18884,0,1
31,4739,4809,4809,5000,0.517064,1.24327,0,0
