rep_id,concentric_start_frame,concentric_end_frame,eccentric_start_frame,eccentric_end_frame,rom_m,peak_velocity,gap_frames,confirmed
1,460,541,541,626,0.458126,0.902339,0,1
2,626,699,699,781,0.441446,0.994256,0,1
3,781,878,884,956,0.479275,0.92828,0,1
4,956,1032,1032,1124,0.482797,0.981663,0,1
5,1124,1219,1219,1298,0.462938,0.841012,0,1
6,1298,1396,1396,1468,0.460756,0.899013,0,1
7,1468,1576,1583,1658,0.500421,0.921747,0,1
8,1658,1737,1737,1860,0.486599,0.865845,0,1
9,1860,1963,1963,2054,0.465925,0.833905,0,1
10,2054,2132,2132,2241,0.460817,0.813132,0,1
11,2241,2364,2364,2442,0.462818,0.799467,0,1
12,2442,2527,2527,2646,0.473136,0.877803,0,1
13,2646,2753,2754,2862,0.495606,0.680028,0,1
14,2862,2986,2986,3065,0.484493,0.648364,0,1
15,3065,3171,3175,3286,0.513304,0.764832,0,1
16,3286,3406,3460,3545,0.431806,0.67843,0,1
17,3545,3702,3702,3817,0.477582,0.696481,0,1
18,3817,3939,3943,4170,0.463855,0.705728,0,0
