rep_id,concentric_start_frame,concentric_end_frame,eccentric_start_frame,eccentric_end_frame,rom_m,peak_velocity,gap_frames,confirmed
1,1255,1359,739,1255,0.594788,0.804708,0,1
2,1521,1630,1409,1521,0.621074,0.855794,0,1
3,1786,1945,1630,1786,0.644561,0.858439,0,1
4,2047,2154,1945,2047,0.640119,0.842056,0,1
5,2304,2415,2190,2304,0.640631,0.819167,0,1
6,2559,2691,2446,2559,0.59695,0.859772,0,1
7,2804,2945,2694,2804,0.586989,0.835851,0,1
8,3047,3186,2946,3047,0.58911,0.752603,0,1
9,3291,3444,3190,3291,0.609806,0.776919,0,1
10,3544,3646,3448,3544,0.605384,0.772995,0,1
11,3784,3887,3676,3784,0.616606,0.769304,0,1
12,4025,4122,3909,4025,0.629704,0.926784,0,1
13,4253,4353,4147,4253,0.599524,0.795823,0,1
14,4495,4598,4385,4495,0.637797,0.925795,0,1
15,4734,4851,4623,4734,0.656564,0.934874,0,1
16,4981,5106,4892,4981,0.633693,0.83893,0,1
17,5214,5343,5121,5214,0.641633,0.886696,0,1
18,5441,5573,5347,5441,0.618277,0.823076,0,1
19,5687,5813,5597,5687,0.642894,0.851843,0,1
20,5931,6145,5820,5931,0.954226,0.82754,0,0
21,-1,-1,6145,6820,0,0,0,0
