frame_idx,t_s,measured,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,jerk_x,jerk_y,jerk_z,pos_sd_x,pos_sd_y,pos_sd_z,vel_sd_x,vel_sd_y,vel_sd_z,acc_sd_x,acc_sd_y,acc_sd_z,jerk_sd_x,jerk_sd_y,jerk_sd_z
2261,25.159874787,1,0.055797464,-0.176263199,2.423809785,-0.055525865,0.406701468,0.252166207,-0.105072128,-0.005564695,-0.103982835,1.953271347,5.044443072,-7.296648930,0.000268551,0.000686515,0.003456535,0.004140510,0.008099538,0.025703939,0.099216015,0.148315036,0.297224948,3.692571362,4.223140599,5.319387549
2262,25.171002552,1,0.055173553,-0.171736739,2.426607721,-0.056565129,0.406940290,0.250558403,-0.080911894,0.047364271,-0.184877420,2.385834607,4.438727897,-7.236697772,0.000268548,0.000686564,0.003456306,0.004140674,0.008099636,0.025715158,0.099221977,0.148313345,0.297271377,3.692511958,4.223509245,5.319154571
2263,25.182130316,1,0.054539672,-0.167204493,2.429382772,-0.057309394,0.407727015,0.248054843,-0.052128732,0.092599350,-0.264915678,2.776924935,3.665327396,-7.143318771,0.000268543,0.000686627,0.003456103,0.004141019,0.008099299,0.025728891,0.099225576,0.148320748,0.297300725,3.692466595,4.223899688,5.318994241
2264,25.193258080,1,0.053899376,-0.162660879,2.432125032,-0.057710634,0.408966113,0.244667068,-0.019408774,0.128400845,-0.343740361,3.088008211,2.747142366,-7.018754206,0.000268537,0.000686700,0.003455962,0.004141556,0.008098516,0.025745091,0.099225260,0.148341181,0.297309998,3.692472885,4.224268458,5.318939908
2265,25.204385844,1,0.053256707,-0.158101477,2.434824744,-0.057730563,0.410544138,0.240410501,0.016213875,0.153291542,-0.421006172,3.296646984,1.708500121,-6.862953433,0.000268534,0.000686773,0.003455930,0.004142240,0.008097377,0.025763579,0.099220249,0.148377999,0.297297066,3.692573815,4.224563965,5.319023903
2266,25.215513608,1,0.052616064,-0.153523219,2.437472343,-0.057343362,0.412332739,0.235304458,0.053571334,0.166071058,-0.496355092,3.401127081,0.574612022,-6.673684947,0.000268538,0.000686837,0.003456056,0.004142965,0.008096101,0.025784032,0.099211265,0.148433210,0.297260949,3.692806921,4.224733499,5.319274979
2267,25.226641372,1,0.051982060,-0.148924532,2.440058504,-0.056535931,0.414191777,0.229372418,0.091576739,0.165822758,-0.569394052,3.416551424,-0.628454511,-6.447077709,0.000268553,0.000686881,0.003456397,0.004143567,0.008095050,0.025805976,0.099201138,0.148506716,0.297202076,3.693190111,4.224732778,5.319715532
2268,25.237769137,1,0.051359394,-0.144305452,2.442574187,-0.055306140,0.415972586,0.222642481,0.129355656,0.151937847,-0.639685229,3.363618834,-1.870843888,-6.179276644,0.000268580,0.000686893,0.003457012,0.004143858,0.008094721,0.025828794,0.099195042,0.148595666,0.297122486,3.693707270,4.224537098,5.320358769
2269,25.248896901,1,0.050752737,-0.139667702,2.445010693,-0.053660380,0.417521694,0.215147833,0.166242192,0.124172164,-0.706754901,3.258357263,-3.116855909,-5.867785195,0.000268621,0.000686865,0.003457961,0.004143679,0.008095718,0.025851740,0.099200097,0.148694104,0.297025952,3.694298365,4.224152491,5.321206055
2270,25.260024665,1,0.050166650,-0.135014717,2.447359722,-0.051611557,0.418685224,0.206927057,0.201724816,0.082705107,-0.770109155,3.113408633,-4.326561062,-5.511370601,0.000268670,0.000686795,0.003459302,0.004142980,0.008098690,0.025873957,0.099224151,0.148793056,0.296918004,3.694859474,4.223624745,5.322244682
2271,25.271152429,1,0.049605524,-0.130351626,2.449613434,-0.049177486,0.419313809,0.198024293,0.235433313,0.028169546,-0.829245303,2.941591421,-5.458862326,-5.109679974,0.000268719,0.000686691,0.003461085,0.004141904,0.008104244,0.025894518,0.099273759,0.148881182,0.296805816,3.695257387,4.223043788,5.323446319
2272,25.282280193,1,0.049073530,-0.125685171,2.451764511,-0.046379327,0.419267648,0.188489272,0.267133677,-0.038349931,-0.883661968,2.754157271,-6.474067388,-4.663308418,0.000268755,0.000686573,0.003463354,0.004140853,0.008112834,0.025912467,0.099351646,0.148946030,0.296697962,3.695360656,4.222541014,5.324766440
2273,25.293407957,1,0.048574592,-0.121023573,2.453806221,-0.043240182,0.418421403,0.178377256,0.296709154,-0.115346345,-0.932868586,2.561554557,-7.336356480,-4.173517233,0.000268765,0.000686478,0.003466137,0.004140509,0.008124649,0.025926868,0.099454235,0.148975879,0.296604016,3.695084292,4.222277642,5.326144943
2274,25.304535722,1,0.048112373,-0.116376347,2.455732475,-0.039783779,0.416668612,0.167748875,0.324167195,-0.200944205,-0.976391133,2.375656592,-8.015485148,-3.642052728,0.000268739,0.000686457,0.003469447,0.004141777,0.008139498,0.025936863,0.099570091,0.148961971,0.296534011,3.694439304,4.222423396,5.327508179
2275,25.315663486,1,0.047690275,-0.111754070,2.457537889,-0.036033004,0.413925423,0.156669915,0.349652702,-0.292967328,-1.013778901,2.209194577,-8.487827760,-3.071405655,0.000268677,0.000686574,0.003473277,0.004145634,0.008156741,0.025941734,0.099680167,0.148900872,0.296497765,3.693572447,4.223126532,5.328772498
2276,25.326791250,1,0.047311455,-0.107168112,2.459217837,-0.032008338,0.410133522,0.145210998,0.373453950,-0.389015209,-1.044615173,2.074974445,-8.736600707,-2.465303163,0.000268598,0.000686903,0.003477598,0.004152888,0.008175262,0.025940959,0.099760526,0.148796552,0.296504109,3.692777883,4.224478486,5.329849334
2277,25.337919014,1,0.046978866,-0.102630339,2.460768505,-0.027726296,0.405262207,0.133447121,0.395988497,-0.486537334,-1.068533500,1.982524245,-8.751724733,-1.829040715,0.000268539,0.000687522,0.003482359,0.004163876,0.008193521,0.025934264,0.099787685,0.148661702,0.296560069,3.692463504,4.226478733,5.330651687
2278,25.349046778,1,0.046695303,-0.098152801,2.462186934,-0.023198326,0.399309628,0.121457004,0.417732982,-0.582914092,-1.085233712,1.931967651,-8.531168058,-1.169150780,0.000268564,0.000688499,0.003487482,0.004178192,0.008209684,0.025921670,0.099745943,0.148517779,0.296670055,3.693062573,4.229007471,5.331101746
2279,25.360174542,1,0.046463463,-0.093747406,2.463471058,-0.018430810,0.392303021,0.109322283,0.439098681,-0.675554852,-1.094492820,1.911617094,-8.082270068,-0.492895654,0.000268753,0.000689882,0.003492869,0.004194516,0.008221823,0.025903522,0.099635144,0.148393372,0.296835141,3.694897040,4.231814690,5.331139182
2280,25.371302307,1,0.046285994,-0.089425598,2.464619733,-0.013426487,0.384297797,0.097126618,0.460310970,-0.762003149,-1.096170977,1.900158747,-7.421744045,0.192087934,0.000269195,0.000691691,0.003498399,0.004210648,0.008228187,0.025880500,0.099476540,0.148320661,0.297052508,3.698020526,4.234533616,5.330729480
2281,25.382430071,1,0.046165522,-0.085198060,2.465632751,-0.008187078,0.375375480,0.084954749,0.481313798,-0.840040110,-1.090214147,1.868593646,-6.575621044,0.878060477,0.000269967,0.000693903,0.003503934,0.004223802,0.008227493,0.025853614,0.099313921,0.148330107,0.297315135,3.702090752,4.236723825,5.329871502
2282,25.393557835,1,0.046104644,-0.081074435,2.466510849,-0.002716847,0.365640479,0.072891539,0.501696108,-0.907788249,-1.076654017,1.782674531,-5.579095197,1.557363683,0.000271113,0.000696449,0.003509326,0.004231145,0.008219206,0.025824162,0.099207490,0.148443994,0.297611812,3.706333926,4.237944514,5.328603305
2283,25.404685599,1,0.046105874,-0.077063098,2.467255705,0.002973196,0.355215748,0.061021025,0.520653342,-0.963805690,-1.055607312,1.606628097,-4.474853015,2.222342017,0.000272619,0.000699212,0.003514417,0.004230507,0.008203759,0.025793681,0.099219424,0.148669948,0.297927519,3.709657260,4.237851449,5.327005140
2284,25.415813363,1,0.046171549,-0.073170975,2.467869924,0.008860921,0.344237532,0.049425470,0.536999398,-1.007154495,-1.027276662,1.308722927,-3.310282377,2.865191035,0.000274405,0.000702033,0.003519052,0.004221106,0.008182647,0.025763855,0.099393048,0.148995972,0.298244215,3.710933525,4.236302773,5.325198511
2285,25.426941127,1,0.046303676,-0.069403430,2.468357011,0.014909198,0.332849530,0.038184390,0.549239892,-1.037436094,-0.991953171,0.865678026,-2.134459615,3.477780370,0.000276318,0.000704725,0.003523080,0.004204085,0.008158368,0.025736416,0.099731363,0.149388635,0.298542006,3.709422986,4.233449873,5.323340254
2286,25.438068892,1,0.046503755,-0.065764214,2.468721334,0.021063043,0.321196836,0.027373555,0.555681612,-1.054797026,-0.950020339,0.265734556,-0.996051180,4.051683246,0.000278152,0.000707089,0.003526369,0.004182651,0.008134151,0.025713025,0.100183747,0.149795716,0.298800670,3.705219603,4.229781823,5.321610826
2287,25.449196656,1,0.046772564,-0.062255484,2.468968083,0.027248202,0.309419933,0.017063943,0.554583479,-1.059916587,-0.901955099,-0.487412806,0.058136506,4.578621514,0.000279680,0.000708937,0.003528804,0.004161591,0.008113501,0.025695145,0.100649564,0.150153842,0.299001423,3.699525086,4.226088185,5.320196435
2288,25.460324420,1,0.047109951,-0.058877886,2.469103203,0.033371636,0.297648912,0.007320725,0.544342445,-1.053976317,-0.848323469,-1.372518095,0.984947762,5.050928685,0.000280694,0.000710114,0.003530301,0.004146153,0.008099604,0.025683926,0.101002993,0.150400527,0.299128805,3.694498016,4.223310014,5.319265330
2289,25.471452184,0,0.047514635,-0.055630701,2.469133328,0.039324136,0.285998148,-0.001797684,0.523685875,-1.038609141,-0.789771400,-2.352047545,1.746722319,5.461974708,0.000281050,0.000710519,0.003530806,0.004140480,0.008094701,0.025680101,0.101135516,0.150488716,0.299172490,3.692460480,4.222268794,5.318939570
2290,25.482579948,1,0.047984049,-0.052512048,2.469065702,0.044984904,0.274561655,-0.010240441,0.491822601,-1.015827584,-0.727011765,-3.378261117,2.313191112,5.806353520,0.000280694,0.000710114,0.003530301,0.004146153,0.008099604,0.025683926,0.101002993,0.150400527,0.299128805,3.694498016,4.223310014,5.319265330
2291,25.493707712,1,0.048514246,-0.049519129,2.468908087,0.050227414,0.263409353,-0.017964946,0.448523386,-0.987934298,-0.660811155,-4.398415986,2.662524807,6.079799945,0.000279680,0.000708937,0.003528804,0.004161591,0.008113501,0.025695145,0.100649564,0.150153842,0.299001423,3.699525086,4.226088185,5.320196435
2292,25.504835477,1,0.049099868,-0.046648516,2.468668673,0.054925887,0.252584360,-0.024937374,0.394151081,-0.957427924,-0.591978216,-5.360190100,2.781299587,6.278962719,0.000278152,0.000707089,0.003526369,0.004182651,0.008134151,0.025713025,0.100183747,0.149795716,0.298800670,3.705219603,4.229781823,5.321610826
2293,25.515963241,1,0.049734191,-0.043896459,2.468355975,0.058961693,0.242101333,-0.031133091,0.329613265,-0.926910073,-0.521355231,-6.218826171,2.664421312,6.401121596,0.000276318,0.000704725,0.003523080,0.004204085,0.008158368,0.025736416,0.099731363,0.149388635,0.298542006,3.709422986,4.233449873,5.323340254
2294,25.527091005,1,0.050409238,-0.041259205,2.467978728,0.062228874,0.231945825,-0.036536992,0.256262757,-0.898994722,-0.449811199,-6.938946922,2.314594804,6.444229112,0.000274405,0.000702033,0.003519052,0.004221106,0.008182647,0.025763855,0.099393048,0.148995972,0.298244215,3.710933525,4.236302773,5.325198511
2295,25.538218769,1,0.051115944,-0.038733324,2.467545783,0.064638527,0.222074618,-0.041143751,0.175794873,-0.876227130,-0.378233303,-7.494520314,1.741307506,6.407087273,0.000272619,0.000699212,0.003514417,0.004230507,0.008203759,0.025793681,0.099219424,0.148669948,0.297927519,3.709657260,4.237851449,5.327005140
2296,25.549346533,1,0.051844365,-0.036316022,2.467065993,0.066122029,0.212416882,-0.044957969,0.090141000,-0.861013774,-0.307516539,-7.869000979,0.959855796,6.289510180,0.000271113,0.000696449,0.003509326,0.004231145,0.008219206,0.025824162,0.099207490,0.148443994,0.297611812,3.706333926,4.237944514,5.328603305
2297,25.560474297,1,0.052583915,-0.034005437,2.466548107,0.066633092,0.202876063,-0.047994198,0.001369339,-0.855561902,-0.238553153,-8.054080834,-0.009316131,6.092082946,0.000269967,0.000693903,0.003503934,0.004223802,0.008227493,0.025853614,0.099313921,0.148330107,0.297315135,3.702090752,4.236723825,5.329871502
2298,25.571602062,1,0.053323624,-0.031800916,2.466000653,0.066148822,0.193332409,-0.050276878,-0.088395172,-0.861825020,-0.172226787,-8.047573018,-1.141159806,5.815733040,0.000269195,0.000691691,0.003498399,0.004210648,0.008228187,0.025880500,0.099476540,0.148320661,0.297052508,3.698020526,4.234533616,5.330729480
2299,25.582729826,1,0.054052400,-0.029703250,2.465431838,0.064669965,0.183646070,-0.051840214,-0.177043775,-0.881454314,-0.109409357,-7.855437653,-2.406393635,5.461641687,0.000268753,0.000689882,0.003492869,0.004194516,0.008221823,0.025903522,0.099635144,0.148393372,0.296835141,3.694897040,4.231814690,5.331139182
2300,25.593857590,1,0.054759285,-0.027714883,2.464849429,0.062220144,0.173660720,-0.052728037,-0.262592845,-0.915751865,-0.050957501,-7.493893866,-3.771617233,5.031436563,0.000268564,0.000688499,0.003487482,0.004178192,0.008209684,0.025921670,0.099745943,0.148517779,0.296670055,3.693062573,4.229007471,5.331101746
2301,25.604985354,1,0.055433703,-0.025840072,2.464260657,0.058843885,0.163207687,-0.052993591,-0.343282116,-0.965629143,0.002294742,-6.986358355,-5.200274578,4.527624794,0.000268539,0.000687522,0.003482359,0.004163876,0.008193521,0.025934264,0.099787685,0.148661702,0.296560069,3.692463504,4.226478733,5.330651687
2302,25.616113118,1,0.056065680,-0.024084999,2.463672106,0.054603732,0.152110458,-0.052699224,-0.417644582,-1.031580212,0.049547916,-6.362258691,-6.654108314,3.953975301,0.000268598,0.000686903,0.003477598,0.004152888,0.008175262,0.025940959,0.099760526,0.148796552,0.296504109,3.692777883,4.224478486,5.329849334
2303,25.627240882,1,0.056646018,-0.022457830,2.463089622,0.049576583,0.140189414,-0.051915913,-0.484581540,-1.113668129,0.090053739,-5.658466580,-8.093983503,3.316012532,0.000268677,0.000686574,0.003473277,0.004145634,0.008156741,0.025941734,0.099680167,0.148900872,0.296497765,3.693572447,4.223126532,5.328772498
2304,25.638368647,1,0.057166435,-0.020968726,2.462518212,0.043849171,0.127266669,-0.050722575,-0.543429492,-1.211517254,0.123136793,-4.914789295,-9.480252574,2.621296275,0.000268739,0.000686457,0.003469447,0.004141777,0.008139498,0.025936863,0.099570091,0.148961971,0.296534011,3.694439304,4.222423396,5.327508179
2305,25.649496411,1,0.057619647,-0.019629795,2.461961967,0.037513226,0.113170973,-0.049205140,-0.593943534,-1.324310100,0.148216067,-4.165442799,-10.773232425,1.879184529,0.000268765,0.000686478,0.003466137,0.004140509,0.008124649,0.025926868,0.099454235,0.148975879,0.296604016,3.695084292,4.222277642,5.326144943
2306,25.660624175,1,0.057999398,-0.018454991,2.461423988,0.030661327,0.097742630,-0.047455388,-0.636189269,-1.450788614,0.164823856,-3.430424199,-11.933402624,1.100676079,0.000268755,0.000686573,0.003463354,0.004140853,0.008112834,0.025912467,0.099351646,0.148946030,0.296697962,3.695360656,4.222541014,5.324766440
2307,25.671751939,1,0.058300455,-0.017459958,2.460906328,0.023384488,0.080838385,-0.045569589,-0.670346359,-1.589255216,0.172623154,-2.710141223,-12.921322285,0.298204188,0.000268719,0.000686691,0.003461085,0.004141904,0.008104244,0.025894518,0.099273759,0.148881182,0.296805816,3.695257387,4.223043788,5.323446319
2308,25.682879703,1,0.058518588,-0.016661820,2.460409950,0.015772082,0.062336304,-0.043646972,-0.696496050,-1.737578525,0.171422320,-1.987086763,-13.698830809,-0.514529312,0.000268670,0.000686795,0.003459302,0.004142980,0.008098690,0.025873957,0.099224151,0.148793056,0.296918004,3.694859474,4.223624745,5.322244682
2309,25.694007467,1,0.058650559,-0.016078917,2.459934705,0.007913944,0.042140464,-0.041788018,-0.714453961,-1.893221342,0.161189444,-1.232871931,-14.231604591,-1.322541286,0.000268621,0.000686865,0.003457961,0.004143679,0.008095718,0.025851740,0.099200097,0.148694104,0.297025952,3.694298365,4.224152491,5.321206055
2310,25.705135232,1,0.058694152,-0.015730492,2.459479328,-0.000096272,0.020185182,-0.040092620,-0.723725306,-2.053298351,0.142064392,-0.422941809,-14.491828408,-2.110104568,0.000268580,0.000686893,0.003457012,0.004143858,0.008094721,0.025828794,0.099195042,0.148595666,0.297122486,3.693707270,4.224537098,5.320358769
2311,25.716262996,1,0.058648224,-0.015636335,2.459041454,-0.008158202,-0.003561567,-0.038658143,-0.723631164,-2.214661759,0.114360155,0.449872184,-14.460437569,-2.862078844,0.000268553,0.000686881,0.003456397,0.004143567,0.008095050,0.025805976,0.099201138,0.148506716,0.297202076,3.693190111,4.224732778,5.319715532
2312,25.727390760,1,0.058512794,-0.015816392,2.458617657,-0.016163883,-0.029095800,-0.037577559,-0.713519206,-2.374005365,0.078550148,1.374672542,-14.128050726,-3.564812836,0.000268538,0.000686837,0.003456056,0.004142965,0.008096101,0.025784032,0.099211265,0.148433210,0.297260949,3.692806921,4.224733499,5.319274979
2313,25.738518524,1,0.058289120,-0.016290359,2.458203510,-0.023999014,-0.056376360,-0.036937762,-0.692918856,-2.527972335,0.035251188,2.331324933,-13.494933876,-4.206174116,0.000268534,0.000686773,0.003455930,0.004142240,0.008097377,0.025763579,0.099220249,0.148377999,0.297297066,3.692573815,4.224563965,5.319023903
2314,25.749646288,1,0.057979755,-0.017077269,2.457793658,-0.031545357,-0.085324953,-0.036818059,-0.661596005,-2.673261688,-0.014792997,3.298330148,-12.570794179,-4.775463663,0.000268537,0.000686700,0.003455962,0.004141556,0.008098516,0.025745091,0.099225260,0.148341181,0.297309998,3.692472885,4.224268458,5.318939908
2315,25.760774052,1,0.057588576,-0.018195079,2.457381913,-0.038683390,-0.115827333,-0.037288846,-0.619553393,-2.806729881,-0.070726667,4.254250695,-11.374038314,-5.263206764,0.000268543,0.000686627,0.003456103,0.004141019,0.008099299,0.025728891,0.099225576,0.148320748,0.297300725,3.692466595,4.223899688,5.318994241
2316,25.771901817,1,0.057120789,-0.019660286,2.456961359,-0.045295004,-0.147735579,-0.038410432,-0.567050353,-2.925480948,-0.131594813,5.173427842,-9.930580984,-5.661044982,0.000268548,0.000686564,0.003456306,0.004140674,0.008099636,0.025715158,0.099221977,0.148313345,0.297271377,3.692511958,4.223509245,5.319154571
2317,25.783029581,1,0.056582887,-0.021487569,2.456524470,-0.051266753,-0.180871293,-0.040232007,-0.504684616,-3.026947279,-0.196356096,6.019792152,-8.273601663,-5.961841070,0.000268551,0.000686515,0.003456535,0.004140510,0.008099538,0.025703939,0.099216015,0.148315036,0.297224948,3.692571362,4.223140599,5.319387549
2318,25.794157345,1,0.055982582,-0.023689468,2.456063239,-0.056494326,-0.215029715,-0.042790758,-0.433521904,-3.108971759,-0.263897000,6.745995738,-6.443586074,-6.159760811,0.000268552,0.000686480,0.003456760,0.004140483,0.008099084,0.025695165,0.099209367,0.148321945,0.297164998,3.692618708,4.222825010,5.319661016
2319,25.805285109,1,0.055328670,-0.026276125,2.455569313,-0.060888332,-0.249984718,-0.046111144,-0.355184739,-3.169882318,-0.333045715,7.301099314,-4.486895496,-6.250115780,0.000268550,0.000686460,0.003456959,0.004140537,0.008098392,0.025688671,0.099203392,0.148330730,0.297095367,3.692641008,4.222580170,5.319945778
2320,25.816412873,1,0.054630829,-0.029255069,2.455034143,-0.064380471,-0.285494533,-0.050204316,-0.271823951,-3.208546839,-0.402584081,7.643396359,-2.453931053,-6.229300073,0.000268547,0.000686452,0.003457117,0.004140620,0.008097587,0.025684222,0.099198908,0.148338863,0.297019919,3.692636574,4.222411090,5.320216901
2321,25.827540638,1,0.053899354,-0.032631083,2.454449131,-0.066928584,-0.321307963,-0.055067674,-0.185950464,-3.224406712,-0.471261774,7.751026709,-0.396900195,-6.095245801,0.000268543,0.000686453,0.003457226,0.004140690,0.008096783,0.025681532,0.099196177,0.148344729,0.296942320,3.692611345,4.222312517,5.320454535
2322,25.838668402,1,0.053144852,-0.036406131,2.453805786,-0.068519314,-0.357170822,-0.060684621,-0.100183419,-3.217481163,-0.537817051,7.626946566,1.632983559,-5.848051782,0.000268540,0.000686460,0.003457282,0.004140728,0.008096065,0.025680287,0.099195019,0.148347579,0.296865860,3.692574764,4.222272165,5.320644282
2323,25.849796166,1,0.052377919,-0.040579360,2.453095879,-0.069167732,-0.392832251,-0.067024571,-0.016966800,-3.188343167,-0.601002087,7.299023549,3.587703418,-5.490084368,0.000268537,0.000686468,0.003457288,0.004140729,0.008095489,0.025680169,0.099194995,0.148347378,0.296793329,3.692536302,4.222274087,5.320777175
2324,25.860923930,1,0.051608837,-0.045147175,2.452311599,-0.068913991,-0.428050653,-0.074043247,0.061664214,-3.138075696,-0.659607925,6.810400352,5.423775999,-5.026023200,0.000268535,0.000686476,0.003457248,0.004140698,0.008095077,0.025680867,0.099195586,0.148344601,0.296726936,3.692503172,4.222301689,5.320849326
2325,25.872051694,1,0.050847327,-0.050103366,2.451445701,-0.067818147,-0.462599064,-0.081683259,0.134167131,-3.068216023,-0.712492082,6.204140348,7.103207045,-4.463162755,0.000268534,0.000686482,0.003457169,0.004140649,0.008094828,0.025682096,0.099196334,0.148340014,0.296668274,3.692479350,4.222340058,5.320861323
2326,25.883179458,1,0.050102356,-0.055439303,2.450491647,-0.065954920,-0.496269847,-0.089875014,0.199431558,-2.980688018,-0.758608201,5.514229630,8.594738923,-3.811480923,0.000268534,0.000686485,0.003457060,0.004140595,0.008094716,0.025683604,0.099196920,0.148334482,0.296618329,3.692465683,4.222377456,5.320817459
2327,25.894307223,1,0.049381997,-0.061144171,2.449443736,-0.063409489,-0.528878554,-0.098537945,0.256670463,-2.877720131,-0.797035070,4.765093528,9.875062739,-3.083429791,0.000268535,0.000686486,0.003456930,0.004140547,0.008094708,0.025685180,0.099197188,0.148328806,0.296577517,3.692460686,4.222405992,5.320724860
2328,25.905434987,1,0.048693332,-0.067205245,2.448297218,-0.060274442,-0.560266789,-0.107582050,0.305325702,-2.761750349,-0.827002046,3.973947867,10.930055466,-2.293553899,0.000268535,0.000686483,0.003456788,0.004140511,0.008094767,0.025686657,0.099197120,0.148323628,0.296545754,3.692461614,4.222421601,5.320592595
2329,25.916562751,1,0.048042382,-0.073608190,2.447048389,-0.056647594,-0.590303960,-0.116909686,0.345012057,-2.635317923,-0.847909474,3.155812808,11.755708711,-1.457908387,0.000268536,0.000686479,0.003456644,0.004140489,0.008094856,0.025687912,0.099196793,0.148319373,0.296522538,3.692465472,4.222423506,5.320430810
2330,25.927690515,1,0.047434059,-0.080337377,2.445694662,-0.052630053,-0.618887761,-0.126417551,0.375530450,-2.500949630,-0.859340801,2.329804679,12.358247369,-0.593210990,0.000268536,0.000686474,0.003456503,0.004140481,0.008094947,0.025688865,0.099196327,0.148316246,0.296507041,3.692469749,4.222413378,5.320249946
2331,25.938818279,1,0.046872143,-0.087376192,2.444234627,-0.048323877,-0.645943420,-0.135998745,0.396914320,-2.361048376,-0.861066283,1.517562497,12.753532480,0.283729909,0.000268536,0.000686468,0.003456372,0.004140481,0.008095019,0.025689475,0.099195841,0.148314261,0.296498209,3.692472801,4.222394393,5.320060072
2332,25.949946043,1,0.046359283,-0.094707335,2.442668069,-0.043829430,-0.671421738,-0.145544853,0.409431980,-2.217793343,-0.853043145,0.739554775,12.965597855,1.156121596,0.000268536,0.000686463,0.003456256,0.004140486,0.008095061,0.025689731,0.099195425,0.148313281,0.296494854,3.692473912,4.222370340,5.319870342
2333,25.961073808,1,0.045897036,-0.102313086,2.440995980,-0.039242872,-0.695296149,-0.154948019,0.413564690,-2.073061804,-0.835414465,0.012814265,13.024187171,2.007439715,0.000268535,0.000686459,0.003456157,0.004140492,0.008095071,0.025689652,0.099195128,0.148313082,0.296495741,3.692473129,4.222344884,5.319688610
2334,25.972201572,1,0.045485920,-0.110175539,2.439220540,-0.034654100,-0.717559058,-0.164102989,0.409942820,-1.928380842,-0.808502766,-0.653290314,12.962108738,2.822088925,0.000268535,0.000686455,0.003456076,0.004140497,0.008095051,0.025689276,0.099194959,0.148313404,0.296499658,3.692470981,4.222321063,5.319521172
2335,25.983329336,1,0.045125492,-0.118276791,2.437345076,-0.030145559,-0.738217805,-0.172909029,0.399263719,-1.784906497,-0.772794540,-1.255191739,12.812826341,3.586367286,0.000268535,0.000686453,0.003456014,0.004140499,0.008095009,0.025688654,0.099194900,0.148313992,0.296505482,3.692468183,4.222300998,5.319372659
2336,25.994457100,1,0.044814439,-0.126599083,2.435374004,-0.025791764,-0.757290544,-0.181271617,0.382252583,-1.643428925,-0.728914936,-1.791067035,12.608388819,4.289082327,0.000268535,0.000686452,0.003455970,0.004140498,0.008094953,0.025687846,0.099194914,0.148314634,0.296512219,3.692465402,4.222285827,5.319246031
2337,26.005584864,1,0.044550662,-0.135124901,2.433312749,-0.021659040,-0.774802283,-0.189103825,0.359658507,-1.504393752,-0.677599544,-2.257936095,12.378645306,4.921559258,0.000268534,0.000686452,0.003455942,0.004140495,0.008094892,0.025686915,0.099194964,0.148315176,0.296519036,3.692463112,4.222275789,5.319142679
2338,26.016712628,1,0.044331371,-0.143837031,2.431167657,-0.017805166,-0.790781183,-0.196327404,0.332268053,-1.367926012,-0.619668096,-2.653033649,12.151477327,5.477219640,0.000268534,0.000686452,0.003455928,0.004140492,0.008094835,0.025685920,0.099195018,0.148315525,0.296525277,3.692461546,4.222270422,5.319062603
2339,26.027840393,1,0.044153182,-0.152718572,2.428945893,-0.014279096,-0.805255093,-0.202873604,0.300869954,-1.233845937,-0.556006364,-2.979109421,11.953971295,5.950627846,0.000268534,0.000686453,0.003455925,0.004140488,0.008094785,0.025684916,0.099195057,0.148315648,0.296530464,3.692460716,4.222268798,5.319004631
2340,26.038968157,1,0.044012215,-0.161752917,2.426655329,-0.011121250,-0.818248210,-0.208683848,0.266207709,-1.101680584,-0.487554842,-3.240154370,11.811185613,6.337514860,0.000268534,0.000686453,0.003455932,0.004140484,0.008094747,0.025683950,0.099195070,0.148315557,0.296534292,3.692460480,4.222269774,5.318966685
2341,26.050095921,1,0.043904186,-0.170923692,2.424304432,-0.008364002,-0.829777997,-0.213710259,0.228981433,-0.970699976,-0.415293200,-3.441305850,11.744224932,6.635053884,0.000268534,0.000686454,0.003455944,0.004140482,0.008094721,0.025683060,0.099195059,0.148315295,0.296536612,3.692460626,4.222272202,5.318946038
2342,26.061223685,1,0.043824490,-0.180214668,2.421902140,-0.006032363,-0.839852573,-0.217916007,0.189806036,-0.839962748,-0.340225228,-3.592167453,11.769784796,6.841794132,0.000268534,0.000686454,0.003455959,0.004140480,0.008094706,0.025682274,0.099195031,0.148314924,0.296537409,3.692460936,4.222275081,5.318939580
2343,26.072351449,1,0.043768283,-0.189609646,2.419457737,-0.004145107,-0.848468659,-0.221275491,0.149188705,-0.708372757,-0.263361347,-3.701760038,11.898759849,6.958047050,0.000268534,0.000686454,0.003455976,0.004140480,0.008094701,0.025681608,0.099194995,0.148314505,0.296536778,3.692461240,4.222277654,5.318944048
2344,26.083479213,1,0.043730539,-0.199092319,2.416980731,-0.002715880,-0.855610243,-0.223774291,0.107546651,-0.574749786,-0.185697559,-3.777630471,12.135285473,6.986112661,0.000268534,0.000686454,0.003455992,0.004140480,0.008094703,0.025681071,0.099194960,0.148314094,0.296534892,3.692461432,4.222279445,5.318956237
2345,26.094606978,1,0.043706105,-0.208646128,2.414480729,-0.001754166,-0.861248064,-0.225408888,0.065209029,-0.437905931,-0.108193428,-3.828343547,12.476594289,6.930207061,0.000268534,0.000686454,0.003456006,0.004140480,0.008094709,0.025680663,0.099194931,0.148313733,0.296531984,3.692461477,4.222280243,5.318973163
