rep_id,concentric_start_frame,concentric_end_frame,eccentric_start_frame,eccentric_end_frame,rom_m,peak_velocity,gap_frames,confirmed
1,2311,2390,2153,2311,0.440805,0.904312,0,1
2,2501,2569,2390,2501,0.455316,1.15136,0,1
3,2684,2766,2569,2679,0.412853,0.941705,0,1
4,2867,2939,2771,2867,0.438031,1.01771,0,1
5,3056,3134,2939,3054,0.414787,1.01171,0,1
6,3233,3315,3139,3233,0.436052,0.913772,0,1
7,3401,3496,3320,3401,0.443448,0.784393,0,1
8,3603,3671,3500,3599,0.400172,1.00097,0,1
9,3779,3863,3671,3779,0.441722,0.896598,0,1
10,3952,4050,3865,3952,0.448443,0.722237,0,1
11,4150,4221,4054,4145,0.404718,0.915433,0,1
12,4322,4389,4221,4319,0.42805,0.931778,0,1
13,4507,4582,4389,4503,0.439683,0.89069,0,1
14,4686,4769,4582,4682,0.411534,0.758027,0,1
15,4881,4951,4769,4878,0.422489,0.978249,0,1
16,5053,5134,4969,5053,0.42431,0.981918,0,1
17,5246,5330,5134,5243,0.413371,0.874892,0,1
18,5437,5513,5330,5437,0.399985,0.887652,0,1
19,5622,5704,5513,5616,0.420206,0.790182,0,1
20,5809,5886,5704,5809,0.420197,0.892714,0,1
21,6126,6221,5911,6126,0.445542,0.871068,0,1
22,6326,6400,6229,6322,0.411565,0.843355,0,1
23,6517,6589,6400,6514,0.406203,0.844716,0,1
24,6708,6811,6616,6708,0.435169,0.674946,0,1
25,6910,6975,6814,6910,0.394946,1.06771,0,1
26,7067,7184,6975,7067,0.414892,0.701378,0,1
27,7297,7417,7189,7297,0.388927,0.707323,0,1
28,-1,-1,7426,7662,0,0,0,0
