# real-time (causal) annotation produced during acquisition
# exercise=bench_press rom_prior_m=0.45 down_first=1
# gap_frames counts the frames of the rep on which the marker was NOT seen. A missing measurement is never interpolated or extrapolated: no boundary, rest or statistic in this file is derived from an unseen frame.
# confirmed=1 means the rep's cycle CLOSED (the bar returned to the level it started from). Provisional reps (confirmed=0) completed a concentric but never returned - typically an unrack/rack/pickup.
# down_first=1 means a rep of this exercise STARTS with the eccentric (bench, squat), so the phases run eccentric -> bottom_rest -> concentric. down_first=0 runs concentric -> top_rest -> eccentric. The bit moves only where the rep boundary is drawn.
rep_id,concentric_start_frame,concentric_end_frame,eccentric_start_frame,eccentric_end_frame,top_rest_start_frame,top_rest_end_frame,bottom_rest_start_frame,bottom_rest_end_frame,rom_m,peak_velocity,mean_velocity,confirmed,dropped_eccentric,tracking_gap,gap_frames
1,1206,1256,1052,1206,-1,-1,-1,-1,0.394433,1.33084,0.781552,1,1,0,0
2,1319,1368,1256,1319,-1,-1,-1,-1,0.45294,1.63905,0.917129,1,0,0,0
3,1526,1584,1396,1526,-1,-1,-1,-1,0.440162,1.46927,0.734622,1,0,0,0
4,1652,1706,1584,1652,-1,-1,-1,-1,0.445046,1.38173,0.829953,1,0,0,0
5,1771,1818,1706,1771,-1,-1,-1,-1,0.461902,1.61319,1.00339,1,1,0,0
6,1876,1920,1818,1876,-1,-1,-1,-1,0.459973,1.84297,1.04535,1,1,0,0
7,1978,2023,1920,1978,-1,-1,-1,-1,0.498454,1.61398,1.14557,1,1,0,0
8,2095,2142,2023,2095,-1,-1,-1,-1,0.485505,1.83691,1.06373,1,1,0,0
9,2199,2242,2142,2199,-1,-1,-1,-1,0.429239,1.77031,1.03717,1,1,0,0
10,2299,2345,2242,2299,-1,-1,-1,-1,0.461112,1.60782,1.02446,1,1,0,0
11,2404,2457,2345,2404,-1,-1,-1,-1,0.491829,1.70202,0.892744,1,1,0,0
12,2926,3206,2457,2926,3209,3212,-1,-1,0.456558,0.513851,0.171398,1,0,0,0
13,3424,3465,3212,3424,-1,-1,-1,-1,0.468814,2.01462,1.12737,1,0,0,0
14,3527,3576,3465,3527,-1,-1,-1,-1,0.504622,1.74901,0.996736,1,1,0,0
15,3634,3676,3576,3634,-1,-1,-1,-1,0.469237,1.83836,1.10371,1,1,0,0
16,3735,3780,3676,3735,-1,-1,-1,-1,0.49055,1.76739,1.12749,1,1,0,0
17,3838,3887,3780,3838,-1,-1,-1,-1,0.454104,1.73263,0.947036,1,1,0,0
18,3946,4001,3887,3946,-1,-1,-1,-1,0.452139,1.59776,0.814451,1,1,0,0
19,4062,4107,4001,4062,-1,-1,-1,-1,0.471509,1.63399,1.0296,1,1,0,0
20,4167,4212,4107,4167,-1,-1,-1,-1,0.492106,1.63892,1.12849,1,1,0,0
21,4266,4312,4212,4266,-1,-1,-1,-1,0.514303,1.50018,1.12199,1,1,0,0
22,4365,4463,4312,4365,-1,-1,-1,-1,0.452899,0.81878,0.470633,1,1,0,0
23,4681,4737,4463,4681,-1,-1,-1,-1,0.503047,1.53621,0.891452,1,0,0,0
24,4802,4851,4737,4802,-1,-1,-1,-1,0.485975,1.54578,0.925573,1,1,0,0
25,4937,4987,4851,4935,-1,-1,4936,4937,0.45731,1.40312,0.868707,1,1,0,0
26,5171,5614,4987,5171,-1,-1,-1,-1,2.20555,17.0351,9.88407,0,0,0,0
27,5638,5651,5614,5638,-1,-1,-1,-1,0.462749,11.5502,6.92104,0,1,0,0
28,5669,5688,5651,5669,-1,-1,-1,-1,0.101517,1.07796,0.6562,0,1,0,0
