rep_id,concentric_start_frame,concentric_end_frame,eccentric_start_frame,eccentric_end_frame,rom_m,peak_velocity,gap_frames,confirmed
1,812,876,876,947,0.442859,1.09843,0,1
2,947,1011,1011,1087,0.392563,0.941616,0,1
3,1087,1151,1151,1227,0.373913,0.927751,0,1
4,1227,1296,1296,1375,0.42168,0.97812,0,1
5,1375,1441,1441,1517,0.399545,0.987518,0,1
6,1517,1584,1584,1668,0.456333,1.04709,0,1
7,1668,1732,1732,1817,0.417292,0.988254,0,1
8,1817,1886,1886,1971,0.433995,1.03497,0,1
9,1971,2036,2036,2117,0.436386,1.01281,0,1
10,2117,2187,2187,2268,0.476637,1.18276,0,1
11,2268,2338,2338,2420,0.497769,1.17044,0,1
12,2420,2489,2489,2567,0.480441,1.10834,0,1
13,2571,2640,2640,2730,0.4694,1.08963,0,1
14,2730,2799,2799,2883,0.428484,0.97779,0,1
15,2883,2948,2948,3025,0.466188,1.12893,0,1
16,3025,3094,3094,3246,0.508276,1.17354,0,0
