# which inertial sample is which camera frame, from the hardware trigger
# frame_period_s=0.011127673  (89.866050567 Hz, measured from this session's own trigger pulses -- the camera does not run at 90.000)
# trigger_pulses=3686  pulses_the_imu_missed=0
# t_bar_s is the exposure time in the BAR's clock, the same clock as esp_timestamp_us in imu/raw_imu.csv
# imu_sample is a row index into imu/raw_imu.csv; tagged=0 means the inertial stream missed that pulse and the time is interpolated
frame,video_row,t_bar_s,imu_sample,tagged
0,0,768.259960,8,1
1,1,768.271099,19,1
2,2,768.282234,30,1
3,3,768.293369,41,1
4,4,768.304506,52,1
5,5,768.315642,63,1
6,6,768.326777,74,1
7,7,768.337913,85,1
8,8,768.349052,96,1
9,9,768.360187,107,1
10,10,768.371323,118,1
11,11,768.382459,129,1
12,12,768.393597,140,1
13,13,768.404731,151,1
14,14,768.415867,162,1
15,15,768.427005,173,1
16,16,768.438141,184,1
17,17,768.449277,195,1
18,18,768.460413,206,1
19,19,768.471550,217,1
20,20,768.482686,228,1
21,21,768.493822,239,1
22,22,768.504959,250,1
23,23,768.516098,261,1
24,24,768.527230,272,1
25,25,768.538365,283,1
26,26,768.549502,294,1
27,27,768.560637,305,1
28,28,768.571774,316,1
29,29,768.582910,327,1
30,30,768.594046,338,1
31,31,768.605183,349,1
32,32,768.616320,360,1
33,33,768.627457,371,1
34,34,768.638591,382,1
35,35,768.649727,393,1
36,36,768.660864,404,1
37,37,768.672001,415,1
38,38,768.682123,425,1
39,39,768.693260,436,1
40,40,768.704397,447,1
41,41,768.715532,458,1
42,42,768.726670,469,1
43,43,768.737804,480,1
44,44,768.748941,491,1
45,45,768.760078,502,1
46,46,768.771214,513,1
47,47,768.782350,524,1
48,48,768.793485,535,1
49,49,768.804622,546,1
50,50,768.815757,557,1
51,51,768.826893,568,1
52,52,768.838032,579,1
53,53,768.849168,590,1
54,54,768.860304,601,1
55,55,768.871440,612,1
56,56,768.882577,623,1
57,57,768.893711,634,1
58,58,768.904849,645,1
59,59,768.915984,656,1
60,60,768.927121,667,1
61,61,768.938257,678,1
62,62,768.949393,689,1
63,63,768.960527,700,1
64,64,768.971664,711,1
65,65,768.982802,722,1
66,66,768.993938,733,1
