rep_id,concentric_start_frame,concentric_end_frame,eccentric_start_frame,eccentric_end_frame,rom_m,peak_velocity,gap_frames,confirmed
1,158,337,337,425,0.412216,0.892626,0,0
2,425,480,480,552,0.443851,1.3753,0,1
3,552,604,604,671,0.438616,1.44237,0,1
4,671,724,724,787,0.375576,1.20557,0,1
5,787,838,838,899,0.36135,1.21972,0,1
6,899,953,953,1013,0.42578,1.36822,0,1
7,1013,1061,1061,1116,0.353305,1.16565,0,1
8,1116,1168,1168,1222,0.381261,1.10916,0,1
9,1222,1273,1273,1330,0.406621,1.2679,0,1
10,1330,1379,1379,1436,0.404295,1.30597,0,1
11,1436,1485,1485,1539,0.359941,1.16933,0,1
12,1539,1587,1587,1640,0.397235,1.29281,0,1
13,1640,1687,1687,1740,0.375519,1.26715,0,1
14,1740,1789,1789,1841,0.405459,1.30094,0,1
15,1841,1890,1890,1941,0.401451,1.33205,0,1
16,1941,1990,1990,2042,0.396849,1.29639,0,1
17,2042,2091,2091,2144,0.389114,1.28322,0,1
18,2144,2194,2194,2249,0.411726,1.28209,0,1
19,2249,2297,2297,2350,0.413952,1.3986,0,1
20,2350,2400,2400,2454,0.423602,1.36581,0,1
21,2454,2503,2503,2559,0.42357,1.41015,0,1
22,2559,2608,2608,2665,0.433827,1.44972,0,1
23,2665,2716,2716,2775,0.423018,1.28235,0,1
24,2775,2826,2826,2887,0.430807,1.3474,0,1
25,2887,2938,2938,3001,0.423918,1.37711,0,1
26,3001,3053,3053,3174,0.435545,1.38541,0,0
