timestamp_s,depth_m,pixel_u,pixel_v
1777902667.712812,2.643000,371.270203,261.439392
1777902667.723939,2.627000,371.313568,261.523468
1777902667.735068,2.638000,371.250641,261.516296
1777902667.746195,2.638000,371.313568,261.523468
1777902667.757322,2.638000,371.313568,261.523468
1777902667.768449,2.638000,371.313568,261.523468
1777902667.779577,2.643000,371.289734,261.500000
1777902667.790704,2.638000,371.313568,261.523468
1777902667.801832,2.633000,371.251251,261.512451
1777902667.812960,2.627000,371.333344,261.583954
1777902667.824087,2.638000,371.270203,261.439392
1777902667.835214,2.638000,371.290161,261.664276
1777902667.846343,2.622000,371.333344,261.583954
1777902667.857470,2.643000,371.270203,261.439392
1777902667.868597,2.638000,371.294403,261.593689
1777902667.879725,2.638000,371.313568,261.523468
1777902667.890852,2.638000,371.270203,261.439392
1777902667.901979,2.638000,371.313568,261.523468
1777902667.913108,2.622000,371.313568,261.523468
1777902667.924235,2.633000,371.313568,261.523468
1777902667.935362,2.638000,371.313568,261.523468
1777902667.946490,2.627000,371.333344,261.583954
1777902667.957618,2.643000,371.313568,261.523468
1777902667.968745,2.627000,371.313568,261.523468
1777902667.979873,2.627000,371.313568,261.523468
1777902667.991000,2.627000,371.313568,261.523468
1777902668.002127,2.633000,371.313568,261.523468
1777902668.013255,2.638000,371.313568,261.523468
1777902668.024383,2.633000,371.313568,261.523468
1777902668.035510,2.638000,371.270203,261.439392
1777902668.046638,2.638000,371.270203,261.439392
1777902668.057765,2.643000,371.270203,261.439392
1777902668.068892,2.633000,371.270203,261.439392
1777902668.080020,2.643000,371.270203,261.439392
1777902668.091148,2.638000,371.205139,261.430756
1777902668.102275,2.643000,371.270203,261.439392
1777902668.113403,2.638000,371.270203,261.439392
1777902668.124530,2.643000,371.205139,261.430756
1777902668.135658,2.643000,371.270203,261.439392
1777902668.146786,2.633000,371.205139,261.430756
1777902668.157913,2.638000,371.205139,261.430756
1777902668.169040,2.643000,371.270203,261.439392
1777902668.180168,2.648000,371.270203,261.439392
1777902668.191295,2.643000,371.270203,261.439392
1777902668.202423,2.648000,371.270203,261.439392
1777902668.213550,2.643000,371.270203,261.439392
1777902668.224678,2.643000,371.270203,261.439392
1777902668.235805,2.643000,371.270203,261.439392
1777902668.246932,2.638000,371.270203,261.439392
1777902668.258060,2.633000,371.270203,261.439392
1777902668.269188,2.627000,371.270203,261.439392
1777902668.280315,2.643000,371.270203,261.439392
1777902668.291443,2.633000,371.270203,261.439392
1777902668.302570,2.633000,371.313568,261.523468
1777902668.313698,2.638000,371.270203,261.439392
1777902668.324826,2.638000,371.270203,261.439392
1777902668.335953,2.638000,371.270203,261.439392
1777902668.347080,2.643000,371.270203,261.439392
1777902668.358208,2.627000,371.270203,261.439392
1777902668.369335,2.643000,371.270203,261.439392
1777902668.380463,2.627000,371.270203,261.439392
1777902668.391591,2.643000,371.270203,261.439392
1777902668.402718,2.648000,371.270203,261.439392
1777902668.413845,2.643000,371.270203,261.439392
1777902668.424973,2.659000,371.270203,261.439392
1777902668.436100,2.643000,371.313568,261.523468
1777902668.447228,2.638000,371.270203,261.439392
1777902668.458356,2.643000,371.205139,261.430756
1777902668.469483,2.648000,371.270203,261.439392
1777902668.480610,2.648000,371.270203,261.439392
1777902668.491739,2.633000,371.270203,261.439392
1777902668.502866,2.643000,371.205139,261.430756
1777902668.513993,2.638000,371.270203,261.439392
1777902668.536248,2.643000,371.270203,261.439392
1777902668.547375,2.643000,371.270203,261.439392
1777902668.558504,2.638000,371.270203,261.439392
1777902668.569631,2.643000,371.270203,261.439392
1777902668.580758,2.638000,371.205139,261.430756
1777902668.591887,2.638000,371.270203,261.439392
1777902668.603014,2.648000,371.250641,261.516296
1777902668.614141,2.643000,371.270203,261.439392
1777902668.625269,2.648000,371.270203,261.439392
1777902668.636396,2.654000,371.270203,261.439392
1777902668.647523,2.643000,371.270203,261.439392
1777902668.658651,2.643000,371.270203,261.439392
1777902668.669779,2.638000,371.270203,261.439392
1777902668.680906,2.643000,371.270203,261.439392
1777902668.692033,2.633000,371.205139,261.430756
1777902668.703161,2.633000,371.270203,261.439392
1777902668.714288,2.643000,371.270203,261.439392
1777902668.725415,2.643000,371.205139,261.430756
1777902668.736544,2.648000,371.270203,261.439392
1777902668.747671,2.638000,371.270203,261.439392
1777902668.758798,2.638000,371.270203,261.439392
1777902668.769926,2.643000,371.270203,261.439392
1777902668.781054,2.633000,371.205139,261.430756
1777902668.792181,2.638000,371.270203,261.439392
1777902668.803309,2.654000,371.205139,261.430756
1777902668.814436,2.633000,371.270203,261.439392
1777902668.825563,2.633000,371.270203,261.439392
1777902668.836691,2.643000,371.270203,261.439392
1777902668.847819,2.643000,371.270203,261.439392
1777902668.858946,2.638000,371.205139,261.430756
1777902668.870074,2.638000,371.270203,261.439392
1777902668.881201,2.638000,371.270203,261.439392
1777902668.892328,2.643000,371.270203,261.439392
1777902668.903456,2.633000,371.270203,261.439392
1777902668.914584,2.638000,371.313568,261.523468
1777902668.925711,2.638000,371.270203,261.439392
1777902668.936839,2.638000,371.270203,261.439392
1777902668.947966,2.638000,371.270203,261.439392
1777902668.959094,2.638000,371.270203,261.439392
1777902668.970222,2.648000,371.270203,261.439392
1777902668.981349,2.643000,371.270203,261.439392
1777902668.992476,2.638000,371.270203,261.439392
1777902669.003604,2.627000,371.270203,261.439392
1777902669.014731,2.638000,371.205139,261.430756
1777902669.025858,2.643000,371.270203,261.439392
1777902669.036987,2.643000,371.270203,261.439392
1777902669.048114,2.643000,371.205139,261.430756
1777902669.059241,2.638000,371.270203,261.439392
1777902669.070369,2.643000,371.205139,261.430756
1777902669.081496,2.638000,371.205139,261.430756
1777902669.092623,2.643000,371.270203,261.439392
1777902669.103751,2.622000,371.270203,261.439392
1777902669.114879,2.638000,371.270203,261.439392
1777902669.126006,2.643000,371.270203,261.439392
1777902669.137133,2.638000,371.270203,261.439392
1777902669.148262,2.638000,371.270203,261.439392
1777902669.159389,2.648000,371.205139,261.430756
1777902669.170516,2.638000,371.270203,261.439392
1777902669.181644,2.648000,371.270203,261.439392
1777902669.192771,2.638000,371.205139,261.430756
1777902669.203898,2.638000,371.270203,261.439392
1777902669.215027,2.638000,371.205139,261.430756
1777902669.226154,2.643000,371.270203,261.439392
1777902669.237281,2.648000,371.205139,261.430756
1777902669.248409,2.638000,371.270203,261.439392
1777902669.259536,2.643000,371.270203,261.439392
1777902669.270663,2.643000,371.270203,261.439392
1777902669.281792,2.638000,371.270203,261.439392
1777902669.292919,2.633000,371.270203,261.439392
1777902669.304046,2.638000,371.270203,261.439392
1777902669.315174,2.627000,371.270203,261.439392
1777902669.326302,2.654000,371.270203,261.439392
1777902669.337429,2.638000,371.270203,261.439392
1777902669.348557,2.638000,371.270203,261.439392
1777902669.359684,2.643000,371.270203,261.439392
1777902669.370811,2.643000,371.270203,261.439392
1777902669.381939,2.643000,371.270203,261.439392
1777902669.393067,2.643000,371.270203,261.439392
1777902669.404194,2.643000,371.270203,261.439392
1777902669.415322,2.638000,371.270203,261.439392
1777902669.426449,2.638000,371.270203,261.439392
1777902669.437577,2.643000,371.270203,261.439392
1777902669.448704,2.638000,371.270203,261.439392
1777902669.459832,2.648000,371.270203,261.439392
1777902669.470959,2.638000,371.270203,261.439392
1777902669.482087,2.638000,371.270203,261.439392
1777902669.493214,2.643000,371.351410,261.351410
1777902669.504342,2.643000,371.270203,261.439392
1777902669.515470,2.643000,371.205139,261.430756
1777902669.526597,2.622000,371.270203,261.439392
1777902669.537724,2.654000,371.270203,261.439392
1777902669.548851,2.638000,371.270203,261.439392
1777902669.559979,2.654000,371.205139,261.430756
1777902669.571107,2.643000,371.270203,261.439392
1777902669.582234,2.648000,371.270203,261.439392
1777902669.593362,2.654000,371.270203,261.439392
1777902669.604489,2.633000,371.270203,261.439392
1777902669.615617,2.648000,371.205139,261.430756
1777902669.626745,2.643000,371.270203,261.439392
1777902669.637872,2.643000,371.270203,261.439392
1777902669.648999,2.638000,371.270203,261.439392
1777902669.660127,2.643000,371.270203,261.439392
1777902669.671254,2.648000,371.270203,261.439392
1777902669.682382,2.638000,371.270203,261.439392
1777902669.693510,2.638000,371.205139,261.430756
1777902669.704637,2.659000,371.270203,261.439392
1777902669.715764,2.643000,371.313568,261.523468
1777902669.726892,2.643000,371.205139,261.430756
1777902669.738019,2.643000,371.270203,261.439392
1777902669.749146,2.633000,371.270203,261.439392
1777902669.760274,2.654000,371.270203,261.439392
1777902669.771401,2.643000,371.270203,261.439392
1777902669.782528,2.654000,371.270203,261.439392
1777902669.793656,2.654000,371.270203,261.439392
1777902669.804783,2.643000,371.270203,261.439392
1777902669.815910,2.648000,371.270203,261.439392
1777902669.827038,2.638000,371.270203,261.439392
1777902669.838165,2.638000,371.270203,261.439392
1777902669.849292,2.643000,371.270203,261.439392
1777902669.860420,2.643000,371.270203,261.439392
1777902669.871547,2.654000,371.270203,261.439392
1777902669.882674,2.648000,371.270203,261.439392
