rep_id,concentric_start_frame,concentric_end_frame,eccentric_start_frame,eccentric_end_frame,rom_m,peak_velocity,gap_frames,confirmed
1,705,828,678,705,1.17622,1.83449,0,0
2,1296,1380,828,1296,0.584902,0.940805,0,1
3,1487,1573,1380,1487,0.579708,0.912751,0,1
4,1686,1768,1594,1686,0.543557,0.912737,0,1
5,1878,1986,1793,1878,0.561608,0.899697,0,1
6,2086,2172,1992,2086,0.552329,0.860339,0,1
7,2290,2384,2200,2290,0.553423,0.948938,0,1
8,2503,2617,2410,2503,0.541649,0.926545,0,1
9,2717,2798,2626,2717,0.512722,0.838723,0,1
10,2929,3012,2837,2929,0.565224,0.906204,0,1
11,3149,3235,3048,3149,0.542554,0.845222,0,1
12,3371,3493,3256,3371,0.574167,0.864345,0,1
13,3598,3707,3509,3598,0.60789,0.876254,0,1
14,3838,3935,3716,3838,0.558147,0.861069,0,1
15,4082,4191,3935,4082,0.56625,0.796215,0,1
16,4330,4420,4237,4330,0.57921,0.883164,0,1
17,4578,4685,4448,4578,0.538917,0.781967,0,1
18,4833,4971,4697,4833,0.594546,0.729494,0,1
19,5096,5191,4977,5096,0.594801,0.905564,0,1
20,5359,5449,5191,5359,0.568068,0.80361,0,1
21,5626,5718,5469,5626,0.567125,0.827304,0,1
22,5815,5877,5766,5815,0.583955,1.72344,0,0
23,-1,-1,5877,6121,0,0,0,0
