rep_id,concentric_start_frame,concentric_end_frame,eccentric_start_frame,eccentric_end_frame,rom_m,peak_velocity,gap_frames,confirmed
1,1513,1584,1355,1513,0.481394,0.986546,0,1
2,1678,1740,1584,1678,0.497627,1.27092,0,1
3,1826,1890,1740,1826,0.49831,1.24824,0,1
4,1960,2022,1890,1960,0.508168,1.36867,0,1
5,2086,2157,2022,2086,0.528142,1.1929,0,1
6,2227,2286,2157,2227,0.516411,1.31757,0,1
7,2380,2466,2286,2375,0.539318,1.26418,0,1
8,2532,2597,2466,2532,0.5039,1.07356,0,1
9,2694,2764,2597,2694,0.445007,0.919066,0,1
10,2858,2926,2764,2858,0.482358,1.00194,0,1
11,2999,3061,2926,2999,0.49691,1.17226,0,1
12,3139,3207,3061,3139,0.444763,0.915578,0,1
13,3303,3367,3234,3303,0.488968,1.09393,0,1
14,3460,3524,3367,3456,0.464763,1.0404,0,1
15,3619,3684,3524,3619,0.472103,1.06545,0,1
16,3776,3839,3684,3776,0.44455,1.09785,0,1
17,3937,4002,3839,3937,0.436827,1.08338,0,1
18,4088,4160,4002,4088,0.436587,0.819617,0,1
19,4241,4307,4160,4241,0.487588,1.16498,0,1
20,4398,4471,4307,4398,0.456351,0.951789,0,1
21,-1,-1,4497,4682,0,0,0,0
