rep_id,concentric_start_frame,concentric_end_frame,eccentric_start_frame,eccentric_end_frame,rom_m,peak_velocity,gap_frames,confirmed
1,180,388,388,463,0.76994,0.876981,0,0
2,463,523,523,586,0.420873,1.17786,0,1
3,586,645,645,695,0.251582,0.671034,0,1
4,695,763,763,818,0.178753,0.472754,0,0
5,818,889,889,945,0.317702,0.635105,0,1
6,945,1010,1010,1077,0.288044,0.711342,0,1
7,1077,1135,1135,1201,0.239665,0.581548,0,1
8,1201,1262,1262,1328,0.251165,0.65184,0,1
9,1328,1390,1390,1459,0.228572,0.502935,0,1
10,1459,1515,1515,1586,0.16796,0.495662,0,1
11,1586,1651,1651,1717,0.228153,0.573688,0,1
12,1717,1790,1790,1924,0.249427,0.552485,0,0
13,1924,1995,1995,2071,0.293542,0.655972,0,1
14,2071,2138,2138,2199,0.268812,0.582729,0,1
15,2199,2269,2269,2570,0.240412,0.574887,0,0
