rep_id,concentric_start_frame,concentric_end_frame,eccentric_start_frame,eccentric_end_frame,rom_m,peak_velocity,gap_frames,confirmed
1,558,944,944,1059,1.36218,1.03971,0,0
2,1064,1169,1169,1292,0.66609,1.72308,0,1
3,1292,1360,1360,1532,0.710442,1.89251,0,1
4,1533,1631,1636,1772,0.667933,1.79768,0,1
5,1776,1872,1872,2002,0.750385,1.8518,0,1
6,2006,2068,2068,2210,0.67755,1.84133,0,1
7,2210,2334,2334,2485,0.666359,1.53949,0,1
8,2485,2558,2558,2728,0.698447,1.58499,0,1
9,2728,2797,2797,2944,0.70515,1.88401,0,1
10,2944,3112,3112,3211,0.72234,1.70054,0,1
11,3214,3285,3285,3423,0.760311,1.97046,0,1
12,3450,3589,3589,3672,0.70504,1.58582,0,1
13,3692,3772,3772,3936,0.694007,1.31831,0,1
14,3940,4075,4075,4179,0.689998,1.64076,0,1
15,4184,4256,4256,4424,0.729722,1.74294,0,1
16,4424,4502,4502,4753,0.75058,1.80117,0,0
