esp_timestamp_us,host_timestamp_s,unified_time_s,accel_x_raw,accel_y_raw,accel_z_raw,gyro_x_raw,gyro_y_raw,gyro_z_raw,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,temperature_c,fsync_flag
2467318622,23836.115151,1777902667.720473,-1183,-1387,966,-2,-2,-1,-0.577637,-0.677246,0.471680,-0.122070,-0.122070,-0.061035,21.35,0
2467319635,23836.115196,1777902667.721486,-1182,-1385,968,-2,-2,-1,-0.577148,-0.676270,0.472656,-0.122070,-0.122070,-0.061035,21.42,0
2467320647,23836.115210,1777902667.722498,-1179,-1384,965,-2,-2,-1,-0.575684,-0.675781,0.471191,-0.122070,-0.122070,-0.061035,21.47,0
2467321661,23836.115221,1777902667.723512,-1179,-1387,965,-2,-2,-2,-0.575684,-0.677246,0.471191,-0.122070,-0.122070,-0.122070,21.38,0
2467322673,23836.115232,1777902667.724524,-1183,-1390,967,-3,-2,-1,-0.577637,-0.678711,0.472168,-0.183105,-0.122070,-0.061035,21.44,0
2467323685,23836.115243,1777902667.725536,-1185,-1390,965,-3,-1,-1,-0.578613,-0.678711,0.471191,-0.183105,-0.061035,-0.061035,21.23,1
2467324697,23836.115267,1777902667.726548,-1183,-1390,966,-2,-1,-1,-0.577637,-0.678711,0.471680,-0.122070,-0.061035,-0.061035,21.30,0
2467325707,23836.115277,1777902667.727558,-1185,-1388,969,-1,0,-1,-0.578613,-0.677734,0.473145,-0.061035,0.000000,-0.061035,21.38,0
2467326721,23836.123240,1777902667.728572,-1185,-1385,968,-1,0,-1,-0.578613,-0.676270,0.472656,-0.061035,0.000000,-0.061035,21.47,0
2467327732,23836.123256,1777902667.729583,-1178,-1385,963,-1,-1,-1,-0.575195,-0.676270,0.470215,-0.061035,-0.061035,-0.061035,21.42,0
2467328744,23836.123267,1777902672.240126,-1178,-1387,962,-1,-1,-1,-0.575195,-0.677246,0.469727,-0.061035,-0.061035,-0.061035,21.39,0
2467329758,23836.123277,1777902671.543761,-1185,-1387,966,-1,-1,0,-0.578613,-0.677246,0.471680,-0.061035,-0.061035,0.000000,21.47,0
2467330770,23836.123288,1777902670.755804,-1186,-1387,968,-2,-2,-1,-0.579102,-0.677246,0.472656,-0.122070,-0.122070,-0.061035,21.33,0
2467331781,23836.123298,1777902669.965183,-1183,-1388,966,-2,-2,-1,-0.577637,-0.677734,0.471680,-0.122070,-0.122070,-0.061035,21.44,0
2467332795,23836.123308,1777902669.169260,-1183,-1386,963,-3,-3,0,-0.577637,-0.676758,0.470215,-0.183105,-0.183105,0.000000,21.45,0
2467333808,23836.123318,1777902668.468162,-1181,-1388,962,-2,-3,0,-0.576660,-0.677734,0.469727,-0.122070,-0.183105,0.000000,21.56,0
2467334819,23836.131797,1777902667.723944,-1180,-1392,963,-2,-2,0,-0.576172,-0.679688,0.470215,-0.122070,-0.122070,0.000000,21.42,1
2467335832,23836.131821,1777902667.724957,-1186,-1387,965,-3,-2,0,-0.579102,-0.677246,0.471191,-0.183105,-0.122070,0.000000,21.50,0
2467336844,23836.131831,1777902667.725970,-1187,-1383,966,-1,-2,-1,-0.579590,-0.675293,0.471680,-0.061035,-0.122070,-0.061035,21.45,0
2467337856,23836.131842,1777902667.726982,-1184,-1386,965,-1,-1,-1,-0.578125,-0.676758,0.471191,-0.061035,-0.061035,-0.061035,21.47,0
2467338868,23836.131852,1777902667.727994,-1183,-1384,965,-2,-2,-1,-0.577637,-0.675781,0.471191,-0.122070,-0.122070,-0.061035,21.41,0
2467339881,23836.131862,1777902667.729008,-1184,-1383,968,-4,-2,-2,-0.578125,-0.675293,0.472656,-0.244141,-0.122070,-0.122070,21.45,0
2467340894,23836.131872,1777902667.730021,-1183,-1387,970,-4,-2,-1,-0.577637,-0.677246,0.473633,-0.244141,-0.122070,-0.061035,21.47,0
2467341904,23836.131882,1777902667.731031,-1180,-1387,966,-4,-3,-2,-0.576172,-0.677246,0.471680,-0.244141,-0.183105,-0.122070,21.45,0
2467342916,23836.139454,1777902667.732044,-1181,-1388,966,-3,-2,-2,-0.576660,-0.677734,0.471680,-0.183105,-0.122070,-0.122070,21.50,0
2467343930,23836.139473,1777902667.733058,-1184,-1389,966,-3,-1,-1,-0.578125,-0.678223,0.471680,-0.183105,-0.061035,-0.061035,21.44,0
2467344943,23836.139480,1777902667.734071,-1183,-1385,966,-3,-1,0,-0.577637,-0.676270,0.471680,-0.183105,-0.061035,0.000000,21.48,0
