rep_id,concentric_start_frame,concentric_end_frame,eccentric_start_frame,eccentric_end_frame,rom_m,peak_velocity,gap_frames,confirmed
1,451,520,520,591,0.464547,1.29772,0,1
2,591,653,653,728,0.364274,0.897041,0,1
3,728,792,792,866,0.374315,0.935696,0,1
4,866,928,928,1000,0.400014,0.946835,0,1
5,1000,1064,1064,1130,0.403779,1.02182,0,1
6,1130,1204,1204,1279,0.438732,1.00031,0,1
7,1279,1344,1344,1419,0.37471,0.889033,0,1
8,1419,1484,1484,1556,0.356034,0.896374,0,1
9,1556,1624,1624,1699,0.351121,0.852338,0,1
10,1699,1764,1764,1837,0.395452,0.954165,0,1
11,1837,1904,1904,1977,0.415504,0.961576,0,1
12,1977,2047,2047,2123,0.378938,0.882224,0,1
13,2123,2196,2196,2274,0.438636,1.00586,0,1
14,2274,2345,2345,2424,0.401825,0.925802,0,1
15,2424,2493,2493,2677,0.43516,0.929758,0,0
