rep_id,concentric_start_frame,concentric_end_frame,eccentric_start_frame,eccentric_end_frame,rom_m,peak_velocity,gap_frames,confirmed
1,413,920,920,1014,1.20847,1.21954,0,0
2,1014,1089,1089,1167,0.644068,1.63212,0,1
3,1167,1241,1241,1321,0.643743,1.80486,0,1
4,1321,1395,1395,1468,0.643616,1.74556,0,1
5,1468,1540,1540,1621,0.645267,1.73516,0,1
6,1621,1695,1695,1759,0.645753,1.71384,0,1
7,1759,1834,1834,1909,0.650972,1.74111,0,1
8,1909,1982,1982,2050,0.621996,1.68927,0,1
9,2050,2127,2127,2197,0.668383,1.70138,0,1
10,2197,2276,2276,2347,0.670148,1.77727,0,1
11,2347,2429,2429,2498,0.655907,1.72598,0,1
12,2498,2579,2579,2656,0.622496,1.67482,0,1
13,2656,2733,2733,2803,0.699897,1.75794,0,1
14,2803,2886,2886,2960,0.703436,1.74991,0,1
15,2960,3043,3043,3128,0.72467,1.7621,0,1
