timestamp_s,x_m,y_m,z_m,pixel_u,pixel_v,confidence,snr,circularity,depth_source,detected
1777900747.064427,-0.122986,0.091219,2.766000,402.666656,255.686081,0.636724,3.717918,0.905913,depth,1
1777900747.075554,-0.123209,0.092486,2.771000,402.666656,255.857605,0.603375,3.123493,0.852263,depth,1
1777900747.086681,-0.123209,0.091384,2.771000,402.666656,255.686081,0.636469,3.705184,0.905913,depth,1
1777900747.097809,-0.124091,0.092550,2.789000,402.653961,255.774597,0.611275,3.187508,0.868812,depth,1
1777900747.108937,-0.123824,0.092351,2.783000,402.653961,255.774597,0.610776,3.162550,0.868812,depth,1
1777900747.120064,-0.122986,0.091219,2.766000,402.666656,255.686081,0.636084,3.685952,0.905913,depth,1
1777900747.131192,-0.123924,0.092514,2.789000,402.679871,255.768982,0.628660,3.666527,0.888323,depth,1
1777900747.142319,-0.123657,0.092315,2.783000,402.679871,255.768982,0.628215,3.644275,0.888323,depth,1
1777900747.153446,-0.123657,0.092315,2.783000,402.679871,255.768982,0.628821,3.674594,0.888323,depth,1
1777900747.164574,-0.124009,0.091978,2.789000,402.666656,255.686081,0.636438,3.703647,0.905913,depth,1
1777900747.175701,-0.124096,0.093071,2.789000,402.653198,255.855225,0.621126,3.641669,0.870732,depth,1
1777900747.186828,-0.124543,0.092373,2.801000,402.666656,255.686081,0.637105,3.736986,0.905913,depth,1
1777900747.197957,-0.123029,0.092873,2.766000,402.660065,255.943893,0.596305,3.100987,0.835714,depth,1
1777900747.209084,-0.123209,0.091384,2.771000,402.666656,255.686081,0.635912,3.677320,0.905913,depth,1
1777900747.220211,-0.122453,0.090823,2.754000,402.666656,255.686081,0.636558,3.709636,0.905913,depth,1
1777900747.231338,-0.123209,0.092486,2.771000,402.666656,255.857605,0.604378,3.173611,0.852263,depth,1
1777900747.242466,-0.124009,0.091978,2.789000,402.666656,255.686081,0.636588,3.711109,0.905913,depth,1
1777900747.253593,-0.122986,0.092319,2.766000,402.666656,255.857605,0.603155,3.112463,0.852263,depth,1
1777900747.264720,-0.124091,0.092550,2.789000,402.653961,255.774597,0.611378,3.192681,0.868812,depth,1
1777900747.275848,-0.124009,0.091978,2.789000,402.666656,255.686081,0.636630,3.713236,0.905913,depth,1
1777900747.286976,-0.123783,0.092921,2.783000,402.660431,255.862930,0.617299,3.157724,0.885361,depth,1
1777900747.298103,-0.124009,0.091978,2.789000,402.666656,255.686081,0.636748,3.719118,0.905913,depth,1
1777900747.309231,-0.124009,0.093087,2.789000,402.666656,255.857605,0.603464,3.127928,0.852263,depth,1
1777900747.320358,-0.123209,0.091384,2.771000,402.666656,255.686081,0.636849,3.724187,0.905913,depth,1
1777900747.331485,-0.124276,0.092175,2.795000,402.666656,255.686081,0.637131,3.738284,0.905913,depth,1
1777900747.342613,-0.124009,0.091978,2.789000,402.666656,255.686081,0.636923,3.727887,0.905913,depth,1
1777900747.353740,-0.122902,0.091751,2.766000,402.679871,255.768982,0.629334,3.700264,0.888323,depth,1
1777900747.364867,-0.122453,0.090823,2.754000,402.666656,255.686081,0.636756,3.719542,0.905913,depth,1
1777900747.375996,-0.123290,0.091953,2.771000,402.653961,255.774597,0.610021,3.124792,0.868812,depth,1
1777900747.387123,-0.123742,0.091780,2.783000,402.666656,255.686081,0.636679,3.715706,0.905913,depth,1
1777900747.398250,-0.123924,0.092514,2.789000,402.679871,255.768982,0.628608,3.663920,0.888323,depth,1
1777900747.409378,-0.123378,0.093040,2.771000,402.640259,255.943893,0.596821,3.126757,0.835714,depth,1
1777900747.420505,-0.124543,0.092373,2.801000,402.666656,255.686081,0.636834,3.723436,0.905913,depth,1
1777900747.431632,-0.122986,0.091219,2.766000,402.666656,255.686081,0.636730,3.718254,0.905913,depth,1
1777900747.442760,-0.123290,0.091953,2.771000,402.653961,255.774597,0.611115,3.179513,0.868812,depth,1
1777900747.453887,-0.122453,0.091919,2.754000,402.666656,255.857605,0.603667,3.138088,0.852263,depth,1
1777900747.465015,-0.124190,0.092713,2.795000,402.679871,255.768982,0.627970,3.632037,0.888323,depth,1
1777900747.476143,-0.122986,0.091219,2.766000,402.666656,255.686081,0.636795,3.721462,0.905913,depth,1
1777900747.487270,-0.123924,0.092514,2.789000,402.679871,255.768982,0.629464,3.706749,0.888323,depth,1
1777900747.498397,-0.123290,0.091953,2.771000,402.653961,255.774597,0.609936,3.120563,0.868812,depth,1
1777900747.509525,-0.122986,0.091219,2.766000,402.666656,255.686081,0.636427,3.703099,0.905913,depth,1
1777900747.520652,-0.123657,0.092315,2.783000,402.679871,255.768982,0.628608,3.663958,0.888323,depth,1
1777900747.531779,-0.122943,0.092304,2.766000,402.673401,255.855225,0.621787,3.674716,0.870732,depth,1
1777900747.542907,-0.123924,0.092514,2.789000,402.679871,255.768982,0.629351,3.701075,0.888323,depth,1
1777900747.554035,-0.123209,0.091384,2.771000,402.666656,255.686081,0.636416,3.702549,0.905913,depth,1
1777900747.565162,-0.123124,0.091917,2.771000,402.679871,255.768982,0.627872,3.627129,0.888323,depth,1
1777900747.576290,-0.124190,0.092713,2.795000,402.679871,255.768982,0.629519,3.709488,0.888323,depth,1
1777900747.587417,-0.124276,0.092175,2.795000,402.666656,255.686081,0.636630,3.713223,0.905913,depth,1
1777900747.598544,-0.122534,0.091389,2.754000,402.653961,255.774597,0.610692,3.158351,0.868812,depth,1
1777900747.609672,-0.123209,0.091384,2.771000,402.666656,255.686081,0.636285,3.695999,0.905913,depth,1
1777900747.620799,-0.123824,0.092351,2.783000,402.653961,255.774597,0.610109,3.129187,0.868812,depth,1
1777900747.631927,-0.123209,0.091384,2.771000,402.666656,255.686081,0.636607,3.712099,0.905913,depth,1
1777900747.643055,-0.123068,0.091787,2.766000,402.653961,255.774597,0.609906,3.119041,0.868812,depth,1
1777900747.654182,-0.123209,0.092486,2.771000,402.666656,255.857605,0.603724,3.140929,0.852263,depth,1
1777900747.665309,-0.122986,0.091219,2.766000,402.666656,255.686081,0.636330,3.698236,0.905913,depth,1
1777900747.676436,-0.123209,0.091384,2.771000,402.666656,255.686081,0.635576,3.660529,0.905913,depth,1
1777900747.687564,-0.123341,0.093026,2.771000,402.646057,255.941574,0.654225,4.539383,0.908592,depth,1
1777900747.698691,-0.123209,0.091384,2.771000,402.666656,255.686081,0.636888,3.726141,0.905913,depth,1
1777900747.709818,-0.123068,0.091787,2.766000,402.653961,255.774597,0.610842,3.165843,0.868812,depth,1
1777900747.720946,-0.123209,0.091384,2.771000,402.666656,255.686081,0.635701,3.666776,0.905913,depth,1
1777900747.732074,-0.123124,0.091917,2.771000,402.679871,255.768982,0.628327,3.649917,0.888323,depth,1
1777900747.743201,-0.123209,0.091384,2.771000,402.666656,255.686081,0.636032,3.683322,0.905913,depth,1
1777900747.754329,-0.124009,0.091978,2.789000,402.666656,255.686081,0.635564,3.659922,0.905913,depth,1
1777900747.765456,-0.124091,0.092550,2.789000,402.653961,255.774597,0.610303,3.138916,0.868812,depth,1
1777900747.776583,-0.123824,0.092351,2.783000,402.653961,255.774597,0.610228,3.135134,0.868812,depth,1
1777900747.787711,-0.123124,0.091917,2.771000,402.679871,255.768982,0.628398,3.653442,0.888323,depth,1
1777900747.798838,-0.124009,0.091978,2.789000,402.666656,255.686081,0.636056,3.684539,0.905913,depth,1
1777900747.809965,-0.123209,0.091384,2.771000,402.666656,255.686081,0.636912,3.727332,0.905913,depth,1
1777900747.821094,-0.122186,0.090625,2.748000,402.666656,255.686081,0.636203,3.691878,0.905913,depth,1
1777900747.832221,-0.124009,0.093087,2.789000,402.666656,255.857605,0.603414,3.125436,0.852263,depth,1
1777900747.843348,-0.123657,0.092315,2.783000,402.679871,255.768982,0.628941,3.680581,0.888323,depth,1
1777900747.854476,-0.123657,0.092315,2.783000,402.679871,255.768982,0.629382,3.702668,0.888323,depth,1
1777900747.865603,-0.123209,0.092486,2.771000,402.666656,255.857605,0.604071,3.158267,0.852263,depth,1
1777900747.876730,-0.123742,0.091780,2.783000,402.666656,255.686081,0.636366,3.700013,0.905913,depth,1
1777900747.887858,-0.124276,0.092175,2.795000,402.666656,255.686081,0.636962,3.729843,0.905913,depth,1
1777900747.898985,-0.124543,0.092373,2.801000,402.666656,255.686081,0.637451,3.754271,0.905913,depth,1
1777900747.910112,-0.123209,0.091384,2.771000,402.666656,255.686081,0.636586,3.711039,0.905913,depth,1
1777900747.921241,-0.122453,0.091919,2.754000,402.666656,255.857605,0.603139,3.111709,0.852263,depth,1
1777900747.932368,-0.122902,0.091751,2.766000,402.679871,255.768982,0.629011,3.684097,0.888323,depth,1
1777900747.943495,-0.122453,0.090823,2.754000,402.666656,255.686081,0.636660,3.714716,0.905913,depth,1
1777900747.954623,-0.123742,0.091780,2.783000,402.666656,255.686081,0.636054,3.684414,0.905913,depth,1
1777900747.965750,-0.122986,0.091219,2.766000,402.666656,255.686081,0.636088,3.686152,0.905913,depth,1
1777900747.976877,-0.122986,0.091219,2.766000,402.666656,255.686081,0.635349,3.649193,0.905913,depth,1
1777900747.988005,-0.123742,0.091780,2.783000,402.666656,255.686081,0.636239,3.693701,0.905913,depth,1
1777900747.999132,-0.124091,0.092550,2.789000,402.653961,255.774597,0.610496,3.148569,0.868812,depth,1
1777900748.010259,-0.123209,0.091384,2.771000,402.666656,255.686081,0.636467,3.705095,0.905913,depth,1
1777900748.021387,-0.123209,0.091384,2.771000,402.666656,255.686081,0.636171,3.690279,0.905913,depth,1
1777900748.032515,-0.122986,0.091219,2.766000,402.666656,255.686081,0.636446,3.704036,0.905913,depth,1
1777900748.043642,-0.123124,0.091917,2.771000,402.679871,255.768982,0.628608,3.663949,0.888323,depth,1
1777900748.054770,-0.123209,0.091384,2.771000,402.666656,255.686081,0.636876,3.725547,0.905913,depth,1
1777900748.065897,-0.123290,0.091953,2.771000,402.653961,255.774597,0.610410,3.144275,0.868812,depth,1
1777900748.077024,-0.123209,0.091384,2.771000,402.666656,255.686081,0.636373,3.700369,0.905913,depth,1
1777900748.088152,-0.122453,0.090823,2.754000,402.666656,255.686081,0.636802,3.721823,0.905913,depth,1
1777900748.099279,-0.123068,0.091787,2.766000,402.653961,255.774597,0.610283,3.137925,0.868812,depth,1
1777900748.110406,-0.123657,0.092315,2.783000,402.679871,255.768982,0.628751,3.671077,0.888323,depth,1
1777900748.121533,-0.122369,0.091353,2.754000,402.679871,255.768982,0.629216,3.694368,0.888323,depth,1
1777900748.132662,-0.123924,0.092514,2.789000,402.679871,255.768982,0.628541,3.660609,0.888323,depth,1
1777900748.143789,-0.122986,0.091219,2.766000,402.666656,255.686081,0.636799,3.721662,0.905913,depth,1
1777900748.154916,-0.122186,0.090625,2.748000,402.666656,255.686081,0.635714,3.667455,0.905913,depth,1
1777900748.166044,-0.122902,0.091751,2.766000,402.679871,255.768982,0.629438,3.705423,0.888323,depth,1
1777900748.177171,-0.122986,0.092319,2.766000,402.666656,255.857605,0.603636,3.136517,0.852263,depth,1
1777900748.188298,-0.123742,0.091780,2.783000,402.666656,255.686081,0.636193,3.691363,0.905913,depth,1
1777900748.199426,-0.123068,0.091787,2.766000,402.653961,255.774597,0.610176,3.132543,0.868812,depth,1
1777900748.210553,-0.122453,0.090823,2.754000,402.666656,255.686081,0.636353,3.699382,0.905913,depth,1
1777900748.221680,-0.122186,0.090625,2.748000,402.666656,255.686081,0.636918,3.727623,0.905913,depth,1
1777900748.232809,-0.122539,0.091903,2.754000,402.653198,255.855225,0.620973,3.633979,0.870732,depth,1
1777900748.243936,-0.124091,0.092550,2.789000,402.653961,255.774597,0.610747,3.161087,0.868812,depth,1
1777900748.255063,-0.121835,0.090955,2.742000,402.679871,255.768982,0.628713,3.669173,0.888323,depth,1
1777900748.266191,-0.122453,0.090823,2.754000,402.666656,255.686081,0.636829,3.723182,0.905913,depth,1
1777900748.277318,-0.124276,0.092175,2.795000,402.666656,255.686081,0.636169,3.690161,0.905913,depth,1
1777900748.288445,-0.122986,0.092319,2.766000,402.666656,255.857605,0.603663,3.137905,0.852263,depth,1
1777900748.299573,-0.122102,0.091154,2.748000,402.679871,255.768982,0.629291,3.698088,0.888323,depth,1
1777900748.310700,-0.122986,0.091219,2.766000,402.666656,255.686081,0.636268,3.695121,0.905913,depth,1
1777900748.321827,-0.123824,0.092351,2.783000,402.653961,255.774597,0.610504,3.148960,0.868812,depth,1
1777900748.332956,-0.122453,0.090823,2.754000,402.666656,255.686081,0.635809,3.672197,0.905913,depth,1
1777900748.344083,-0.122186,0.090625,2.748000,402.666656,255.686081,0.636087,3.686069,0.905913,depth,1
1777900748.355210,-0.123124,0.091917,2.771000,402.679871,255.768982,0.627737,3.620416,0.888323,depth,1
1777900748.366338,-0.122902,0.091751,2.766000,402.679871,255.768982,0.627355,3.601271,0.888323,depth,1
1777900748.377465,-0.123290,0.091953,2.771000,402.653961,255.774597,0.610959,3.171703,0.868812,depth,1
1777900748.388592,-0.123068,0.091787,2.766000,402.653961,255.774597,0.611028,3.175139,0.868812,depth,1
1777900748.399720,-0.123068,0.091787,2.766000,402.653961,255.774597,0.610795,3.163498,0.868812,depth,1
1777900748.410847,-0.122000,0.090990,2.742000,402.653961,255.774597,0.610082,3.127872,0.868812,depth,1
1777900748.421974,-0.123165,0.092471,2.771000,402.673401,255.855225,0.621502,3.660445,0.870732,depth,1
1777900748.433103,-0.123068,0.091787,2.766000,402.653961,255.774597,0.610522,3.149850,0.868812,depth,1
1777900748.444230,-0.123290,0.091953,2.771000,402.653961,255.774597,0.610562,3.151846,0.868812,depth,1
1777900748.455357,-0.122369,0.091353,2.754000,402.679871,255.768982,0.629075,3.687304,0.888323,depth,1
1777900748.466485,-0.123209,0.091384,2.771000,402.666656,255.686081,0.636426,3.703012,0.905913,depth,1
1777900748.477612,-0.122986,0.092319,2.766000,402.666656,255.857605,0.604149,3.162201,0.852263,depth,1
1777900748.488739,-0.123742,0.091780,2.783000,402.666656,255.686081,0.636443,3.703896,0.905913,depth,1
1777900748.499867,-0.122186,0.090625,2.748000,402.666656,255.686081,0.636549,3.709164,0.905913,depth,1
1777900748.510994,-0.123742,0.091780,2.783000,402.666656,255.686081,0.636293,3.696391,0.905913,depth,1
1777900748.522121,-0.123657,0.092315,2.783000,402.679871,255.768982,0.629001,3.683607,0.888323,depth,1
1777900748.533250,-0.123068,0.091787,2.766000,402.653961,255.774597,0.610263,3.136911,0.868812,depth,1
1777900748.544376,-0.123924,0.092514,2.789000,402.679871,255.768982,0.627909,3.628971,0.888323,depth,1
1777900748.555504,-0.123124,0.091917,2.771000,402.679871,255.768982,0.629298,3.698421,0.888323,depth,1
1777900748.566631,-0.124009,0.091978,2.789000,402.666656,255.686081,0.636894,3.726428,0.905913,depth,1
1777900748.577759,-0.122986,0.091219,2.766000,402.666656,255.686081,0.637348,3.749121,0.905913,depth,1
1777900748.588886,-0.123824,0.092351,2.783000,402.653961,255.774597,0.609909,3.119195,0.868812,depth,1
