rep_id,concentric_start_frame,concentric_end_frame,eccentric_start_frame,eccentric_end_frame,rom_m,peak_velocity,gap_frames,confirmed
1,1838,1932,1932,2038,0.609309,1.25822,0,1
2,2038,2132,2132,2223,0.528689,1.18202,0,1
3,2230,2325,2325,2434,0.552101,1.26354,0,1
4,2438,2509,2509,2637,0.630977,1.24607,0,1
5,2642,2720,2720,2830,0.60637,1.20901,0,1
6,2837,2922,2925,3012,0.580759,1.25678,0,1
7,3012,3107,3107,3213,0.586677,1.24902,0,1
8,3223,3316,3316,3411,0.63701,1.26341,0,1
9,3411,3544,3544,3646,0.629584,1.18579,0,1
10,3657,3747,3747,3869,0.667928,1.23193,0,1
11,3869,3975,3975,4090,0.65662,1.28131,0,1
12,4090,4209,4209,4314,0.677752,1.31922,0,1
13,4326,4447,4452,4552,0.709875,1.26576,0,1
14,4559,4657,4657,4788,0.730843,1.41624,0,1
15,4795,4909,4909,5042,0.745886,1.39739,0,1
16,5050,5148,5148,5553,0.737117,1.37201,0,0
