rep_id,concentric_start_frame,concentric_end_frame,eccentric_start_frame,eccentric_end_frame,rom_m,peak_velocity,gap_frames,confirmed
1,1068,1129,966,1068,0.387654,1.06524,0,1
2,1218,1281,1129,1218,0.45781,1.19846,0,1
3,1364,1426,1281,1364,0.52762,1.3969,0,1
4,1508,1577,1426,1508,0.540591,1.32776,0,1
5,1667,1732,1577,1667,0.514599,1.56043,0,1
6,1806,1874,1732,1806,0.489064,1.14708,0,1
7,1963,2028,1874,1960,0.462402,1.03652,0,1
8,2125,2186,2028,2125,0.509436,1.37326,0,1
9,2292,2352,2186,2292,0.506551,1.39005,0,1
10,2446,2507,2352,2446,0.544006,1.47187,0,1
11,2588,2651,2507,2588,0.519496,1.25046,0,1
12,2719,2784,2651,2719,0.545863,1.21014,0,1
13,2884,2951,2784,2884,0.495705,1.06503,0,1
14,3028,3092,2951,3028,0.509291,1.22744,0,1
15,-1,-1,3121,3274,0,0,0,0
