t_s,frame_number,hw_ts_ms,host_dt_ms,missed_total
1.458,112,1777534778879.394,11.114,0
1.470,113,1777534778890.510,11.115,0
1.480,114,1777534778901.625,11.115,0
1.491,115,1777534778912.741,11.116,0
1.503,116,1777534778923.856,11.115,0
1.514,117,1777534778934.971,11.115,0
1.525,118,1777534778946.086,11.115,0
1.536,119,1777534778957.202,11.116,0
1.547,120,1777534778968.316,11.115,0
1.558,121,1777534778979.431,11.115,0
1.569,122,1777534778990.546,11.115,0
1.580,123,1777534779001.660,11.114,0
1.592,124,1777534779012.775,11.114,0
1.603,125,1777534779023.890,11.115,0
1.614,126,1777534779035.004,11.114,0
1.625,127,1777534779046.117,11.114,0
1.636,128,1777534779057.232,11.115,0
1.647,129,1777534779068.346,11.114,0
1.659,130,1777534779079.459,11.114,0
1.670,131,1777534779090.573,11.114,0
1.681,132,1777534779101.687,11.113,0
1.692,133,1777534779112.800,11.113,0
1.703,134,1777534779123.914,11.114,0
1.714,135,1777534779135.027,11.113,0
1.725,136,1777534779146.140,11.113,0
1.737,137,1777534779157.253,11.114,0
1.748,138,1777534779168.366,11.113,0
1.759,139,1777534779179.478,11.112,0
1.770,140,1777534779190.592,11.114,0
1.781,141,1777534779201.704,11.112,0
1.792,142,1777534779212.816,11.112,0
1.803,143,1777534779223.929,11.113,0
1.814,144,1777534779235.041,11.112,0
1.825,145,1777534779246.153,11.112,0
1.837,146,1777534779257.265,11.113,0
1.847,147,1777534779268.377,11.112,0
1.859,148,1777534779279.488,11.111,0
1.870,149,1777534779290.601,11.113,0
1.881,150,1777534779301.712,11.111,0
1.892,151,1777534779312.823,11.111,0
1.903,152,1777534779323.935,11.112,0
1.914,153,1777534779335.046,11.111,0
1.926,154,1777534779346.157,11.111,0
1.937,155,1777534779357.268,11.112,0
1.948,156,1777534779368.379,11.111,0
1.959,157,1777534779379.489,11.110,0
1.970,158,1777534779390.600,11.110,0
1.981,159,1777534779401.711,11.111,0
1.992,160,1777534779412.821,11.110,0
2.004,161,1777534779423.931,11.110,0
2.015,162,1777534779435.042,11.111,0
2.026,163,1777534779446.152,11.110,0
2.038,164,1777534779457.261,11.110,0
2.048,165,1777534779468.372,11.110,0
2.059,166,1777534779479.481,11.109,0
2.070,167,1777534779490.590,11.109,0
2.081,168,1777534779501.700,11.110,0
2.093,169,1777534779512.810,11.109,0
2.104,170,1777534779523.918,11.109,0
2.115,171,1777534779535.028,11.110,0
2.126,172,1777534779546.137,11.109,0
2.137,173,1777534779557.246,11.109,0
2.148,174,1777534779568.355,11.109,0
2.159,175,1777534779579.464,11.108,0
2.170,176,1777534779590.572,11.108,0
2.182,177,1777534779601.681,11.109,0
2.193,178,1777534779612.789,11.108,0
2.204,179,1777534779623.897,11.108,0
2.215,180,1777534779635.006,11.109,0
2.226,181,1777534779646.114,11.108,0
2.237,182,1777534779657.221,11.107,0
2.248,183,1777534779668.330,11.109,0
2.260,184,1777534779679.437,11.107,0
2.271,185,1777534779690.544,11.107,0
2.282,186,1777534779701.653,11.108,0
2.293,187,1777534779712.760,11.107,0
2.304,188,1777534779723.866,11.107,0
2.315,189,1777534779734.974,11.108,0
2.326,190,1777534779746.081,11.107,0
2.337,191,1777534779757.188,11.107,0
2.349,192,1777534779768.295,11.107,0
2.360,193,1777534779779.402,11.106,0
2.371,194,1777534779790.508,11.106,0
2.382,195,1777534779801.615,11.107,0
2.393,196,1777534779812.721,11.106,0
2.404,197,1777534779823.827,11.106,0
2.415,198,1777534779834.933,11.106,0
2.426,199,1777534779846.039,11.107,0
2.438,200,1777534779857.145,11.105,0
2.449,201,1777534779868.250,11.105,0
2.460,202,1777534779879.360,11.110,0
2.471,203,1777534779890.492,11.132,0
2.482,204,1777534779901.623,11.131,0
2.494,205,1777534779912.756,11.133,0
2.504,206,1777534779923.887,11.132,0
2.516,207,1777534779935.019,11.132,0
2.527,208,1777534779946.151,11.133,0
2.538,209,1777534779957.283,11.132,0
2.549,210,1777534779968.415,11.132,0
2.560,211,1777534779979.547,11.133,0
2.571,212,1777534779990.679,11.132,0
2.582,213,1777534780001.811,11.132,0
2.594,214,1777534780012.944,11.133,0
2.605,215,1777534780024.075,11.132,0
2.616,216,1777534780035.207,11.132,0
2.627,217,1777534780046.340,11.133,0
2.638,218,1777534780057.472,11.132,0
2.649,219,1777534780068.604,11.132,0
2.660,220,1777534780079.737,11.133,0
2.672,221,1777534780090.869,11.132,0
2.683,222,1777534780102.000,11.132,0
2.694,223,1777534780113.134,11.133,0
2.705,224,1777534780124.266,11.132,0
2.716,225,1777534780135.397,11.132,0
2.727,226,1777534780146.531,11.133,0
2.739,227,1777534780157.663,11.132,0
2.749,228,1777534780168.795,11.132,0
2.760,229,1777534780179.928,11.133,0
2.772,230,1777534780191.060,11.132,0
2.783,231,1777534780202.192,11.132,0
2.794,232,1777534780213.325,11.133,0
2.805,233,1777534780224.458,11.132,0
2.816,234,1777534780235.590,11.132,0
2.827,235,1777534780246.723,11.133,0
2.838,236,1777534780257.855,11.132,0
2.849,237,1777534780268.988,11.132,0
2.861,238,1777534780280.120,11.132,0
2.872,239,1777534780291.253,11.133,0
2.883,240,1777534780302.385,11.132,0
2.894,241,1777534780313.518,11.132,0
2.905,242,1777534780324.651,11.134,0
2.916,243,1777534780335.784,11.132,0
2.927,244,1777534780346.916,11.133,0
2.939,245,1777534780358.050,11.133,0
2.950,246,1777534780369.182,11.133,0
2.961,247,1777534780380.315,11.133,0
2.972,248,1777534780391.448,11.134,0
2.983,249,1777534780402.581,11.133,0
2.994,250,1777534780413.713,11.133,0
3.005,251,1777534780424.847,11.134,0
3.016,252,1777534780435.980,11.133,0
3.027,253,1777534780447.112,11.133,0
3.039,254,1777534780458.246,11.134,0
3.050,255,1777534780469.379,11.133,0
3.061,256,1777534780480.511,11.133,0
3.072,257,1777534780491.645,11.134,0
3.083,258,1777534780502.778,11.133,0
3.094,259,1777534780513.911,11.133,0
3.106,260,1777534780525.045,11.134,0
3.117,261,1777534780536.177,11.133,0
3.128,262,1777534780547.310,11.133,0
3.139,263,1777534780558.444,11.134,0
3.150,264,1777534780569.577,11.133,0
3.161,265,1777534780580.710,11.133,0
3.172,266,1777534780591.844,11.134,0
3.183,267,1777534780602.977,11.133,0
3.195,268,1777534780614.110,11.133,0
3.206,269,1777534780625.244,11.134,0
3.217,270,1777534780636.377,11.133,0
3.228,271,1777534780647.510,11.133,0
3.239,272,1777534780658.644,11.134,0
3.250,273,1777534780669.777,11.133,0
3.261,274,1777534780680.911,11.133,0
3.273,275,1777534780692.045,11.134,0
3.284,276,1777534780703.178,11.133,0
3.295,277,1777534780714.311,11.133,0
3.306,278,1777534780725.444,11.133,0
3.317,279,1777534780736.579,11.134,0
3.328,280,1777534780747.712,11.133,0
3.339,281,1777534780758.845,11.133,0
3.351,282,1777534780769.979,11.134,0
3.362,283,1777534780781.113,11.133,0
3.373,284,1777534780792.246,11.134,0
3.384,285,1777534780803.381,11.134,0
3.395,286,1777534780814.514,11.134,0
3.406,287,1777534780825.647,11.133,0
3.417,288,1777534780836.782,11.135,0
3.428,289,1777534780847.916,11.134,0
3.440,290,1777534780859.049,11.134,0
3.451,291,1777534780870.184,11.135,0
3.462,292,1777534780881.317,11.133,0
3.473,293,1777534780892.448,11.132,0
3.484,294,1777534780903.582,11.133,0
3.495,295,1777534780914.713,11.132,0
3.506,296,1777534780925.845,11.132,0
3.517,297,1777534780936.978,11.133,0
3.528,298,1777534780948.110,11.132,0
3.540,299,1777534780959.242,11.132,0
3.551,300,1777534780970.375,11.133,0
3.562,301,1777534780981.507,11.132,0
3.573,302,1777534780992.639,11.132,0
3.584,303,1777534781003.772,11.133,0
3.595,304,1777534781014.904,11.132,0
3.606,305,1777534781026.036,11.132,0
3.618,306,1777534781037.169,11.133,0
3.629,307,1777534781048.301,11.132,0
3.640,308,1777534781059.433,11.132,0
3.651,309,1777534781070.566,11.133,0
3.662,310,1777534781081.698,11.132,0
3.673,311,1777534781092.830,11.132,0
3.684,312,1777534781103.963,11.133,0
3.695,313,1777534781115.095,11.132,0
3.706,314,1777534781126.227,11.132,0
3.718,315,1777534781137.360,11.133,0
3.729,316,1777534781148.492,11.132,0
3.740,317,1777534781159.624,11.132,0
3.751,318,1777534781170.756,11.132,0
3.762,319,1777534781181.889,11.133,0
3.773,320,1777534781193.021,11.132,0
3.785,321,1777534781204.153,11.132,0
3.796,322,1777534781215.286,11.133,0
3.807,323,1777534781226.418,11.132,0
3.818,324,1777534781237.551,11.132,0
3.829,325,1777534781248.684,11.133,0
3.840,326,1777534781259.816,11.132,0
3.863,328,1777534781282.081,22.265,1
3.874,329,1777534781293.213,11.132,1
3.885,330,1777534781304.345,11.132,1
3.896,331,1777534781315.479,11.133,1
3.907,332,1777534781326.611,11.132,1
3.918,333,1777534781337.743,11.132,1
3.929,334,1777534781348.876,11.133,1
3.941,335,1777534781360.008,11.132,1
3.951,336,1777534781371.140,11.132,1
3.963,337,1777534781382.274,11.133,1
3.974,338,1777534781393.406,11.132,1
3.985,339,1777534781404.538,11.132,1
3.996,340,1777534781415.671,11.133,1
4.007,341,1777534781426.804,11.132,1
4.019,342,1777534781437.936,11.132,1
4.029,343,1777534781449.069,11.133,1
4.041,344,1777534781460.201,11.132,1
4.052,345,1777534781471.334,11.132,1
4.063,346,1777534781482.467,11.133,1
4.074,347,1777534781493.599,11.132,1
4.085,348,1777534781504.732,11.132,1
4.096,349,1777534781515.865,11.133,1
4.107,350,1777534781526.997,11.132,1
4.118,351,1777534781538.130,11.132,1
4.130,352,1777534781549.263,11.133,1
4.141,353,1777534781560.395,11.132,1
4.152,354,1777534781571.528,11.132,1
4.163,355,1777534781582.661,11.133,1
4.174,356,1777534781593.793,11.132,1
4.186,357,1777534781604.926,11.133,1
4.197,358,1777534781616.058,11.132,1
4.208,359,1777534781627.191,11.133,1
4.219,360,1777534781638.324,11.133,1
4.230,361,1777534781649.456,11.132,1
4.241,362,1777534781660.590,11.133,1
4.252,363,1777534781671.722,11.133,1
4.263,364,1777534781682.854,11.132,1
4.274,365,1777534781693.988,11.134,1
4.285,366,1777534781705.120,11.132,1
4.297,367,1777534781716.253,11.133,1
4.308,368,1777534781727.386,11.134,1
4.319,369,1777534781738.519,11.132,1
4.330,370,1777534781749.651,11.133,1
4.341,371,1777534781760.785,11.134,1
4.352,372,1777534781771.917,11.132,1
4.363,373,1777534781783.050,11.133,1
4.375,374,1777534781794.183,11.134,1
4.386,375,1777534781805.316,11.133,1
4.397,376,1777534781816.448,11.133,1
4.408,377,1777534781827.582,11.133,1
4.419,378,1777534781838.714,11.133,1
4.431,379,1777534781849.847,11.133,1
4.441,380,1777534781860.980,11.134,1
4.452,381,1777534781872.113,11.133,1
4.464,382,1777534781883.246,11.133,1
4.475,383,1777534781894.381,11.135,1
4.486,384,1777534781905.515,11.134,1
4.497,385,1777534781916.649,11.134,1
4.508,386,1777534781927.784,11.135,1
4.519,387,1777534781938.918,11.134,1
4.531,388,1777534781950.052,11.134,1
4.542,389,1777534781961.187,11.135,1
4.553,390,1777534781972.322,11.134,1
4.564,391,1777534781983.456,11.134,1
4.575,392,1777534781994.591,11.135,1
4.586,393,1777534782005.725,11.134,1
4.597,394,1777534782016.860,11.134,1
4.609,395,1777534782027.995,11.135,1
4.620,396,1777534782039.129,11.135,1
4.631,397,1777534782050.264,11.134,1
4.642,398,1777534782061.398,11.135,1
4.653,399,1777534782072.533,11.135,1
4.664,400,1777534782083.668,11.135,1
4.675,401,1777534782094.802,11.135,1
4.686,402,1777534782105.938,11.135,1
4.698,403,1777534782117.073,11.135,1
4.709,404,1777534782128.207,11.135,1
4.720,405,1777534782139.343,11.136,1
4.731,406,1777534782150.477,11.135,1
4.742,407,1777534782161.612,11.135,1
4.753,408,1777534782172.748,11.135,1
4.765,409,1777534782183.882,11.135,1
4.775,410,1777534782195.017,11.135,1
4.787,411,1777534782206.153,11.136,1
4.798,412,1777534782217.288,11.135,1
4.809,413,1777534782228.422,11.135,1
4.820,414,1777534782239.558,11.136,1
4.831,415,1777534782250.693,11.135,1
4.842,416,1777534782261.828,11.135,1
4.854,417,1777534782272.964,11.136,1
4.865,418,1777534782284.099,11.135,1
4.876,419,1777534782295.234,11.135,1
4.887,420,1777534782306.370,11.136,1
4.898,421,1777534782317.505,11.135,1
4.909,422,1777534782328.640,11.135,1
4.920,423,1777534782339.776,11.136,1
4.931,424,1777534782350.911,11.135,1
4.942,425,1777534782362.046,11.135,1
4.954,426,1777534782373.182,11.136,1
4.965,427,1777534782384.317,11.135,1
4.976,428,1777534782395.452,11.135,1
4.987,429,1777534782406.589,11.136,1
4.998,430,1777534782417.724,11.135,1
5.009,431,1777534782428.859,11.135,1
5.021,432,1777534782439.995,11.136,1
5.031,433,1777534782451.131,11.135,1
5.043,434,1777534782462.266,11.135,1
5.054,435,1777534782473.402,11.136,1
5.066,436,1777534782484.538,11.135,1
5.076,437,1777534782495.673,11.135,1
5.087,438,1777534782506.809,11.135,1
5.099,439,1777534782517.945,11.136,1
5.109,440,1777534782529.081,11.135,1
5.121,441,1777534782540.216,11.135,1
5.132,442,1777534782551.353,11.136,1
5.143,443,1777534782562.488,11.135,1
5.155,444,1777534782573.624,11.136,1
5.165,445,1777534782584.760,11.136,1
5.176,446,1777534782595.896,11.136,1
5.187,447,1777534782607.032,11.136,1
5.199,448,1777534782618.168,11.136,1
5.210,449,1777534782629.304,11.136,1
5.221,450,1777534782640.440,11.136,1
5.232,451,1777534782651.576,11.137,1
5.243,452,1777534782662.712,11.136,1
5.254,453,1777534782673.848,11.136,1
5.265,454,1777534782684.985,11.137,1
5.277,455,1777534782696.121,11.136,1
5.287,456,1777534782707.257,11.136,1
5.299,457,1777534782718.394,11.137,1
5.310,458,1777534782729.530,11.136,1
5.321,459,1777534782740.666,11.136,1
5.332,460,1777534782751.802,11.137,1
5.343,461,1777534782762.938,11.136,1
5.354,462,1777534782774.075,11.136,1
5.366,463,1777534782785.212,11.137,1
5.377,464,1777534782796.348,11.136,1
5.388,465,1777534782807.484,11.136,1
5.399,466,1777534782818.621,11.137,1
5.410,467,1777534782829.757,11.136,1
5.421,468,1777534782840.893,11.136,1
5.432,469,1777534782852.031,11.137,1
5.443,470,1777534782863.167,11.136,1
5.455,471,1777534782874.303,11.136,1
5.466,472,1777534782885.440,11.137,1
5.477,473,1777534782896.572,11.132,1
5.488,474,1777534782907.704,11.132,1
5.499,475,1777534782918.837,11.133,1
5.510,476,1777534782929.969,11.132,1
5.521,477,1777534782941.101,11.132,1
5.532,478,1777534782952.233,11.132,1
5.544,479,1777534782963.366,11.133,1
5.555,480,1777534782974.499,11.132,1
5.566,481,1777534782985.631,11.132,1
5.577,482,1777534782996.764,11.133,1
5.588,483,1777534783007.896,11.132,1
5.599,484,1777534783019.028,11.132,1
5.610,485,1777534783030.161,11.133,1
5.622,486,1777534783041.293,11.132,1
5.633,487,1777534783052.425,11.132,1
5.644,488,1777534783063.558,11.133,1
5.655,489,1777534783074.690,11.132,1
5.666,490,1777534783085.822,11.132,1
5.677,491,1777534783096.955,11.133,1
5.688,492,1777534783108.087,11.132,1
5.699,493,1777534783119.219,11.132,1
5.711,494,1777534783130.352,11.133,1
5.722,495,1777534783141.484,11.132,1
5.733,496,1777534783152.616,11.132,1
5.744,497,1777534783163.750,11.133,1
5.756,498,1777534783174.882,11.132,1
5.766,499,1777534783186.014,11.132,1
5.777,500,1777534783197.147,11.133,1
5.788,501,1777534783208.279,11.132,1
5.800,502,1777534783219.411,11.132,1
5.811,503,1777534783230.544,11.133,1
5.822,504,1777534783241.676,11.132,1
5.833,505,1777534783252.808,11.132,1
5.845,506,1777534783263.941,11.133,1
5.855,507,1777534783275.073,11.132,1
5.866,508,1777534783286.205,11.132,1
5.877,509,1777534783297.338,11.133,1
5.888,510,1777534783308.470,11.132,1
5.900,511,1777534783319.602,11.132,1
5.911,512,1777534783330.735,11.133,1
5.922,513,1777534783341.867,11.132,1
5.933,514,1777534783353.000,11.132,1
5.945,515,1777534783364.133,11.133,1
5.955,516,1777534783375.265,11.132,1
5.967,517,1777534783386.397,11.132,1
5.978,518,1777534783397.529,11.132,1
5.989,519,1777534783408.662,11.133,1
6.000,520,1777534783419.794,11.132,1
6.011,521,1777534783430.926,11.132,1
6.022,522,1777534783442.059,11.133,1
6.034,523,1777534783453.191,11.132,1
6.045,524,1777534783464.323,11.132,1
6.056,525,1777534783475.456,11.133,1
6.067,526,1777534783486.588,11.132,1
6.078,527,1777534783497.720,11.132,1
6.089,528,1777534783508.853,11.133,1
6.101,529,1777534783519.985,11.132,1
6.111,530,1777534783531.117,11.132,1
6.123,531,1777534783542.250,11.133,1
6.134,532,1777534783553.382,11.132,1
6.145,533,1777534783564.514,11.132,1
6.156,534,1777534783575.647,11.133,1
6.167,535,1777534783586.779,11.132,1
6.179,536,1777534783597.911,11.132,1
6.189,537,1777534783609.044,11.133,1
6.200,538,1777534783620.177,11.132,1
6.212,539,1777534783631.309,11.132,1
6.223,540,1777534783642.441,11.133,1
6.234,541,1777534783653.573,11.132,1
6.245,542,1777534783664.706,11.132,1
6.256,543,1777534783675.839,11.133,1
6.267,544,1777534783686.971,11.132,1
6.278,545,1777534783698.103,11.132,1
6.290,546,1777534783709.236,11.133,1
6.301,547,1777534783720.368,11.132,1
6.312,548,1777534783731.500,11.132,1
6.323,549,1777534783742.633,11.133,1
6.335,550,1777534783753.765,11.132,1
6.345,551,1777534783764.897,11.132,1
6.356,552,1777534783776.030,11.133,1
6.367,553,1777534783787.162,11.132,1
6.378,554,1777534783798.294,11.132,1
6.390,555,1777534783809.427,11.133,1
6.401,556,1777534783820.559,11.132,1
6.412,557,1777534783831.691,11.132,1
6.423,558,1777534783842.823,11.132,1
6.434,559,1777534783853.956,11.133,1
6.446,560,1777534783865.088,11.132,1
6.456,561,1777534783876.220,11.132,1
6.468,562,1777534783887.353,11.133,1
6.479,563,1777534783898.485,11.132,1
6.490,564,1777534783909.617,11.132,1
6.501,565,1777534783920.750,11.133,1
6.512,566,1777534783931.882,11.132,1
6.523,567,1777534783943.014,11.132,1
6.534,568,1777534783954.147,11.133,1
6.545,569,1777534783965.279,11.132,1
6.557,570,1777534783976.411,11.132,1
6.568,571,1777534783987.544,11.133,1
6.579,572,1777534783998.676,11.132,1
6.590,573,1777534784009.808,11.132,1
6.601,574,1777534784020.941,11.133,1
6.612,575,1777534784032.073,11.132,1
6.623,576,1777534784043.205,11.132,1
6.635,577,1777534784054.338,11.133,1
6.646,578,1777534784065.470,11.132,1
6.657,579,1777534784076.602,11.132,1
6.668,580,1777534784087.735,11.133,1
6.679,581,1777534784098.867,11.132,1
6.690,582,1777534784109.999,11.132,1
6.701,583,1777534784121.132,11.133,1
6.713,584,1777534784132.263,11.132,1
6.723,585,1777534784143.396,11.132,1
6.735,586,1777534784154.528,11.133,1
6.746,587,1777534784165.660,11.132,1
6.757,588,1777534784176.792,11.132,1
6.768,589,1777534784187.925,11.133,1
6.779,590,1777534784199.057,11.132,1
6.790,591,1777534784210.189,11.132,1
6.802,592,1777534784221.322,11.133,1
6.813,593,1777534784232.454,11.132,1
6.824,594,1777534784243.586,11.132,1
6.835,595,1777534784254.719,11.133,1
6.846,596,1777534784265.851,11.132,1
6.858,597,1777534784276.983,11.132,1
6.868,598,1777534784288.115,11.132,1
6.879,599,1777534784299.248,11.133,1
6.891,600,1777534784310.380,11.132,1
6.902,601,1777534784321.512,11.132,1
6.913,602,1777534784332.645,11.133,1
6.924,603,1777534784343.777,11.132,1
6.935,604,1777534784354.909,11.132,1
6.947,605,1777534784366.042,11.133,1
6.958,606,1777534784377.174,11.132,1
6.968,607,1777534784388.306,11.132,1
6.979,608,1777534784399.439,11.133,1
6.991,609,1777534784410.571,11.132,1
7.002,610,1777534784421.703,11.132,1
7.013,611,1777534784432.835,11.133,1
7.024,612,1777534784443.968,11.132,1
7.035,613,1777534784455.099,11.132,1
7.046,614,1777534784466.232,11.133,1
7.058,615,1777534784477.364,11.132,1
7.069,616,1777534784488.496,11.132,1
7.080,617,1777534784499.629,11.133,1
7.091,618,1777534784510.761,11.132,1
7.102,619,1777534784521.893,11.132,1
7.113,620,1777534784533.026,11.133,1
7.124,621,1777534784544.158,11.132,1
7.135,622,1777534784555.290,11.132,1
7.147,623,1777534784566.423,11.133,1
7.158,624,1777534784577.555,11.132,1
7.169,625,1777534784588.687,11.132,1
7.180,626,1777534784599.820,11.133,1
7.191,627,1777534784610.952,11.132,1
7.202,628,1777534784622.084,11.132,1
7.224,630,1777534784644.349,22.265,2
7.236,631,1777534784655.480,11.132,2
7.247,632,1777534784666.614,11.133,2
7.258,633,1777534784677.745,11.132,2
7.269,634,1777534784688.877,11.132,2
7.281,635,1777534784700.010,11.133,2
7.291,636,1777534784711.142,11.132,2
7.302,637,1777534784722.274,11.132,2
7.314,638,1777534784733.406,11.132,2
7.325,639,1777534784744.539,11.133,2
7.336,640,1777534784755.671,11.132,2
7.347,641,1777534784766.803,11.132,2
7.358,642,1777534784777.936,11.133,2
7.369,643,1777534784789.068,11.132,2
7.380,644,1777534784800.200,11.132,2
7.392,645,1777534784811.333,11.133,2
7.403,646,1777534784822.465,11.132,2
7.414,647,1777534784833.596,11.132,2
7.425,648,1777534784844.729,11.133,2
7.436,649,1777534784855.861,11.132,2
7.447,650,1777534784866.993,11.132,2
7.458,651,1777534784878.126,11.133,2
7.469,652,1777534784889.258,11.132,2
7.481,653,1777534784900.390,11.132,2
7.492,654,1777534784911.523,11.133,2
7.503,655,1777534784922.654,11.132,2
7.514,656,1777534784933.786,11.132,2
7.526,657,1777534784944.919,11.133,2
7.536,658,1777534784956.050,11.132,2
7.547,659,1777534784967.182,11.132,2
7.558,660,1777534784978.315,11.133,2
7.570,661,1777534784989.446,11.132,2
7.581,662,1777534785000.578,11.132,2
7.592,663,1777534785011.711,11.133,2
7.603,664,1777534785022.842,11.132,2
7.614,665,1777534785033.974,11.132,2
7.625,666,1777534785045.107,11.133,2
7.636,667,1777534785056.238,11.132,2
7.647,668,1777534785067.370,11.132,2
7.659,669,1777534785078.503,11.133,2
7.670,670,1777534785089.634,11.132,2
7.681,671,1777534785100.766,11.132,2
7.692,672,1777534785111.899,11.133,2
7.704,673,1777534785123.030,11.132,2
7.715,674,1777534785134.162,11.132,2
7.726,675,1777534785145.294,11.133,2
7.737,676,1777534785156.426,11.132,2
7.748,677,1777534785167.558,11.132,2
7.759,678,1777534785178.689,11.132,2
7.770,679,1777534785189.822,11.133,2
7.781,680,1777534785200.954,11.132,2
7.792,681,1777534785212.085,11.132,2
7.803,682,1777534785223.218,11.133,2
7.815,683,1777534785234.350,11.132,2
7.826,684,1777534785245.481,11.132,2
7.837,685,1777534785256.614,11.133,2
7.848,686,1777534785267.746,11.132,2
7.859,687,1777534785278.877,11.132,2
7.870,688,1777534785290.010,11.133,2
7.881,689,1777534785301.141,11.132,2
7.892,690,1777534785312.273,11.132,2
7.903,691,1777534785323.406,11.133,2
7.915,692,1777534785334.537,11.132,2
7.926,693,1777534785345.669,11.132,2
7.937,694,1777534785356.802,11.133,2
7.948,695,1777534785367.933,11.132,2
7.959,696,1777534785379.065,11.132,2
7.970,697,1777534785390.197,11.133,2
