timestamp_s,depth_m,pixel_u,pixel_v
1777901229.017602,2.675000,373.731934,258.703949
1777901229.028729,2.665000,373.548615,258.576385
1777901229.039857,2.692000,373.731934,258.703949
1777901229.050984,2.675000,373.657135,258.628571
1777901229.062111,2.665000,373.731934,258.703949
1777901229.073239,2.665000,373.584503,258.633789
1777901229.084366,2.659000,373.731934,258.703949
1777901229.095493,2.670000,373.731934,258.703949
1777901229.106621,2.675000,373.731934,258.703949
1777901229.117748,2.670000,373.731934,258.703949
1777901229.128875,2.670000,373.659760,258.708038
1777901229.140002,2.692000,373.657135,258.628571
1777901229.151130,2.659000,373.731934,258.703949
1777901229.162257,2.692000,373.584503,258.633789
1777901229.173384,2.665000,373.731934,258.703949
1777901229.184512,2.670000,373.657135,258.628571
1777901229.195639,2.681000,373.619720,258.570435
1777901229.206766,2.659000,373.659760,258.708038
1777901229.217894,2.692000,373.694244,258.645966
1777901229.229021,2.659000,373.657135,258.628571
1777901229.240148,2.665000,373.657135,258.628571
1777901229.251276,2.686000,373.731934,258.703949
1777901229.262403,2.686000,373.731934,258.703949
1777901229.273530,2.665000,373.731934,258.703949
1777901229.284658,2.670000,373.584503,258.633789
1777901229.295785,2.697000,373.584503,258.633789
1777901229.306912,2.675000,373.584503,258.633789
1777901229.318040,2.670000,373.749420,258.645966
1777901229.329166,2.675000,373.657135,258.628571
1777901229.340293,2.697000,373.657135,258.628571
1777901229.351421,2.665000,373.657135,258.628571
1777901229.362548,2.670000,373.659760,258.708038
1777901229.373675,2.675000,373.659760,258.708038
1777901229.384803,2.686000,373.657135,258.628571
1777901229.395931,2.686000,373.694244,258.645966
1777901229.407057,2.675000,373.623596,258.650787
1777901229.418185,2.675000,373.731934,258.703949
1777901229.429312,2.665000,373.659760,258.708038
1777901229.440439,2.670000,373.731934,258.703949
1777901229.451567,2.670000,373.657135,258.628571
1777901229.462694,2.670000,373.731934,258.703949
1777901229.473821,2.665000,373.584503,258.633789
1777901229.484949,2.681000,373.657135,258.628571
1777901229.496076,2.681000,373.659760,258.708038
1777901229.507203,2.665000,373.659760,258.708038
1777901229.518331,2.665000,373.659760,258.708038
1777901229.529459,2.686000,373.604156,258.576385
1777901229.540586,2.686000,373.657135,258.628571
1777901229.551713,2.665000,373.657135,258.628571
1777901229.562840,2.670000,373.731934,258.703949
1777901229.573967,2.697000,373.731934,258.703949
1777901229.585094,2.665000,373.694244,258.645966
1777901229.596222,2.665000,373.659760,258.708038
1777901229.607350,2.670000,373.657135,258.628571
1777901229.618477,2.675000,373.731934,258.703949
1777901229.629605,2.681000,373.731934,258.703949
1777901229.640731,2.675000,373.731934,258.703949
1777901229.651859,2.686000,373.657135,258.628571
1777901229.662987,2.686000,373.731934,258.703949
1777901229.674114,2.686000,373.652161,258.688416
