timestamp_s,depth_m,pixel_u,pixel_v
1777903097.681255,2.596000,354.005005,262.186005
1777903097.692383,2.526000,354.035217,262.221375
1777903097.703511,2.596000,354.005005,262.186005
1777903097.714638,2.581000,354.005005,262.186005
1777903097.725766,2.561000,354.062958,262.230865
1777903097.736893,2.581000,354.005005,262.186005
1777903097.748020,2.581000,354.005005,262.186005
1777903097.759148,2.612000,354.005005,262.186005
1777903097.770275,2.591000,354.046539,262.210052
1777903097.781403,2.576000,354.005005,262.186005
1777903097.792531,2.576000,354.005005,262.186005
1777903097.803658,2.612000,354.005005,262.186005
1777903097.814785,2.581000,354.005005,262.186005
1777903097.825913,2.571000,354.035217,262.221375
1777903097.837040,2.546000,354.005005,262.186005
1777903097.848167,2.571000,354.005005,262.186005
1777903097.859295,2.571000,354.005005,262.186005
1777903097.870423,2.561000,354.005005,262.186005
1777903097.881550,2.596000,354.035217,262.221375
1777903097.892677,2.596000,353.990082,262.143738
1777903097.903805,2.581000,354.035217,262.221375
1777903097.914932,2.571000,354.005005,262.186005
1777903097.926059,2.571000,354.005005,262.186005
1777903097.937188,2.571000,354.019989,262.178528
1777903097.948315,2.556000,354.005005,262.186005
1777903097.959442,2.591000,354.035217,262.221375
1777903097.970570,2.581000,354.005005,262.186005
1777903097.981698,2.561000,354.005005,262.186005
1777903097.992825,2.576000,354.005005,262.186005
1777903098.003953,2.596000,354.046539,262.210052
1777903098.015080,2.596000,353.982391,262.145905
1777903098.026207,2.612000,354.005005,262.186005
1777903098.037335,2.591000,353.990082,262.143738
1777903098.048462,2.556000,354.005005,262.186005
1777903098.059590,2.581000,354.035217,262.221375
1777903098.070718,2.606000,353.990082,262.143738
1777903098.081845,2.576000,354.035217,262.221375
1777903098.092972,2.581000,354.035217,262.221375
1777903098.104100,2.576000,354.005005,262.186005
1777903098.115227,2.561000,354.046539,262.210052
1777903098.126354,2.606000,354.035217,262.221375
1777903098.137483,2.561000,354.005005,262.186005
1777903098.148610,2.576000,354.019989,262.178528
1777903098.159737,2.591000,354.005005,262.186005
1777903098.170865,2.612000,354.031219,262.167297
1777903098.181992,2.591000,354.005005,262.186005
1777903098.193119,2.576000,354.005005,262.186005
1777903098.204247,2.556000,354.031677,262.253479
1777903098.215375,2.591000,354.005005,262.186005
1777903098.226502,2.596000,354.005005,262.186005
1777903098.237630,2.591000,354.005005,262.186005
1777903098.248757,2.576000,354.035217,262.221375
1777903098.259884,2.591000,353.989929,262.228943
1777903098.271013,2.576000,354.046539,262.210052
1777903098.282140,2.571000,354.046539,262.210052
1777903098.293267,2.591000,354.035217,262.221375
1777903098.304394,2.617000,354.005005,262.186005
1777903098.315522,2.576000,354.005005,262.186005
1777903098.326649,2.576000,354.046539,262.210052
1777903098.337776,2.576000,354.046539,262.210052
1777903098.348905,2.606000,354.046539,262.210052
1777903098.360032,2.612000,354.005005,262.186005
1777903098.371159,2.561000,354.005005,262.186005
1777903098.382287,2.591000,354.005005,262.186005
1777903098.393414,2.576000,354.005005,262.186005
1777903098.404541,2.571000,354.004944,262.231720
1777903098.415670,2.591000,354.005005,262.186005
1777903098.426797,2.596000,354.035217,262.221375
1777903098.437924,2.561000,354.005005,262.186005
1777903098.449052,2.571000,354.095428,262.260803
1777903098.460179,2.591000,354.035217,262.221375
1777903098.471306,2.596000,354.005005,262.186005
1777903098.482435,2.581000,354.035217,262.221375
1777903098.493562,2.561000,354.005005,262.186005
1777903098.504689,2.591000,354.005005,262.186005
1777903098.515817,2.576000,354.005005,262.186005
1777903098.526944,2.606000,354.005005,262.186005
1777903098.538072,2.596000,354.005005,262.186005
1777903098.549200,2.581000,354.005005,262.186005
1777903098.560327,2.581000,354.005005,262.186005
1777903098.571454,2.606000,354.005005,262.186005
1777903098.582582,2.571000,354.046539,262.210052
1777903098.593709,2.581000,354.035217,262.221375
1777903098.604836,2.591000,353.990021,262.274658
1777903098.615965,2.571000,354.035217,262.221375
1777903098.627092,2.581000,354.035217,262.221375
1777903098.638219,2.546000,354.005005,262.186005
1777903098.649347,2.571000,354.153473,262.305664
1777903098.660474,2.581000,354.005005,262.186005
1777903098.671601,2.526000,354.005005,262.186005
1777903098.682729,2.561000,354.005005,262.186005
1777903098.693857,2.521000,354.005005,262.186005
1777903098.704984,2.546000,354.093292,262.266174
1777903098.716112,2.591000,354.005005,262.186005
1777903098.727239,2.571000,354.005005,262.186005
1777903098.738366,2.581000,354.005005,262.186005
1777903098.749494,2.576000,353.989929,262.228943
1777903098.760622,2.561000,354.005005,262.186005
1777903098.771749,2.546000,354.035217,262.221375
1777903098.782876,2.561000,354.005005,262.186005
1777903098.794004,2.571000,353.990021,262.274658
1777903098.805131,2.581000,354.093292,262.266174
1777903098.816258,2.617000,354.062500,262.275726
1777903098.827387,2.546000,353.982513,262.274658
1777903098.838514,2.596000,354.095428,262.260803
1777903098.849641,2.581000,354.104492,262.254974
1777903098.860769,2.561000,354.062958,262.230865
1777903098.871897,2.546000,353.997528,262.277985
1777903098.883024,2.546000,354.004944,262.231720
1777903098.894152,2.591000,354.070374,262.399994
1777903098.905279,2.576000,353.989929,262.228943
