rep_id,concentric_start_frame,concentric_end_frame,eccentric_start_frame,eccentric_end_frame,rom_m,peak_velocity,gap_frames,confirmed
1,348,407,407,470,0.438745,1.13378,0,1
2,470,527,527,595,0.44868,1.19176,0,1
3,595,654,654,714,0.475507,1.21248,0,1
4,714,769,769,821,0.380469,1.0134,0,1
5,821,871,871,921,0.435883,1.3802,0,1
6,921,971,971,1022,0.399284,1.2497,0,1
7,1022,1072,1072,1122,0.443035,1.32146,0,1
8,1122,1171,1171,1217,0.450235,1.40938,0,1
9,1217,1264,1264,1309,0.453863,1.50247,0,1
10,1309,1355,1355,1401,0.41655,1.40987,0,1
11,1401,1450,1450,1502,0.467938,1.45022,0,1
12,1502,1552,1552,1600,0.459965,1.38146,0,1
13,1600,1652,1652,1701,0.491155,1.44284,0,1
14,1701,1752,1752,1802,0.474693,1.4053,0,1
15,1802,1853,1853,1902,0.478205,1.45751,0,1
16,1902,1954,1954,2004,0.442242,1.22741,0,1
17,2004,2056,2056,2107,0.482684,1.39403,0,1
18,2107,2157,2157,2206,0.426754,1.27895,0,1
19,2206,2257,2257,2307,0.435093,1.26596,0,1
20,2307,2357,2357,2472,0.42598,1.32055,0,0
