rep_id,concentric_start_frame,concentric_end_frame,eccentric_start_frame,eccentric_end_frame,rom_m,peak_velocity,gap_frames,confirmed
1,170,571,571,703,0.806327,0.420176,0,1
2,724,822,822,952,0.715121,1.21963,0,1
3,952,1046,1046,1182,0.730539,1.2455,0,1
4,1182,1270,1270,1396,0.737687,1.42638,0,1
5,1396,1488,1488,1621,0.735034,1.53656,0,1
6,1621,1709,1709,1833,0.726896,1.21105,0,1
7,1833,1921,1921,2050,0.729473,1.37256,0,1
8,2050,2145,2145,2259,0.724327,1.37062,0,1
9,2259,2336,2336,2461,0.684172,1.37652,0,1
10,2461,2548,2548,2661,0.71603,1.5447,0,1
11,2661,2746,2746,2864,0.700651,1.43444,0,1
12,2864,2955,2955,3074,0.726561,1.6434,0,1
13,3074,3160,3160,3288,0.725785,1.62823,0,1
14,3288,3379,3397,3497,0.725735,1.49339,0,1
15,3497,3583,3602,3703,0.710812,1.48402,0,1
16,3703,3781,-1,-1,0.73939,1.58548,0,0
