rep_id,concentric_start_frame,concentric_end_frame,eccentric_start_frame,eccentric_end_frame,rom_m,peak_velocity,gap_frames,confirmed
1,832,926,654,832,0.355765,0.5616,0,1
2,1060,1143,926,1060,0.368637,0.570342,0,1
3,1298,1377,1143,1298,0.329205,0.623209,0,1
4,1538,1615,1377,1534,0.378087,0.705486,0,1
5,1755,1842,1615,1755,0.333644,0.673547,0,1
6,1987,2078,1864,1987,0.380521,0.622621,0,1
7,2206,2298,2078,2206,0.367216,0.635122,0,1
8,2435,2516,2298,2435,0.374912,0.659595,0,1
9,2652,2732,2516,2652,0.335891,0.644881,0,1
10,2862,2941,2732,2862,0.362232,0.651206,0,1
11,3080,3161,2941,3080,0.390528,0.679127,0,1
12,3308,3383,3161,3308,0.300056,0.64779,0,1
13,3498,3592,3383,3498,0.368293,0.659378,0,1
14,3716,3806,3592,3716,0.309351,0.592825,0,1
15,3959,4047,3830,3959,0.41174,0.664998,0,1
16,4186,4281,4047,4186,0.400091,0.68061,0,1
17,4411,4500,4307,4411,0.38504,0.709936,0,1
18,5235,5327,4529,5235,0.314217,0.571675,0,1
19,5550,5670,5327,5550,0.373813,0.523411,0,1
