# real-time (causal) annotation produced during acquisition
# exercise=deadlift rom_prior_m=0.6 down_first=0
# gap_frames counts the frames of the rep on which the marker was NOT seen. A missing measurement is never interpolated or extrapolated: no boundary, rest or statistic in this file is derived from an unseen frame.
# confirmed=1 means the rep's cycle CLOSED (the bar returned to the level it started from). Provisional reps (confirmed=0) completed a concentric but never returned - typically an unrack/rack/pickup.
# down_first=1 means a rep of this exercise STARTS with the eccentric (bench, squat), so the phases run eccentric -> bottom_rest -> concentric. down_first=0 runs concentric -> top_rest -> eccentric. The bit moves only where the rep boundary is drawn.
rep_id,concentric_start_frame,concentric_end_frame,eccentric_start_frame,eccentric_end_frame,top_rest_start_frame,top_rest_end_frame,bottom_rest_start_frame,bottom_rest_end_frame,rom_m,peak_velocity,mean_velocity,confirmed,dropped_eccentric,tracking_gap,gap_frames
1,468,1387,1387,1476,-1,-1,-1,-1,0.635234,1.49384,0.6898,1,0,0,0
2,1476,1559,1559,1685,-1,-1,-1,-1,0.642002,1.16963,0.713365,1,0,0,0
3,1685,1759,1759,1882,-1,-1,-1,-1,0.628097,1.21516,0.798205,1,0,0,0
4,1882,2000,2000,2088,-1,-1,-1,-1,0.640003,1.2076,0.689009,1,0,0,0
5,2088,2171,2171,2294,-1,-1,-1,-1,0.637125,1.2222,0.725239,1,0,0,0
6,2294,2376,2376,2498,-1,-1,-1,-1,0.637834,1.11174,0.718063,1,0,0,0
7,2498,2580,2580,2696,-1,-1,-1,-1,0.643768,1.18532,0.734976,1,0,0,0
8,2696,2779,2779,2893,-1,-1,-1,-1,0.641505,1.17995,0.711573,1,0,0,0
9,2893,2977,2977,3091,-1,-1,-1,-1,0.631799,1.16326,0.691193,1,0,0,0
10,3091,3174,3174,3284,-1,-1,-1,-1,0.627936,1.07312,0.699365,1,0,0,0
11,3284,3372,3372,3487,-1,-1,-1,-1,0.644745,1.02646,0.684986,1,0,0,0
12,3487,3574,3574,3707,-1,-1,-1,-1,0.637045,1.13119,0.674288,1,0,0,0
