frame_idx,t_s,measured,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,jerk_x,jerk_y,jerk_z,pos_sd_x,pos_sd_y,pos_sd_z,vel_sd_x,vel_sd_y,vel_sd_z,acc_sd_x,acc_sd_y,acc_sd_z,jerk_sd_x,jerk_sd_y,jerk_sd_z
1404,15.623326602,1,-0.010083672,-0.085349724,2.437599252,0.225463825,0.203635900,0.014133152,-0.445388912,-1.027900172,-0.441855962,-2.871411242,1.629169346,-2.325472270,0.000268535,0.000686458,0.003456152,0.004140488,0.008095064,0.025690084,0.099195064,0.148312995,0.296497656,3.692472331,4.222344700,5.319698261
1405,15.634454328,1,-0.007602980,-0.083146980,2.437728653,0.220339589,0.192300541,0.009079984,-0.474724891,-1.009271064,-0.465647925,-2.402134451,1.708462386,-1.943608392,0.000268535,0.000686454,0.003456072,0.004140492,0.008095044,0.025689781,0.099194895,0.148313329,0.296501096,3.692470189,4.222320968,5.319537092
1406,15.645582053,1,-0.005181018,-0.081069205,2.437800440,0.214917671,0.181176118,0.003786588,-0.498933599,-0.990099744,-0.484953392,-1.955207497,1.727858136,-1.519041909,0.000268534,0.000686452,0.003456013,0.004140494,0.008095001,0.025689226,0.099194835,0.148313937,0.296506417,3.692467402,4.222300938,5.319396437
1407,15.656709779,1,-0.002820789,-0.079114032,2.437812228,0.209253131,0.170265104,-0.001694462,-0.518423364,-0.971012658,-0.499295388,-1.557658899,1.694422430,-1.051492442,0.000268534,0.000686451,0.003455972,0.004140494,0.008094945,0.025688474,0.099194849,0.148314604,0.296512676,3.692464635,4.222285732,5.319279182
1408,15.667837504,1,-0.000524713,-0.077279102,2.437762247,0.203395025,0.159563423,-0.007305273,-0.533846576,-0.952562295,-0.508196320,-1.226308842,1.614391311,-0.541241564,0.000268534,0.000686451,0.003455950,0.004140491,0.008094884,0.025687584,0.099194899,0.148315176,0.296519102,3.692462361,4.222275585,5.319186535
1409,15.678965230,1,0.001705294,-0.075562135,2.437649398,0.197384295,0.149061219,-0.012982675,-0.545993605,-0.935237669,-0.511186986,-0.969812572,1.492771862,0.010486017,0.000268534,0.000686451,0.003455942,0.004140487,0.008094826,0.025686611,0.099194955,0.148315556,0.296525113,3.692460809,4.222270042,5.319118192
1410,15.690092955,1,0.003867717,-0.073960992,2.437473317,0.191252661,0.138743463,-0.018658374,-0.555723235,-0.919482423,-0.507817491,-0.792179519,1.332699147,0.601375621,0.000268534,0.000686452,0.003455948,0.004140483,0.008094777,0.025685606,0.099194994,0.148315709,0.296530309,3.692459987,4.222268206,5.319072557
1411,15.701220681,1,0.005961342,-0.072473726,2.437234425,0.185022120,0.128590350,-0.024259242,-0.563916389,-0.905714557,-0.497671989,-0.693289717,1.135723961,1.227557655,0.000268534,0.000686452,0.003455963,0.004140480,0.008094741,0.025684615,0.099195009,0.148315640,0.296534467,3.692459751,4.222268983,5.319047006
1412,15.712348406,1,0.007985147,-0.071098635,2.436933981,0.178704951,0.118577491,-0.029707798,-0.571433381,-0.894342371,-0.480386992,-0.670100552,0.902070034,1.883507237,0.000268534,0.000686453,0.003455985,0.004140477,0.008094717,0.025683675,0.099195001,0.148315391,0.296537517,3.692459884,4.222271292,5.319038174
1413,15.723476132,1,0.009938192,-0.069834317,2.436574130,0.172304049,0.108675952,-0.034922894,-0.579101939,-0.885775520,-0.455670506,-0.720397001,0.631507573,2.561815470,0.000268534,0.000686453,0.003456011,0.004140476,0.008094706,0.025682813,0.099194976,0.148315016,0.296539515,3.692460174,4.222274216,5.319042235
1414,15.734603857,1,0.011819519,-0.068679714,2.436157934,0.165813178,0.098852228,-0.039820636,-0.587741298,-0.880424871,-0.423324104,-0.844892368,0.324014938,3.253178461,0.000268534,0.000686453,0.003456039,0.004140475,0.008094706,0.025682052,0.099194942,0.148314577,0.296540610,3.692460453,4.222277084,5.319055180
1415,15.745731583,1,0.013628049,-0.067634168,2.435689398,0.159216907,0.089068246,-0.044315519,-0.598185460,-0.878700839,-0.383259239,-1.044803576,-0.020169201,3.947261206,0.000268534,0.000686453,0.003456066,0.004140476,0.008094712,0.025681405,0.099194908,0.148314130,0.296541013,3.692460631,4.222279495,5.319073072
1416,15.756859308,1,0.015362481,-0.066697470,2.435173485,0.152490495,0.079281414,-0.048321723,-0.611269339,-0.881000033,-0.335510735,-1.318830809,-0.398236431,4.631882985,0.000268534,0.000686453,0.003456090,0.004140476,0.008094722,0.025680881,0.099194878,0.148313722,0.296540959,3.692460685,4.222281286,5.319092271
1417,15.767987034,1,0.017021187,-0.065869908,2.434616103,0.145600068,0.069444995,-0.051754631,-0.627791182,-0.887662507,-0.280265324,-1.661314858,-0.802821253,5.291990847,0.000268534,0.000686453,0.003456109,0.004140477,0.008094732,0.025680487,0.099194856,0.148313389,0.296540677,3.692460646,4.222282469,5.319109632
1418,15.779114759,1,0.018602112,-0.065152309,2.434024092,0.138503327,0.059508999,-0.054532677,-0.648458330,-0.898927111,-0.217887804,-2.061897289,-1.223530202,5.910921353,0.000268534,0.000686453,0.003456123,0.004140478,0.008094741,0.025680223,0.099194842,0.148313155,0.296540368,3.692460572,4.222283150,5.319122656
1419,15.790242485,1,0.020102693,-0.064546070,2.433405168,0.131150792,0.049421450,-0.056579395,-0.673851082,-0.914909818,-0.148930897,-2.508772626,-1.648809746,6.471650743,0.000268534,0.000686453,0.003456130,0.004140478,0.008094746,0.025680091,0.099194835,0.148313034,0.296540175,3.692460518,4.222283451,5.319129610
1420,15.801370210,1,0.021519779,-0.064053170,2.432767862,0.123487232,0.039129818,-0.057825535,-0.704426067,-0.935592196,-0.074139805,-2.991696641,-2.065985862,6.956447115,0.000268534,0.000686453,0.003456130,0.004140478,0.008094746,0.025680091,0.099194835,0.148313034,0.296540175,3.692460518,4.222283451,5.319129610
1421,15.812497936,1,0.022849582,-0.063676167,2.432121427,0.115452965,0.028582587,-0.058211262,-0.740524657,-0.960808452,0.005536653,-3.499353277,-2.461388043,7.346527606,0.000268534,0.000686453,0.003456123,0.004140478,0.008094741,0.025680223,0.099194842,0.148313155,0.296540368,3.692460572,4.222283150,5.319122656
1422,15.823625661,1,0.024087629,-0.063418181,2.431475716,0.106985267,0.017730935,-0.057688468,-0.782348901,-0.990241278,0.088939283,-4.018770688,-2.821754224,7.623112732,0.000268534,0.000686453,0.003456109,0.004140477,0.008094732,0.025680487,0.099194856,0.148313389,0.296540677,3.692460646,4.222282469,5.319109632
1423,15.834753387,1,0.025228742,-0.063282852,2.430841043,0.098019921,0.006530354,-0.056223081,-0.829971001,-1.023435970,0.174707813,-4.540037416,-3.135881675,7.769148288,0.000268534,0.000686453,0.003456090,0.004140476,0.008094722,0.025680881,0.099194878,0.148313722,0.296540959,3.692460685,4.222281286,5.319092271
1424,15.845881112,1,0.026267022,-0.063274284,2.430228011,0.088492476,-0.005057968,-0.053797161,-0.883361305,-1.059829517,0.261309349,-5.053492369,-3.395598040,7.770873938,0.000268534,0.000686453,0.003456066,0.004140476,0.008094712,0.025681405,0.099194908,0.148314130,0.296541013,3.692460631,4.222279495,5.319073072
1425,15.857008838,1,0.027195861,-0.063396977,2.429647328,0.078339514,-0.017066140,-0.050410590,-0.942352554,-1.098785800,0.347081575,-5.543424930,-3.595893855,7.618950653,0.000268534,0.000686453,0.003456039,0.004140475,0.008094706,0.025682052,0.099194942,0.148314577,0.296540610,3.692460453,4.222277084,5.319055180
1426,15.868136563,1,0.028007958,-0.063655749,2.429109596,0.067500616,-0.029518940,-0.046082227,-1.006558109,-1.139628421,0.430285821,-5.986135693,-3.734430959,7.309022542,0.000268534,0.000686453,0.003456011,0.004140476,0.008094706,0.025682813,0.099194976,0.148315016,0.296539515,3.692460174,4.222274216,5.319042235
1427,15.879264289,1,0.028695370,-0.064055649,2.428625101,0.055921254,-0.042433520,-0.040850439,-1.075297503,-1.181667136,0.509163269,-6.353569038,-3.810999853,6.841851500,0.000268534,0.000686453,0.003455985,0.004140477,0.008094717,0.025683675,0.099195001,0.148315391,0.296537517,3.692459884,4.222271292,5.319038174
1428,15.890392014,1,0.029249595,-0.064601875,2.428203591,0.043556224,-0.055819381,-0.034773014,-1.147574613,-1.224220736,0.581992583,-6.617220957,-3.827469480,6.223406840,0.000268534,0.000686452,0.003455963,0.004140480,0.008094741,0.025684615,0.099195009,0.148315640,0.296534467,3.692459751,4.222268983,5.319047006
1429,15.901519740,1,0.029661697,-0.065299691,2.427854067,0.030373164,-0.069678604,-0.027926418,-1.222079509,-1.266641163,0.647146868,-6.749741525,-3.787900216,5.464604358,0.000268534,0.000686452,0.003455948,0.004140483,0.008094777,0.025685606,0.099194994,0.148315709,0.296530309,3.692459987,4.222268206,5.319072557
1430,15.912647465,1,0.029922467,-0.066154342,2.427584582,0.016355883,-0.084006346,-0.020404456,-1.297228535,-1.308334364,0.703144442,-6.730433602,-3.697704531,4.580440881,0.000268534,0.000686451,0.003455942,0.004140487,0.008094826,0.025686611,0.099194955,0.148315556,0.296525113,3.692460809,4.222270042,5.319118192
1431,15.923775191,1,0.030022617,-0.067170987,2.427402058,0.001506866,-0.098791497,-0.012316423,-1.371268844,-1.348768447,0.748688615,-6.549877154,-3.562565221,3.589067048,0.000268534,0.000686451,0.003455950,0.004140491,0.008094884,0.025687584,0.099194899,0.148315176,0.296519102,3.692462361,4.222275585,5.319186535
1432,15.934902916,1,0.029952998,-0.068354627,2.427312121,-0.014151545,-0.114017389,-0.003784859,-1.442405315,-1.387477936,0.782701002,-6.209437949,-3.388967277,2.511599444,0.000268534,0.000686451,0.003455972,0.004140494,0.008094945,0.025688474,0.099194849,0.148314604,0.296512676,3.692464635,4.222285732,5.319279182
1433,15.946030642,1,0.029704819,-0.069710051,2.427318976,-0.030577266,-0.129662615,0.005057068,-1.508894177,-1.424080309,0.804355950,-5.715701282,-3.185486629,1.372381957,0.000268534,0.000686452,0.003456013,0.004140494,0.008095001,0.025689226,0.099194835,0.148313937,0.296506417,3.692467402,4.222300938,5.319396437
1434,15.957158367,1,0.029269865,-0.071241790,2.427425298,-0.047709225,-0.145702090,0.014068578,-1.569065695,-1.458301363,0.813116485,-5.075027352,-2.962870650,0.198846103,0.000268535,0.000686454,0.003456072,0.004140492,0.008095044,0.025689781,0.099194895,0.148313329,0.296501096,3.692470189,4.222320968,5.319537092
1435,15.968286093,1,0.028640701,-0.072954078,2.427632170,-0.065468162,-0.162108364,0.023104655,-1.621322684,-1.489990540,0.808761716,-4.294669910,-2.732163373,-0.980008290,0.000268535,0.000686458,0.003456152,0.004140488,0.008095064,0.025690084,0.099195064,0.148312995,0.296497656,3.692472331,4.222344700,5.319698261
1436,15.979413818,1,0.027810872,-0.074850839,2.427939053,-0.083757554,-0.178852966,0.032019620,-1.664164383,-1.519111989,0.791391844,-3.384593163,-2.502754157,-2.135773357,0.000268535,0.000686462,0.003456251,0.004140481,0.008095055,0.025690088,0.099195361,0.148313187,0.296497181,3.692473110,4.222370030,5.319875291
1437,15.990541544,1,0.026775087,-0.076935681,2.428343801,-0.102464812,-0.195907563,0.040670634,-1.696204365,-1.545721901,0.761413273,-2.354831815,-2.281718556,-3.242002353,0.000268535,0.000686467,0.003456368,0.004140476,0.008095012,0.025689759,0.099195777,0.148314164,0.296500856,3.692471999,4.222393944,5.320061782
1438,16.001669269,1,0.025529393,-0.079211899,2.428842709,-0.121462533,-0.213244826,0.048920954,-1.716167524,-1.569939288,0.719509705,-1.216214974,-2.073159769,-4.275556982,0.000268535,0.000686473,0.003456499,0.004140476,0.008094940,0.025689081,0.099196263,0.148316151,0.296509902,3.692468949,4.222412792,5.320249719
1439,16.012796995,1,0.024071327,-0.081682493,2.429430598,-0.140609911,-0.230838945,0.056642797,-1.722933487,-1.591912691,0.666599454,0.013249226,-1.878487044,-5.217413128,0.000268535,0.000686478,0.003456641,0.004140485,0.008094849,0.025688066,0.099196729,0.148319280,0.296525500,3.692464673,4.222422800,5.320429746
1440,16.023924720,1,0.022400063,-0.084350187,2.430100926,-0.159754997,-0.248665813,0.063719690,-1.715639177,-1.611797187,0.603790035,1.305390802,-1.697632537,-6.052585388,0.000268535,0.000686482,0.003456787,0.004140507,0.008094760,0.025686758,0.099197056,0.148323539,0.296548711,3.692460816,4.222420801,5.320591571
1441,16.035052446,1,0.020516508,-0.087217443,2.430845931,-0.178738165,-0.266703029,0.070048330,-1.693782390,-1.629743344,0.532333454,2.624087958,-1.530045901,-6.770057297,0.000268534,0.000686485,0.003456929,0.004140542,0.008094701,0.025685238,0.099197124,0.148328721,0.296580370,3.692459890,4.222405126,5.320724524
1442,16.046180171,1,0.018423370,-0.090286486,2.431656777,-0.197396545,-0.284929846,0.075539952,-1.657290553,-1.645899954,0.453584071,3.928813858,-1.376264079,-7.362336612,0.000268534,0.000686484,0.003457060,0.004140591,0.008094708,0.025683628,0.099196856,0.148334399,0.296620995,3.692464888,4.222376551,5.320818240
1443,16.057307897,1,0.016125162,-0.093559318,2.432523728,-0.215569014,-0.303327252,0.080121265,-1.606552833,-1.660434191,0.368963321,5.177500531,-1.239129540,-7.824751413,0.000268534,0.000686481,0.003457170,0.004140645,0.008094819,0.025682095,0.099196269,0.148339932,0.296670691,3.692478555,4.222339138,5.320863450
1444,16.068435622,1,0.013628160,-0.097037741,2.433436321,-0.233101377,-0.321878316,0.083735032,-1.542424055,-1.673557224,0.279930995,6.328949772,-1.123503460,-8.155096977,0.000268535,0.000686475,0.003457250,0.004140694,0.008095069,0.025680850,0.099195521,0.148344518,0.296729058,3.692502376,4.222300771,5.320852854
1445,16.079563348,1,0.010940290,-0.100723382,2.434383546,-0.249851446,-0.340568766,0.086340337,-1.466200393,-1.685533568,0.187954037,7.345489381,-1.033455632,-8.354539489,0.000268537,0.000686467,0.003457291,0.004140724,0.008095480,0.025680144,0.099194930,0.148347294,0.296795131,3.692535506,4.222273182,5.320782021
1446,16.090691073,1,0.008070973,-0.104617727,2.435354030,-0.265693669,-0.359387459,0.087912429,-1.379564305,-1.696655853,0.094463367,8.195955934,-0.969905704,-8.428346913,0.000268539,0.000686459,0.003457285,0.004140724,0.008096056,0.025680259,0.099194955,0.148347493,0.296867335,3.692573966,4.222271279,5.320650256
1447,16.101818799,1,0.005030917,-0.108722158,2.436336208,-0.280522943,-0.378326509,0.088442080,-1.284486788,-1.707211660,0.000812056,8.860641166,-0.931232332,-8.385024422,0.000268543,0.000686452,0.003457228,0.004140686,0.008096774,0.025681506,0.099196113,0.148344641,0.296943476,3.692610546,4.222311651,5.320461377
1448,16.112946524,1,0.001831874,-0.113037983,2.437318499,-0.294257005,-0.397381099,0.087934546,-1.183073107,-1.717462751,-0.091752881,9.335381319,-0.914585256,-8.234908786,0.000268547,0.000686451,0.003457119,0.004140615,0.008097579,0.025684202,0.099198844,0.148338772,0.297020778,3.692635773,4.222410241,5.320224311
1449,16.124074250,1,-0.001513621,-0.117566474,2.438289451,-0.306836960,-0.416549119,0.086408299,-1.077390911,-1.727631155,-0.182105806,9.630670283,-0.915317817,-7.989466773,0.000268550,0.000686459,0.003456961,0.004140533,0.008098384,0.025688659,0.099203328,0.148330637,0.297095959,3.692640204,4.222579333,5.319953445
1450,16.135201975,1,-0.004992501,-0.122308892,2.439237887,-0.318225998,-0.435830572,0.083893599,-0.969317767,-1.737866397,-0.269255478,9.770098515,-0.924752513,-7.661401672,0.000268552,0.000686479,0.003456761,0.004140479,0.008099076,0.025695161,0.099209303,0.148321850,0.297165361,3.692617903,4.222824178,5.319668643
1451,16.146329701,1,-0.008591400,-0.127266504,2.440153024,-0.328406492,-0.455226491,0.080430929,-0.860401805,-1.748196206,-0.352357886,9.788805953,-0.929838956,-7.264367678,0.000268551,0.000686514,0.003456535,0.004140505,0.008099529,0.025703944,0.099215950,0.148314940,0.297225123,3.692570555,4.223139767,5.319394868
1452,16.157457426,1,-0.012296842,-0.132440589,2.441024578,-0.337375673,-0.474737336,0.076069305,-0.751750006,-1.758484202,-0.430723565,9.730410272,-0.914319869,-6.812422633,0.000268548,0.000686563,0.003456305,0.004140670,0.008099628,0.025715171,0.099221913,0.148313249,0.297271404,3.692511151,4.223508407,5.319161358
1453,16.168585152,1,-0.016095379,-0.137832417,2.441842853,-0.345140276,-0.494360998,0.070864545,-0.643956226,-1.768400893,-0.503820195,9.642438680,-0.860013833,-6.319682927,0.000268542,0.000686626,0.003456101,0.004141015,0.008099291,0.025728910,0.099225512,0.148320652,0.297300645,3.692465792,4.223898838,5.319000323
1454,16.179712877,1,-0.019973665,-0.143443210,2.442598799,-0.351710747,-0.514090567,0.064877524,-0.537101970,-1.777413951,-0.571269512,9.568031113,-0.749135560,-5.799533667,0.000268537,0.000686699,0.003455960,0.004141551,0.008098507,0.025745115,0.099225195,0.148341087,0.297309848,3.692472087,4.224267591,5.318945167
1455,16.190840603,1,-0.023918465,-0.149274077,2.443284068,-0.357095930,-0.533912161,0.058172530,-0.430830629,-1.784808640,-0.632833206,9.543162340,-0.567089727,-5.263606060,0.000268534,0.000686772,0.003455927,0.004142235,0.008097368,0.025763606,0.099220184,0.148377905,0.297296878,3.692573025,4.224563079,5.319028273
1456,16.201968328,1,-0.027916611,-0.155325924,2.443891037,-0.361298617,-0.553803140,0.050815829,-0.324427248,-1.789734295,-0.688389560,9.595283026,-0.304204151,-4.721157924,0.000268538,0.000686836,0.003456053,0.004142960,0.008096093,0.025784059,0.099211200,0.148433118,0.297260750,3.692806140,4.224732593,5.319278445
1457,16.213096054,1,-0.031954919,-0.161599353,2.444412828,-0.364312212,-0.573730903,0.042874521,-0.216944974,-1.791261397,-0.737906072,9.738177392,0.044133443,-4.179016386,0.000268552,0.000686880,0.003456393,0.004143563,0.008095042,0.025806002,0.099201073,0.148506625,0.297201885,3.693189337,4.224731853,5.319718120
1458,16.224223779,1,-0.036020069,-0.168094542,2.444843310,-0.366119015,-0.593652310,0.034415686,-0.107359180,-1.788432119,-0.781415145,9.972375344,0.478647714,-3.642139868,0.000268580,0.000686892,0.003457008,0.004143853,0.008094713,0.025828818,0.099194977,0.148595575,0.297122319,3.693706500,4.224536157,5.320360540
1459,16.235351505,1,-0.040098481,-0.174811131,2.445177092,-0.366690173,-0.613513577,0.025505765,0.005282516,-1.780295906,-0.818996684,10.283785071,0.997491840,-3.114169006,0.000268620,0.000686864,0.003457957,0.004143674,0.008095710,0.025851760,0.099200033,0.148694013,0.297025818,3.694297593,4.224151540,5.321207096
1460,16.246479230,1,-0.044176199,-0.181748103,2.445409521,-0.365987387,-0.633250492,0.016210109,0.121705867,-1.765931611,-0.850765587,10.647681173,1.597448531,-2.597830567,0.000268670,0.000686794,0.003459297,0.004142975,0.008098682,0.025873972,0.099224088,0.148792964,0.296917908,3.694858693,4.223623790,5.322245094
1461,16.257606956,1,-0.048238804,-0.188903671,2.445536662,-0.363965868,-0.652788799,0.006592630,0.242348258,-1.744455881,-0.876863962,11.037578225,2.275045608,-2.095321832,0.000268718,0.000686690,0.003461080,0.004141899,0.008104235,0.025894528,0.099273698,0.148881088,0.296805757,3.695256590,4.223042838,5.323446216
1462,16.268734681,1,-0.052271354,-0.196275166,2.445555280,-0.360577639,-0.672044638,-0.003284464,0.367340216,-1.715027392,-0.897454744,11.424056905,3.025893585,-1.608086442,0.000268755,0.000686572,0.003463348,0.004140848,0.008112826,0.025912471,0.099351585,0.148945935,0.296697937,3.695359840,4.222540077,5.324765934
1463,16.279862407,1,-0.056258376,-0.203858936,2.445462826,-0.355775207,-0.690925108,-0.013360840,0.496453171,-1.676867598,-0.912709807,11.771855694,3.842821614,-1.136201993,0.000268764,0.000686477,0.003466131,0.004140504,0.008124641,0.025926865,0.099454175,0.148975781,0.296604020,3.695083457,4.222276724,5.326144142
1464,16.290990132,1,-0.060183887,-0.211650250,2.445257407,-0.349515937,-0.709329170,-0.023578050,0.629031212,-1.629300531,-0.922792566,12.039657167,4.714377920,-0.678055511,0.000268738,0.000686456,0.003469441,0.004141773,0.008139490,0.025936855,0.099570031,0.148961870,0.296534037,3.694438459,4.222422500,5.327507180
1465,16.302117858,1,-0.064031483,-0.219643211,2.444937774,-0.341767078,-0.727149062,-0.033879333,0.763957167,-1.571801148,-0.927840104,12.188171010,5.625191728,-0.230632440,0.000268677,0.000686573,0.003473272,0.004145630,0.008156733,0.025941721,0.099680105,0.148900769,0.296497804,3.693571603,4.223125660,5.328771386
1466,16.313245583,1,-0.067784473,-0.227830696,2.444503301,-0.332510528,-0.744272181,-0.044209245,0.899736923,-1.504028089,-0.927951143,12.189370192,6.557842529,0.209873887,0.000268597,0.000686902,0.003477593,0.004152883,0.008175254,0.025940942,0.099760461,0.148796449,0.296504153,3.692777055,4.224477633,5.329848179
1467,16.324373309,1,-0.071426060,-0.236204312,2.443953973,-0.321746332,-0.760583241,-0.054513195,1.034620139,-1.425844423,-0.923178206,12.024585051,7.492873696,0.647981697,0.000268539,0.000687521,0.003482354,0.004163872,0.008193513,0.025934243,0.099787618,0.148661599,0.296560110,3.692462705,4.226477890,5.330650545
1468,16.335501034,1,-0.074939564,-0.244754378,2.443290383,-0.309494980,-0.775966675,-0.064736882,1.166701721,-1.337338264,-0.913520973,11.685579712,8.409783840,1.088505192,0.000268563,0.000688498,0.003487477,0.004178188,0.008209675,0.025921646,0.099745873,0.148517677,0.296670087,3.693061809,4.229006625,5.331100656
1469,16.346628760,1,-0.078308647,-0.253469938,2.442513725,-0.295798409,-0.790309138,-0.074825715,1.294055426,-1.238817784,-0.898928499,11.176488311,9.289906812,1.535596763,0.000268752,0.000689881,0.003492864,0.004194512,0.008221814,0.025903495,0.099635073,0.148393272,0.296835157,3.694896305,4.231813830,5.331138170
1470,16.357756485,1,-0.081517561,-0.262338798,2.441625808,-0.280719478,-0.803501806,-0.084724303,1.414870730,-1.130780942,-0.879310516,10.514273465,10.117854065,1.992099006,0.000269194,0.000691690,0.003498394,0.004210644,0.008228178,0.025880472,0.099476469,0.148320563,0.297052503,3.698019806,4.234532728,5.330728560
1471,16.368884211,1,-0.084551360,-0.271347588,2.440629063,-0.264339944,-0.815442298,-0.094376103,1.527573144,-1.013884879,-0.854552297,9.721794775,10.879835440,2.459676811,0.000269966,0.000693902,0.003503930,0.004223797,0.008227483,0.025853585,0.099313853,0.148330012,0.297315107,3.702090021,4.236722903,5.329870678
1472,16.380011936,1,-0.087396103,-0.280481839,2.439526556,-0.246757773,-0.826036415,-0.103723203,1.630809938,-0.888945604,-0.824523935,8.814658741,11.560777017,2.939473484,0.000271112,0.000696448,0.003509321,0.004231140,0.008219196,0.025824133,0.099207424,0.148443901,0.297611758,3.706333160,4.237943557,5.328602571
1473,16.391139662,1,-0.090039019,-0.289726093,2.438322006,-0.228085258,-0.835200018,-0.112706185,1.723336017,-0.756959164,-0.789084716,7.796250195,12.143356548,3.432265056,0.000272619,0.000699211,0.003514412,0.004230502,0.008203749,0.025793652,0.099219361,0.148669855,0.297927439,3.709656442,4.237850464,5.327004485
1474,16.402267387,1,-0.092468665,-0.299064018,2.437019805,-0.208448583,-0.842861168,-0.121264026,1.803880295,-0.619125977,-0.748088371,6.659657376,12.608328327,3.938215302,0.000274405,0.000702032,0.003519047,0.004221100,0.008182638,0.025763827,0.099392986,0.148995878,0.298244109,3.710932657,4.236301773,5.325197920
1475,16.413395113,1,-0.094675081,-0.308478560,2.435625030,-0.187988543,-0.848962489,-0.129334087,1.871091525,-0.476863066,-0.701392675,5.399728341,12.936361341,4.456329682,0.000276317,0.000704724,0.003523075,0.004204080,0.008158359,0.025736389,0.099731301,0.149388539,0.298541877,3.709422088,4.233448877,5.323339706
1476,16.424522838,1,-0.096649958,-0.317952123,2.434143464,-0.166861151,-0.853463562,-0.136852234,1.923594772,-0.331801451,-0.648873945,4.016020668,13.107956753,4.984337475,0.000278151,0.000707088,0.003526364,0.004182646,0.008134142,0.025712998,0.100183683,0.149795617,0.298800520,3.705218708,4.229780845,5.321610300
1477,16.435650564,1,-0.098386809,-0.327466761,2.432581611,-0.145237760,-0.856343357,-0.143753119,1.960006827,-0.185797913,-0.590438884,2.507711562,13.102087870,5.519080981,0.000279679,0.000708936,0.003528799,0.004161586,0.008113492,0.025695119,0.100649496,0.150153740,0.299001256,3.699524224,4.226087234,5.320195909
1478,16.446778289,1,-0.099881140,-0.337004417,2.430946708,-0.123305078,-0.857602811,-0.149970570,1.978964169,-0.040942301,-0.526034796,0.881109716,12.898620934,6.056332442,0.000280694,0.000710113,0.003530296,0.004146149,0.008099595,0.025683900,0.101002922,0.150400423,0.299128624,3.694497195,4.223309087,5.319264782
1479,16.457906015,0,-0.101130617,-0.346547178,2.429246730,-0.101264289,-0.857267265,-0.155438122,1.979258765,0.100481162,-0.455664842,-0.841226351,12.483773552,6.590171765,0.000281049,0.000710518,0.003530801,0.004140475,0.008094693,0.025680077,0.101135444,0.150488611,0.299172299,3.692459678,4.222267878,5.318938980
1480,16.469033740,1,-0.102135210,-0.356077558,2.427490390,-0.079328228,-0.855388108,-0.160089756,1.960041301,0.236096420,-0.379410394,-2.617057095,11.855538169,7.112372668,0.000280694,0.000710113,0.003530296,0.004146149,0.008099595,0.025683901,0.101002922,0.150400423,0.299128608,3.694497195,4.223309087,5.319264680
1481,16.480161466,1,-0.102897304,-0.365578786,2.425687127,-0.057716142,-0.852043008,-0.163860923,1.921047347,0.363583659,-0.297458869,-4.383498287,11.026195912,7.612083623,0.000279679,0.000708936,0.003528799,0.004161586,0.008113492,0.025695121,0.100649496,0.150153740,0.299001224,3.699524224,4.226087235,5.320195713
1482,16.491289191,1,-0.103421720,-0.375035099,2.423847086,-0.036645907,-0.847334374,-0.166689884,1.862823649,0.480843799,-0.210133293,-6.057973176,10.023328693,8.075790340,0.000278151,0.000707088,0.003526363,0.004182646,0.008134142,0.025713001,0.100183683,0.149795617,0.298800471,3.705218708,4.229780845,5.321610026
1483,16.502416917,1,-0.103715653,-0.384431994,2.421981076,-0.016323847,-0.841385942,-0.168519384,1.786929677,0.586171205,-0.117920621,-7.542218424,8.889753882,8.487665324,0.000276317,0.000704724,0.003523075,0.004204080,0.008158359,0.025736392,0.099731301,0.149388539,0.298541809,3.709422088,4.233448877,5.323339374
1484,16.513544642,1,-0.103788472,-0.393756441,2.420100508,0.003067298,-0.834337526,-0.169298598,1.696049024,0.678401786,-0.021491771,-8.735640536,7.678752882,8.830729906,0.000274405,0.000702032,0.003519046,0.004221100,0.008182638,0.025763830,0.099392986,0.148995878,0.298244021,3.710932657,4.236301773,5.325197555
1485,16.524672368,1,-0.103651393,-0.402997025,2.418217314,0.021380624,-0.826338499,-0.168985217,1.593908024,0.756985797,0.078294642,-9.554317266,6.446162272,9.088503850,0.000272619,0.000699211,0.003514412,0.004230502,0.008203749,0.025793656,0.099219361,0.148669855,0.297927330,3.709656442,4.237850463,5.327004116
1486,16.535800093,1,-0.103317015,-0.412144016,2.416343838,0.038515305,-0.817540954,-0.167547472,1.485003352,0.821975950,0.180406476,-9.945675148,5.243429420,9.246493855,0.000271112,0.000696448,0.003509321,0.004231140,0.008219196,0.025824137,0.099207424,0.148443901,0.297611627,3.706333160,4.237943555,5.328602225
1487,16.546927819,1,-0.102798775,-0.421189358,2.414492713,0.054423017,-0.808093385,-0.164965917,1.374201900,0.873949805,0.283666450,-9.896384612,4.112911190,9.293229558,0.000269966,0.000693902,0.003503929,0.004223797,0.008227483,0.025853588,0.099313853,0.148330012,0.297314955,3.702090021,4.236722902,5.329870379
1488,16.558055544,1,-0.102110343,-0.430126607,2.412676713,0.069109595,-0.798135446,-0.161234851,1.266297478,0.913899495,0.386788169,-9.432407195,3.086921656,9.220555744,0.000269194,0.000691690,0.003498393,0.004210644,0.008228178,0.025880474,0.099476469,0.148320563,0.297052331,3.698019806,4.234532726,5.330728329
