kind,hw_timestamp_s,host_timestamp_s,unified_time_s,x,y,z
accel,1777992366.224637,26329.195880,1777992366.224637,0.411879,-9.090764,1.255251
gyro,1777992366.223293,26329.195880,1777992366.223293,0.001065,0.001597,0.002129
accel,1777992366.236369,26329.206988,1777992366.236369,0.431493,-9.110377,1.235638
gyro,1777992366.238297,26329.206988,1777992366.238297,0.004260,0.003196,-0.006391
accel,1777992366.248101,26329.218176,1777992366.248101,0.411879,-9.129991,1.274864
gyro,1777992366.248299,26329.218176,1777992366.248299,0.000532,0.000000,-0.001597
accel,1777992366.259834,26329.229255,1777992366.259834,0.431493,-9.110377,1.235638
gyro,1777992366.258302,26329.229255,1777992366.258302,0.001597,0.002129,-0.003728
accel,1777992366.271567,26329.240390,1777992366.271567,0.411879,-9.149604,1.294478
gyro,1777992366.268304,26329.240390,1777992366.268304,0.001065,-0.000532,-0.000532
accel,1777992366.279389,26329.251620,1777992366.279389,0.431493,-9.110377,1.274864
gyro,1777992366.278307,26329.251620,1777992366.278307,0.003196,0.004793,-0.004260
accel,1777992366.291122,26329.262642,1777992366.291122,0.411879,-9.110377,1.274864
gyro,1777992366.293311,26329.262642,1777992366.293311,0.000532,0.001065,0.000532
accel,1777992366.302857,26329.273784,1777992366.302857,0.411879,-9.129991,1.235638
gyro,1777992366.303313,26329.273784,1777992366.303313,0.000000,0.000000,-0.005325
accel,1777992366.314591,26329.285074,1777992366.314591,0.411879,-9.129991,1.274864
gyro,1777992366.313316,26329.285074,1777992366.313316,0.002662,0.001597,-0.003728
accel,1777992366.326323,26329.296038,1777992366.326323,0.411879,-9.110377,1.255251
gyro,1777992366.323318,26329.296038,1777992366.323318,0.000532,-0.000532,-0.001065
accel,1777992366.338055,26329.307183,1777992366.338055,0.411879,-9.090764,1.235638
gyro,1777992366.338321,26329.307183,1777992366.338321,0.001597,-0.002129,-0.001597
accel,1777992366.349789,26329.318338,1777992366.349789,0.411879,-9.110377,1.255251
gyro,1777992366.348324,26329.318338,1777992366.348324,0.005325,0.003728,-0.003728
accel,1777992366.357611,26329.329404,1777992366.357611,0.411879,-9.129991,1.225831
gyro,1777992366.358326,26329.329404,1777992366.358326,0.004793,0.001597,-0.001065
accel,1777992366.369343,26329.340564,1777992366.369343,0.411879,-9.110377,1.255251
gyro,1777992366.368329,26329.340564,1777992366.368329,0.001065,0.001065,0.002129
accel,1777992366.381076,26329.351671,1777992366.381076,0.451106,-9.129991,1.255251
gyro,1777992366.383333,26329.351671,1777992366.383333,0.001597,0.002129,0.001597
accel,1777992366.392808,26329.362794,1777992366.392808,0.411879,-9.129991,1.274864
gyro,1777992366.393335,26329.362794,1777992366.393335,0.003728,0.000532,-0.002662
accel,1777992366.404540,26329.373936,1777992366.404540,0.411879,-9.110377,1.255251
gyro,1777992366.403337,26329.373936,1777992366.403337,0.003728,-0.002662,0.001597
accel,1777992366.416272,26329.385184,1777992366.416272,0.411879,-9.110377,1.235638
gyro,1777992366.413339,26329.385184,1777992366.413339,0.004793,0.002662,-0.004793
accel,1777992366.424093,26329.396183,1777992366.424093,0.411879,-9.129991,1.255251
gyro,1777992366.423342,26329.396183,1777992366.423342,0.005859,-0.002129,-0.002662
accel,1777992366.435825,26329.407329,1777992366.435825,0.402073,-9.110377,1.235638
gyro,1777992366.438345,26329.407329,1777992366.438345,0.004260,0.001065,-0.002129
accel,1777992366.447558,26329.418415,1777992366.447558,0.411879,-9.090764,1.255251
gyro,1777992366.448348,26329.418415,1777992366.448348,0.000532,0.005325,-0.003728
accel,1777992366.459289,26329.429535,1777992366.459289,0.411879,-9.129991,1.255251
gyro,1777992366.458350,26329.429535,1777992366.458350,0.002129,-0.000532,-0.000532
accel,1777992366.471023,26329.440697,1777992366.471023,0.431493,-9.110377,1.235638
gyro,1777992366.468352,26329.440697,1777992366.468352,0.001597,0.003196,-0.003728
accel,1777992366.482757,26329.451809,1777992366.482757,0.411879,-9.090764,1.255251
gyro,1777992366.483355,26329.451809,1777992366.483355,0.004260,0.002129,-0.002662
accel,1777992366.494489,26329.462947,1777992366.494489,0.411879,-9.090764,1.235638
gyro,1777992366.493358,26329.462947,1777992366.493358,0.003196,0.001597,-0.000532
accel,1777992366.502311,26329.474149,1777992366.502311,0.431493,-9.110377,1.274864
gyro,1777992366.503360,26329.474149,1777992366.503360,0.002662,0.001065,0.000000
accel,1777992366.514045,26329.485193,1777992366.514045,0.411879,-9.090764,1.235638
gyro,1777992366.513362,26329.485193,1777992366.513362,0.004260,-0.002129,-0.001065
accel,1777992366.525779,26329.496295,1777992366.525779,0.431493,-9.090764,1.274864
gyro,1777992366.523365,26329.496295,1777992366.523365,0.001597,0.003728,-0.001065
accel,1777992366.537513,26329.507526,1777992366.537513,0.402073,-9.110377,1.235638
gyro,1777992366.538368,26329.507526,1777992366.538368,0.000532,0.000532,0.000000
accel,1777992366.549246,26329.518543,1777992366.549246,0.402073,-9.129991,1.274864
gyro,1777992366.548370,26329.518543,1777992366.548370,0.003728,-0.001065,-0.001597
accel,1777992366.560979,26329.529675,1777992366.560979,0.411879,-9.129991,1.255251
gyro,1777992366.558373,26329.529675,1777992366.558373,-0.000532,0.002662,-0.007456
accel,1777992366.568801,26329.540863,1777992366.568801,0.451106,-9.110377,1.255251
gyro,1777992366.568374,26329.540863,1777992366.568374,0.002662,0.005859,0.000000
accel,1777992366.580534,26329.551937,1777992366.580534,0.411879,-9.110377,1.255251
gyro,1777992366.583378,26329.551937,1777992366.583378,0.002129,-0.000532,0.000000
accel,1777992366.592266,26329.563063,1777992366.592266,0.411879,-9.110377,1.255251
gyro,1777992366.593380,26329.563063,1777992366.593380,-0.002129,0.002662,-0.001065
accel,1777992366.603997,26329.574320,1777992366.603997,0.402073,-9.110377,1.235638
gyro,1777992366.603382,26329.574320,1777992366.603382,0.001597,0.000000,-0.001597
accel,1777992366.615730,26329.585312,1777992366.615730,0.411879,-9.110377,1.294478
gyro,1777992366.613384,26329.585312,1777992366.613384,0.002129,-0.002662,-0.003728
accel,1777992366.627462,26329.596437,1777992366.627462,0.411879,-9.110377,1.235638
gyro,1777992366.623386,26329.596437,1777992366.623386,0.003728,0.000532,-0.003728
accel,1777992366.639197,26329.607679,1777992366.639197,0.431493,-9.071151,1.255251
gyro,1777992366.638390,26329.607679,1777992366.638390,-0.000532,-0.001065,-0.003728
accel,1777992366.647030,26329.618711,1777992366.647030,0.402073,-9.149604,1.274864
gyro,1777992366.648405,26329.618711,1777992366.648405,0.002662,-0.002662,-0.002662
accel,1777992366.670526,26329.641049,1777992366.670526,0.382459,-9.129991,1.255251
gyro,1777992366.668437,26329.641049,1777992366.668437,0.001065,0.005325,-0.006391
accel,1777992366.682276,26329.652111,1777992366.682276,0.411879,-9.129991,1.294478
gyro,1777992366.683461,26329.652111,1777992366.683461,0.003728,0.001065,-0.001597
accel,1777992366.694025,26329.663226,1777992366.694025,0.411879,-9.149604,1.255251
gyro,1777992366.693476,26329.663226,1777992366.693476,0.003196,-0.002129,-0.003196
accel,1777992366.705775,26329.674473,1777992366.705775,0.431493,-9.110377,1.255251
gyro,1777992366.703492,26329.674473,1777992366.703492,0.001597,0.001065,-0.002662
accel,1777992366.713609,26329.685481,1777992366.713609,0.411879,-9.129991,1.255251
gyro,1777992366.713508,26329.685481,1777992366.713508,-0.001065,-0.000532,-0.003728
accel,1777992366.725358,26329.696606,1777992366.725358,0.411879,-9.129991,1.235638
gyro,1777992366.723524,26329.696606,1777992366.723524,-0.000532,-0.000532,-0.001597
accel,1777992366.737107,26329.707900,1777992366.737107,0.402073,-9.110377,1.225831
gyro,1777992366.738549,26329.707900,1777992366.738549,0.003728,0.002662,-0.001597
accel,1777992366.748855,26329.718928,1777992366.748855,0.411879,-9.090764,1.294478
gyro,1777992366.748564,26329.718928,1777992366.748564,0.002129,0.002129,-0.004260
accel,1777992366.760606,26329.729959,1777992366.760606,0.402073,-9.149604,1.274864
gyro,1777992366.758581,26329.729959,1777992366.758581,0.002129,-0.001065,0.001597
accel,1777992366.772353,26329.741232,1777992366.772353,0.411879,-9.110377,1.255251
gyro,1777992366.768598,26329.741232,1777992366.768598,0.004260,-0.004793,-0.003728
accel,1777992366.780186,26329.752244,1777992366.780186,0.411879,-9.149604,1.225831
gyro,1777992366.783621,26329.752244,1777992366.783621,0.006391,-0.002662,-0.002662
accel,1777992366.791935,26329.763342,1777992366.791935,0.411879,-9.110377,1.235638
gyro,1777992366.793638,26329.763342,1777992366.793638,0.003728,0.000000,-0.000532
accel,1777992366.803686,26329.774563,1777992366.803686,0.411879,-9.129991,1.255251
gyro,1777992366.803654,26329.774563,1777992366.803654,0.006391,0.005859,-0.003196
accel,1777992366.815435,26329.785641,1777992366.815435,0.411879,-9.090764,1.255251
gyro,1777992366.813671,26329.785641,1777992366.813671,0.000532,0.005859,-0.005859
accel,1777992366.827183,26329.796805,1777992366.827183,0.431493,-9.110377,1.225831
gyro,1777992366.823688,26329.796805,1777992366.823688,-0.000532,0.002662,-0.001065
accel,1777992366.838933,26329.807880,1777992366.838933,0.411879,-9.110377,1.255251
gyro,1777992366.838712,26329.807880,1777992366.838712,0.002129,-0.001065,-0.001597
accel,1777992366.850682,26329.819009,1777992366.850682,0.411879,-9.129991,1.255251
gyro,1777992366.848728,26329.819009,1777992366.848728,-0.000532,-0.001597,-0.000532
accel,1777992366.858516,26329.830163,1777992366.858516,0.402073,-9.090764,1.255251
gyro,1777992366.858745,26329.830163,1777992366.858745,0.001065,0.000000,0.000532
accel,1777992366.870267,26329.841372,1777992366.870267,0.411879,-9.110377,1.255251
gyro,1777992366.868762,26329.841372,1777992366.868762,0.005859,0.004260,-0.001597
accel,1777992366.882016,26329.852402,1777992366.882016,0.431493,-9.110377,1.274864
gyro,1777992366.883787,26329.852402,1777992366.883787,-0.001065,-0.001065,0.000532
accel,1777992366.893765,26329.863607,1777992366.893765,0.411879,-9.110377,1.255251
gyro,1777992366.893804,26329.863607,1777992366.893804,0.004793,0.002129,-0.001065
accel,1777992366.905514,26329.874714,1777992366.905514,0.431493,-9.110377,1.235638
gyro,1777992366.903820,26329.874714,1777992366.903820,0.003196,0.000000,-0.001597
accel,1777992366.917265,26329.885770,1777992366.917265,0.411879,-9.129991,1.235638
gyro,1777992366.913837,26329.885770,1777992366.913837,-0.000532,-0.004260,-0.001065
accel,1777992366.925097,26329.896941,1777992366.925097,0.402073,-9.110377,1.274864
gyro,1777992366.923853,26329.896941,1777992366.923853,0.004260,0.005325,-0.004793
accel,1777992366.936847,26329.908145,1777992366.936847,0.431493,-9.110377,1.274864
gyro,1777992366.938879,26329.908145,1777992366.938879,0.004793,-0.003196,-0.001065
accel,1777992366.948596,26329.919160,1777992366.948596,0.411879,-9.110377,1.255251
gyro,1777992366.948896,26329.919160,1777992366.948896,-0.003196,-0.001065,0.000000
accel,1777992366.960344,26329.930308,1777992366.960344,0.431493,-9.129991,1.225831
gyro,1777992366.958913,26329.930308,1777992366.958913,0.002129,0.002129,-0.003196
accel,1777992366.972094,26329.941498,1777992366.972094,0.411879,-9.090764,1.235638
gyro,1777992366.968930,26329.941498,1777992366.968930,0.001065,-0.002662,0.000532
accel,1777992366.983842,26329.952578,1777992366.983842,0.411879,-9.110377,1.274864
gyro,1777992366.983956,26329.952578,1777992366.983956,0.000532,0.001597,-0.006391
accel,1777992366.995592,26329.963782,1777992366.995592,0.411879,-9.071151,1.255251
gyro,1777992366.993972,26329.963782,1777992366.993972,0.003196,0.002129,-0.002129
accel,1777992367.003424,26329.974956,1777992367.003424,0.451106,-9.090764,1.294478
gyro,1777992367.003990,26329.974956,1777992367.003990,0.003728,0.002129,-0.003196
accel,1777992367.015175,26329.985920,1777992367.015175,0.411879,-9.129991,1.255251
gyro,1777992367.014006,26329.985920,1777992367.014006,0.004793,-0.001597,0.000532
accel,1777992367.026925,26329.997053,1777992367.026925,0.411879,-9.129991,1.255251
gyro,1777992367.024024,26329.997053,1777992367.024024,0.004260,-0.001065,-0.000532
accel,1777992367.038674,26330.008207,1777992367.038674,0.411879,-9.090764,1.274864
gyro,1777992367.039050,26330.008207,1777992367.039050,0.001597,-0.004793,0.000000
accel,1777992367.050425,26330.019300,1777992367.050425,0.431493,-9.110377,1.274864
gyro,1777992367.049068,26330.019300,1777992367.049068,0.004793,-0.000532,-0.001597
accel,1777992367.062175,26330.030435,1777992367.062175,0.411879,-9.110377,1.274864
gyro,1777992367.059085,26330.030435,1777992367.059085,0.000532,-0.003728,-0.003196
accel,1777992367.070008,26330.041706,1777992367.070008,0.431493,-9.110377,1.235638
gyro,1777992367.069102,26330.041706,1777992367.069102,-0.000532,-0.001065,0.000000
accel,1777992367.081760,26330.052694,1777992367.081760,0.411879,-9.110377,1.225831
gyro,1777992367.084128,26330.052694,1777992367.084128,0.005325,-0.001597,-0.002129
accel,1777992367.093510,26330.063840,1777992367.093510,0.431493,-9.129991,1.274864
gyro,1777992367.094146,26330.063840,1777992367.094146,0.001597,-0.001597,-0.001065
accel,1777992367.105262,26330.074956,1777992367.105262,0.411879,-9.129991,1.274864
gyro,1777992367.104163,26330.074956,1777992367.104163,0.002662,0.005859,0.000000
accel,1777992367.117013,26330.086064,1777992367.117013,0.431493,-9.110377,1.255251
gyro,1777992367.114181,26330.086064,1777992367.114181,0.001597,-0.001597,-0.002662
accel,1777992367.128766,26330.097224,1777992367.128766,0.411879,-9.129991,1.235638
gyro,1777992367.124199,26330.097224,1777992367.124199,0.002662,-0.001065,0.002662
accel,1777992367.136599,26330.108472,1777992367.136599,0.411879,-9.090764,1.235638
gyro,1777992367.139224,26330.108472,1777992367.139224,0.000532,0.001065,-0.000532
accel,1777992367.148350,26330.119430,1777992367.148350,0.431493,-9.110377,1.235638
gyro,1777992367.149242,26330.119430,1777992367.149242,0.000532,-0.001597,-0.001065
accel,1777992367.160102,26330.130546,1777992367.160102,0.411879,-9.110377,1.235638
gyro,1777992367.159260,26330.130546,1777992367.159260,-0.003196,0.000000,-0.002662
accel,1777992367.171854,26330.141765,1777992367.171854,0.411879,-9.129991,1.274864
gyro,1777992367.169278,26330.141765,1777992367.169278,0.001065,0.001597,0.001065
accel,1777992367.183605,26330.152814,1777992367.183605,0.431493,-9.110377,1.225831
gyro,1777992367.184305,26330.152814,1777992367.184305,-0.000532,0.006391,-0.003196
accel,1777992367.195356,26330.163976,1777992367.195356,0.431493,-9.129991,1.255251
gyro,1777992367.194323,26330.163976,1777992367.194323,0.000000,0.000000,-0.005859
accel,1777992367.207107,26330.175121,1777992367.207107,0.431493,-9.149604,1.255251
gyro,1777992367.204340,26330.175121,1777992367.204340,-0.002129,-0.001597,-0.001597
accel,1777992367.214940,26330.186220,1777992367.214940,0.411879,-9.129991,1.255251
gyro,1777992367.214359,26330.186220,1777992367.214359,0.007456,-0.002662,0.003196
accel,1777992367.226691,26330.197390,1777992367.226691,0.411879,-9.149604,1.235638
gyro,1777992367.229386,26330.197390,1777992367.229386,0.002129,-0.000532,0.000000
accel,1777992367.238442,26330.208437,1777992367.238442,0.411879,-9.090764,1.274864
gyro,1777992367.239403,26330.208437,1777992367.239403,0.003196,-0.002662,0.000000
accel,1777992367.250194,26330.219583,1777992367.250194,0.431493,-9.090764,1.235638
gyro,1777992367.249422,26330.219583,1777992367.249422,-0.000532,0.001597,-0.005859
accel,1777992367.261946,26330.230818,1777992367.261946,0.411879,-9.129991,1.255251
gyro,1777992367.259439,26330.230818,1777992367.259439,0.000532,0.003196,0.000532
accel,1777992367.273698,26330.241856,1777992367.273698,0.451106,-9.129991,1.235638
gyro,1777992367.269458,26330.241856,1777992367.269458,-0.004260,-0.003728,-0.005325
accel,1777992367.281533,26330.252979,1777992367.281533,0.411879,-9.110377,1.274864
gyro,1777992367.284485,26330.252979,1777992367.284485,0.002129,0.002129,-0.003196
accel,1777992367.293284,26330.264392,1777992367.293284,0.411879,-9.110377,1.255251
gyro,1777992367.294503,26330.264392,1777992367.294503,0.001597,0.001597,-0.001597
accel,1777992367.305036,26330.275204,1777992367.305036,0.411879,-9.110377,1.255251
gyro,1777992367.304522,26330.275204,1777992367.304522,0.005325,0.002129,-0.004793
accel,1777992367.316789,26330.286344,1777992367.316789,0.431493,-9.129991,1.274864
gyro,1777992367.314539,26330.286344,1777992367.314539,0.002662,0.000532,-0.002129
accel,1777992367.328540,26330.297660,1777992367.328540,0.402073,-9.129991,1.274864
gyro,1777992367.329567,26330.297660,1777992367.329567,0.002129,0.002662,-0.002662
accel,1777992367.340292,26330.308593,1777992367.340292,0.451106,-9.129991,1.255251
gyro,1777992367.339586,26330.308593,1777992367.339586,0.000000,0.000000,-0.001065
accel,1777992367.348128,26330.319753,1777992367.348128,0.402073,-9.149604,1.274864
gyro,1777992367.349604,26330.319753,1777992367.349604,0.002129,0.000000,-0.002662
accel,1777992367.359882,26330.330960,1777992367.359882,0.411879,-9.149604,1.235638
gyro,1777992367.359623,26330.330960,1777992367.359623,0.003196,0.000000,-0.002129
accel,1777992367.371636,26330.341976,1777992367.371636,0.402073,-9.129991,1.235638
gyro,1777992367.369641,26330.341976,1777992367.369641,0.003728,-0.002662,-0.003196
accel,1777992367.383388,26330.353109,1777992367.383388,0.411879,-9.110377,1.225831
gyro,1777992367.384669,26330.353109,1777992367.384669,-0.000532,0.002662,0.001597
accel,1777992367.395140,26330.364348,1777992367.395140,0.431493,-9.090764,1.294478
gyro,1777992367.394688,26330.364348,1777992367.394688,0.002129,0.002662,0.000532
accel,1777992367.406893,26330.375364,1777992367.406893,0.411879,-9.129991,1.255251
gyro,1777992367.404706,26330.375364,1777992367.404706,0.000532,0.004260,-0.005859
accel,1777992367.418647,26330.386502,1777992367.418647,0.431493,-9.110377,1.274864
gyro,1777992367.414725,26330.386502,1777992367.414725,0.001597,0.001597,-0.004260
accel,1777992367.426482,26330.397747,1777992367.426482,0.411879,-9.129991,1.274864
gyro,1777992367.429753,26330.397747,1777992367.429753,0.003196,0.000532,-0.003196
accel,1777992367.438235,26330.408707,1777992367.438235,0.411879,-9.110377,1.255251
gyro,1777992367.439772,26330.408707,1777992367.439772,0.001065,0.001065,0.000532
accel,1777992367.449989,26330.419886,1777992367.449989,0.431493,-9.110377,1.225831
gyro,1777992367.449791,26330.419886,1777992367.449791,0.002129,-0.001065,-0.005325
accel,1777992367.461742,26330.431208,1777992367.461742,0.431493,-9.110377,1.235638
gyro,1777992367.459810,26330.431208,1777992367.459810,0.003196,0.000000,-0.004260
accel,1777992367.473495,26330.442103,1777992367.473495,0.402073,-9.110377,1.333704
gyro,1777992367.469828,26330.442103,1777992367.469828,-0.001065,0.001065,-0.003196
accel,1777992367.485249,26330.453251,1777992367.485249,0.411879,-9.129991,1.235638
gyro,1777992367.484857,26330.453251,1777992367.484857,0.001597,0.005325,0.000000
accel,1777992367.493085,26330.464519,1777992367.493085,0.411879,-9.110377,1.255251
gyro,1777992367.494876,26330.464519,1777992367.494876,0.005325,-0.000532,-0.001597
accel,1777992367.504839,26330.475513,1777992367.504839,0.382459,-9.110377,1.225831
gyro,1777992367.504895,26330.475513,1777992367.504895,-0.002662,0.000532,-0.003728
accel,1777992367.516591,26330.486659,1777992367.516591,0.411879,-9.129991,1.274864
gyro,1777992367.514914,26330.486659,1777992367.514914,0.002662,0.000532,-0.000532
accel,1777992367.528344,26330.497928,1777992367.528344,0.411879,-9.110377,1.255251
gyro,1777992367.529942,26330.497928,1777992367.529942,0.004793,0.000000,0.002129
accel,1777992367.540098,26330.508913,1777992367.540098,0.411879,-9.129991,1.274864
gyro,1777992367.539962,26330.508913,1777992367.539962,0.001065,0.000000,-0.004793
accel,1777992367.551852,26330.520024,1777992367.551852,0.411879,-9.110377,1.235638
gyro,1777992367.549981,26330.520024,1777992367.549981,0.003728,0.002129,-0.001065
accel,1777992367.563607,26330.531312,1777992367.563607,0.431493,-9.149604,1.274864
gyro,1777992367.560000,26330.531312,1777992367.560000,0.001597,0.004260,-0.004260
accel,1777992367.571442,26330.542287,1777992367.571442,0.431493,-9.110377,1.274864
gyro,1777992367.570020,26330.542287,1777992367.570020,0.001065,-0.001065,-0.000532
accel,1777992367.583196,26330.553425,1777992367.583196,0.431493,-9.110377,1.235638
gyro,1777992367.585048,26330.553425,1777992367.585048,0.004260,0.007456,-0.003728
accel,1777992367.594951,26330.564733,1777992367.594951,0.411879,-9.129991,1.225831
gyro,1777992367.595068,26330.564733,1777992367.595068,0.003196,0.000532,-0.004793
accel,1777992367.606704,26330.575662,1777992367.606704,0.411879,-9.149604,1.274864
gyro,1777992367.605088,26330.575662,1777992367.605088,-0.001065,-0.004260,-0.002129
accel,1777992367.618457,26330.586777,1777992367.618457,0.402073,-9.129991,1.274864
gyro,1777992367.615107,26330.586777,1777992367.615107,0.000000,0.002662,-0.001065
accel,1777992367.630210,26330.598012,1777992367.630210,0.402073,-9.110377,1.274864
gyro,1777992367.630136,26330.598012,1777992367.630136,-0.006924,0.003196,0.000532
accel,1777992367.638046,26330.609118,1777992367.638046,0.411879,-9.110377,1.235638
gyro,1777992367.640156,26330.609118,1777992367.640156,0.002129,0.006391,-0.000532
accel,1777992367.649777,26330.620176,1777992367.649777,0.431493,-9.090764,1.255251
gyro,1777992367.650152,26330.620176,1777992367.650152,0.000532,0.001597,-0.003196
accel,1777992367.661515,26330.631507,1777992367.661515,0.402073,-9.110377,1.255251
gyro,1777992367.660158,26330.631507,1777992367.660158,0.002662,0.001065,-0.000532
accel,1777992367.673251,26330.642433,1777992367.673251,0.431493,-9.110377,1.294478
gyro,1777992367.670163,26330.642433,1777992367.670163,0.004260,-0.002129,-0.002129
accel,1777992367.684988,26330.653560,1777992367.684988,0.431493,-9.129991,1.294478
gyro,1777992367.685171,26330.653560,1777992367.685171,0.002129,0.000000,-0.003196
accel,1777992367.696727,26330.664887,1777992367.696727,0.411879,-9.110377,1.255251
gyro,1777992367.695177,26330.664887,1777992367.695177,0.001597,0.001597,-0.001597
accel,1777992367.704552,26330.675890,1777992367.704552,0.411879,-9.110377,1.255251
gyro,1777992367.705182,26330.675890,1777992367.705182,0.002662,0.006391,-0.000532
accel,1777992367.716289,26330.686962,1777992367.716289,0.451106,-9.110377,1.255251
gyro,1777992367.715188,26330.686962,1777992367.715188,0.003728,0.005325,-0.005325
accel,1777992367.728027,26330.698176,1777992367.728027,0.411879,-9.110377,1.225831
gyro,1777992367.730196,26330.698176,1777992367.730196,0.005325,0.000000,-0.002662
accel,1777992367.739766,26330.709183,1777992367.739766,0.411879,-9.129991,1.235638
gyro,1777992367.740202,26330.709183,1777992367.740202,0.003728,0.000000,-0.003728
accel,1777992367.751504,26330.720328,1777992367.751504,0.411879,-9.110377,1.235638
gyro,1777992367.750207,26330.720328,1777992367.750207,0.004260,0.000000,-0.000532
accel,1777992367.763242,26330.731642,1777992367.763242,0.411879,-9.129991,1.235638
gyro,1777992367.760212,26330.731642,1777992367.760212,0.000000,-0.001065,-0.003728
accel,1777992367.774979,26330.742564,1777992367.774979,0.402073,-9.129991,1.235638
gyro,1777992367.770218,26330.742564,1777992367.770218,0.003196,0.002662,-0.003728
accel,1777992367.782804,26330.753715,1777992367.782804,0.411879,-9.129991,1.294478
gyro,1777992367.785227,26330.753715,1777992367.785227,0.001065,0.001597,0.001065
accel,1777992367.794542,26330.765014,1777992367.794542,0.431493,-9.149604,1.235638
gyro,1777992367.795232,26330.765014,1777992367.795232,-0.000532,0.000532,-0.004793
accel,1777992367.806279,26330.775960,1777992367.806279,0.411879,-9.110377,1.235638
gyro,1777992367.805238,26330.775960,1777992367.805238,0.001597,0.001597,-0.001597
accel,1777992367.818017,26330.787105,1777992367.818017,0.431493,-9.110377,1.255251
gyro,1777992367.815243,26330.787105,1777992367.815243,0.000532,-0.001065,-0.001065
accel,1777992367.829752,26330.798271,1777992367.829752,0.402073,-9.110377,1.235638
gyro,1777992367.830252,26330.798271,1777992367.830252,0.004260,0.004260,-0.001597
accel,1777992367.841487,26330.809346,1777992367.841487,0.411879,-9.110377,1.255251
gyro,1777992367.840257,26330.809346,1777992367.840257,0.002662,-0.001597,-0.000532
accel,1777992367.849312,26330.820482,1777992367.849312,0.411879,-9.110377,1.255251
gyro,1777992367.850262,26330.820482,1777992367.850262,-0.001065,0.006924,-0.005325
accel,1777992367.861049,26330.831770,1777992367.861049,0.431493,-9.110377,1.255251
gyro,1777992367.860267,26330.831770,1777992367.860267,-0.001065,0.002129,0.000000
accel,1777992367.872785,26330.842780,1777992367.872785,0.431493,-9.110377,1.255251
gyro,1777992367.870273,26330.842780,1777992367.870273,0.000532,0.002129,0.000000
accel,1777992367.884523,26330.853910,1777992367.884523,0.431493,-9.110377,1.225831
gyro,1777992367.885282,26330.853910,1777992367.885282,0.003728,-0.000532,-0.001597
accel,1777992367.896259,26330.865134,1777992367.896259,0.411879,-9.110377,1.255251
gyro,1777992367.895286,26330.865134,1777992367.895286,0.002129,0.001065,-0.001065
accel,1777992367.907995,26330.876160,1777992367.907995,0.402073,-9.110377,1.255251
gyro,1777992367.905292,26330.876160,1777992367.905292,0.000532,0.001065,-0.003196
accel,1777992367.915820,26330.887340,1777992367.915820,0.411879,-9.110377,1.225831
gyro,1777992367.915297,26330.887340,1777992367.915297,0.002129,0.003196,-0.001065
accel,1777992367.927557,26330.898360,1777992367.927557,0.411879,-9.090764,1.274864
gyro,1777992367.930305,26330.898360,1777992367.930305,-0.003728,0.002129,-0.004260
accel,1777992367.939293,26330.909475,1777992367.939293,0.431493,-9.129991,1.255251
gyro,1777992367.940311,26330.909475,1777992367.940311,0.000000,-0.000532,-0.002662
accel,1777992367.951030,26330.920699,1777992367.951030,0.402073,-9.110377,1.235638
gyro,1777992367.950316,26330.920699,1777992367.950316,-0.001597,0.000000,-0.001597
accel,1777992367.962769,26330.931744,1777992367.962769,0.431493,-9.129991,1.274864
gyro,1777992367.960321,26330.931744,1777992367.960321,-0.001065,0.003196,-0.004260
accel,1777992367.974508,26330.942881,1777992367.974508,0.431493,-9.110377,1.255251
gyro,1777992367.975329,26330.942881,1777992367.975329,-0.001597,0.001597,-0.001597
accel,1777992367.986245,26330.954166,1777992367.986245,0.411879,-9.129991,1.235638
gyro,1777992367.985334,26330.954166,1777992367.985334,0.004793,0.002662,-0.001065
accel,1777992367.994072,26330.965136,1777992367.994072,0.411879,-9.090764,1.255251
gyro,1777992367.995340,26330.965136,1777992367.995340,0.003196,-0.001065,0.000532
accel,1777992368.005809,26330.976256,1777992368.005809,0.402073,-9.129991,1.255251
gyro,1777992368.005345,26330.976256,1777992368.005345,0.003196,0.001065,-0.002129
accel,1777992368.017547,26330.987493,1777992368.017547,0.411879,-9.110377,1.255251
gyro,1777992368.015351,26330.987493,1777992368.015351,0.000532,0.002662,-0.001597
accel,1777992368.029285,26330.998517,1777992368.029285,0.411879,-9.129991,1.255251
gyro,1777992368.030358,26330.998517,1777992368.030358,-0.000532,0.000532,0.001065
accel,1777992368.041023,26331.009626,1777992368.041023,0.382459,-9.110377,1.225831
gyro,1777992368.040364,26331.009626,1777992368.040364,0.000532,0.002662,-0.001065
accel,1777992368.052761,26331.020912,1777992368.052761,0.411879,-9.110377,1.225831
gyro,1777992368.050370,26331.020912,1777992368.050370,0.004260,0.001597,-0.003196
accel,1777992368.060586,26331.031904,1777992368.060586,0.431493,-9.090764,1.255251
gyro,1777992368.060375,26331.031904,1777992368.060375,0.004260,0.004793,-0.000532
accel,1777992368.072323,26331.043045,1777992368.072323,0.402073,-9.110377,1.274864
gyro,1777992368.075382,26331.043045,1777992368.075382,0.001065,0.002129,-0.003196
accel,1777992368.084060,26331.054314,1777992368.084060,0.411879,-9.110377,1.255251
gyro,1777992368.085388,26331.054314,1777992368.085388,-0.000532,0.001065,0.001597
accel,1777992368.095798,26331.065275,1777992368.095798,0.411879,-9.110377,1.255251
