kind,hw_timestamp_s,host_timestamp_s,unified_time_s,x,y,z
accel,1777992389.614436,26352.585651,1777992389.614436,0.411879,-9.090764,1.274864
gyro,1777992389.616698,26352.585651,1777992389.616698,0.002662,0.001597,-0.002662
accel,1777992389.626173,26352.596766,1777992389.626173,0.411879,-9.110377,1.274864
gyro,1777992389.626703,26352.596766,1777992389.626703,-0.002129,-0.003728,-0.001065
accel,1777992389.637908,26352.608199,1777992389.637908,0.431493,-9.090764,1.274864
gyro,1777992389.636709,26352.608199,1777992389.636709,0.002129,0.000000,-0.003196
accel,1777992389.649644,26352.619023,1777992389.649644,0.411879,-9.110377,1.255251
gyro,1777992389.646713,26352.619023,1777992389.646713,0.004793,0.003728,-0.001065
accel,1777992389.661380,26352.630224,1777992389.661380,0.411879,-9.110377,1.255251
gyro,1777992389.661721,26352.630224,1777992389.661721,0.004260,-0.000532,0.001597
accel,1777992389.673114,26352.641458,1777992389.673114,0.402073,-9.110377,1.255251
gyro,1777992389.671726,26352.641458,1777992389.671726,0.001597,0.001065,-0.006924
accel,1777992389.680939,26352.652429,1777992389.680939,0.411879,-9.129991,1.274864
gyro,1777992389.681731,26352.652429,1777992389.681731,0.001597,0.002662,-0.001597
accel,1777992389.692675,26352.663582,1777992389.692675,0.431493,-9.110377,1.225831
gyro,1777992389.691738,26352.663582,1777992389.691738,0.003728,-0.000532,-0.001597
accel,1777992389.704413,26352.674723,1777992389.704413,0.411879,-9.129991,1.274864
gyro,1777992389.706746,26352.674723,1777992389.706746,0.000000,0.004260,-0.002662
accel,1777992389.716149,26352.685807,1777992389.716149,0.431493,-9.110377,1.255251
gyro,1777992389.716751,26352.685807,1777992389.716751,0.006391,0.001597,0.000000
accel,1777992389.727885,26352.696988,1777992389.727885,0.402073,-9.110377,1.274864
gyro,1777992389.726757,26352.696988,1777992389.726757,0.003728,0.004793,-0.004260
accel,1777992389.739623,26352.708078,1777992389.739623,0.411879,-9.090764,1.255251
gyro,1777992389.736762,26352.708078,1777992389.736762,0.004260,-0.002662,-0.003196
accel,1777992389.751360,26352.719225,1777992389.751360,0.411879,-9.110377,1.255251
gyro,1777992389.746768,26352.719225,1777992389.746768,0.000532,0.003728,-0.000532
accel,1777992389.759186,26352.730472,1777992389.759186,0.431493,-9.110377,1.294478
gyro,1777992389.761776,26352.730472,1777992389.761776,0.004793,0.002129,-0.003196
accel,1777992389.770922,26352.741482,1777992389.770922,0.431493,-9.090764,1.235638
gyro,1777992389.771782,26352.741482,1777992389.771782,0.002662,0.001065,-0.002129
accel,1777992389.782659,26352.752574,1777992389.782659,0.411879,-9.149604,1.235638
gyro,1777992389.781787,26352.752574,1777992389.781787,0.001065,-0.002129,-0.004793
accel,1777992389.794396,26352.763839,1777992389.794396,0.402073,-9.110377,1.255251
gyro,1777992389.791793,26352.763839,1777992389.791793,0.002129,0.004793,-0.002662
accel,1777992389.806134,26352.774860,1777992389.806134,0.411879,-9.129991,1.235638
gyro,1777992389.806801,26352.774860,1777992389.806801,-0.001597,0.001065,0.002662
accel,1777992389.817870,26352.785990,1777992389.817870,0.411879,-9.110377,1.235638
gyro,1777992389.816806,26352.785990,1777992389.816806,0.004793,0.001065,-0.002129
accel,1777992389.825694,26352.797208,1777992389.825694,0.411879,-9.110377,1.255251
gyro,1777992389.826812,26352.797208,1777992389.826812,0.000532,-0.003196,-0.005859
accel,1777992389.837431,26352.808185,1777992389.837431,0.431493,-9.110377,1.255251
gyro,1777992389.836817,26352.808185,1777992389.836817,-0.000532,-0.001597,0.001597
accel,1777992389.849168,26352.819339,1777992389.849168,0.411879,-9.129991,1.255251
gyro,1777992389.846823,26352.819339,1777992389.846823,0.000532,0.002662,-0.001597
accel,1777992389.860904,26352.830544,1777992389.860904,0.431493,-9.129991,1.255251
gyro,1777992389.861831,26352.830544,1777992389.861831,0.001065,-0.001065,-0.005859
accel,1777992389.872639,26352.841570,1777992389.872639,0.402073,-9.110377,1.235638
gyro,1777992389.871836,26352.841570,1777992389.871836,0.004260,-0.000532,-0.003728
accel,1777992389.884375,26352.852708,1777992389.884375,0.411879,-9.110377,1.255251
gyro,1777992389.881842,26352.852708,1777992389.881842,0.001065,-0.001065,-0.001065
accel,1777992389.892199,26352.863954,1777992389.892199,0.431493,-9.129991,1.294478
gyro,1777992389.891848,26352.863954,1777992389.891848,0.002129,0.006391,-0.003728
accel,1777992389.903935,26352.874980,1777992389.903935,0.402073,-9.129991,1.225831
gyro,1777992389.906855,26352.874980,1777992389.906855,0.002662,0.004260,-0.003728
accel,1777992389.915671,26352.886124,1777992389.915671,0.431493,-9.129991,1.235638
gyro,1777992389.916861,26352.886124,1777992389.916861,-0.000532,0.002129,-0.004260
accel,1777992389.927408,26352.897294,1777992389.927408,0.411879,-9.129991,1.235638
gyro,1777992389.926867,26352.897294,1777992389.926867,0.004260,0.000532,-0.002662
accel,1777992389.939145,26352.908352,1777992389.939145,0.431493,-9.110377,1.255251
gyro,1777992389.936872,26352.908352,1777992389.936872,0.004260,0.003728,-0.005859
accel,1777992389.950881,26352.919472,1777992389.950881,0.431493,-9.110377,1.235638
gyro,1777992389.946877,26352.919472,1777992389.946877,0.001065,0.005859,-0.006391
accel,1777992389.962617,26352.930684,1777992389.962617,0.411879,-9.110377,1.255251
gyro,1777992389.961886,26352.930684,1777992389.961886,0.004793,0.002129,0.000000
accel,1777992389.970441,26352.941699,1777992389.970441,0.411879,-9.129991,1.255251
gyro,1777992389.971890,26352.941699,1777992389.971890,0.002662,-0.000532,0.001065
accel,1777992389.982178,26352.952878,1777992389.982178,0.402073,-9.129991,1.235638
gyro,1777992389.981896,26352.952878,1777992389.981896,0.000532,0.001065,0.001597
accel,1777992389.993916,26352.964173,1777992389.993916,0.411879,-9.129991,1.235638
gyro,1777992389.991901,26352.964173,1777992389.991901,0.006391,-0.003196,0.001065
accel,1777992390.005652,26352.975132,1777992390.005652,0.411879,-9.129991,1.225831
gyro,1777992390.006909,26352.975132,1777992390.006909,-0.003196,-0.003196,-0.003196
accel,1777992390.017389,26352.986264,1777992390.017389,0.411879,-9.090764,1.235638
gyro,1777992390.016915,26352.986264,1777992390.016915,-0.001597,0.001597,0.000000
accel,1777992390.029125,26352.997423,1777992390.029125,0.411879,-9.129991,1.274864
gyro,1777992390.026920,26352.997423,1777992390.026920,0.003196,-0.005325,-0.000532
accel,1777992390.036948,26353.008488,1777992390.036948,0.431493,-9.110377,1.274864
gyro,1777992390.036926,26353.008488,1777992390.036926,0.001597,0.000532,-0.001065
accel,1777992390.048686,26353.019621,1777992390.048686,0.402073,-9.090764,1.255251
gyro,1777992390.046932,26353.019621,1777992390.046932,0.003196,0.000532,-0.003196
accel,1777992390.060420,26353.030852,1777992390.060420,0.411879,-9.129991,1.225831
gyro,1777992390.061939,26353.030852,1777992390.061939,0.001597,-0.001065,-0.004793
accel,1777992390.072156,26353.041867,1777992390.072156,0.411879,-9.090764,1.274864
gyro,1777992390.071944,26353.041867,1777992390.071944,0.002662,-0.001065,-0.002129
accel,1777992390.083892,26353.052990,1777992390.083892,0.431493,-9.090764,1.255251
gyro,1777992390.081950,26353.052990,1777992390.081950,0.002662,0.006924,0.000532
accel,1777992390.095631,26353.064225,1777992390.095631,0.411879,-9.129991,1.274864
gyro,1777992390.091955,26353.064225,1777992390.091955,0.001597,0.001597,-0.000532
accel,1777992390.103455,26353.075275,1777992390.103455,0.431493,-9.110377,1.255251
gyro,1777992390.106963,26353.075275,1777992390.106963,-0.002129,0.002662,-0.002662
accel,1777992390.115191,26353.086401,1777992390.115191,0.411879,-9.110377,1.255251
gyro,1777992390.116968,26353.086401,1777992390.116968,0.004260,0.001597,-0.003196
accel,1777992390.126930,26353.097588,1777992390.126930,0.402073,-9.129991,1.274864
gyro,1777992390.126973,26353.097588,1777992390.126973,0.001065,0.001065,-0.001597
accel,1777992390.138665,26353.108655,1777992390.138665,0.411879,-9.110377,1.294478
gyro,1777992390.136979,26353.108655,1777992390.136979,0.002662,0.005325,-0.000532
accel,1777992390.150402,26353.119785,1777992390.150402,0.411879,-9.129991,1.255251
gyro,1777992390.146984,26353.119785,1777992390.146984,-0.003728,-0.004793,-0.001597
accel,1777992390.162139,26353.131029,1777992390.162139,0.411879,-9.129991,1.255251
gyro,1777992390.161992,26353.131029,1777992390.161992,0.001597,0.001065,0.000000
accel,1777992390.173875,26353.142046,1777992390.173875,0.431493,-9.129991,1.255251
gyro,1777992390.171998,26353.142046,1777992390.171998,0.000532,0.003728,-0.001597
accel,1777992390.181700,26353.153186,1777992390.181700,0.402073,-9.129991,1.225831
gyro,1777992390.182002,26353.153186,1777992390.182002,-0.001597,-0.003196,-0.000532
accel,1777992390.193437,26353.164656,1777992390.193437,0.411879,-9.110377,1.255251
gyro,1777992390.192008,26353.164656,1777992390.192008,-0.004793,0.003728,-0.003196
accel,1777992390.205173,26353.175873,1777992390.205173,0.431493,-9.110377,1.255251
gyro,1777992390.207016,26353.175873,1777992390.207016,-0.000532,-0.000532,-0.002662
accel,1777992390.216910,26353.186538,1777992390.216910,0.411879,-9.110377,1.255251
gyro,1777992390.217021,26353.186538,1777992390.217021,0.003196,0.002129,-0.002662
accel,1777992390.228647,26353.197715,1777992390.228647,0.411879,-9.129991,1.225831
gyro,1777992390.227026,26353.197715,1777992390.227026,0.001065,0.002129,-0.004793
accel,1777992390.240382,26353.208801,1777992390.240382,0.431493,-9.110377,1.255251
gyro,1777992390.237032,26353.208801,1777992390.237032,0.002129,0.002129,-0.002129
accel,1777992390.248206,26353.219962,1777992390.248206,0.431493,-9.090764,1.255251
gyro,1777992390.247037,26353.219962,1777992390.247037,-0.003728,0.000000,-0.001065
accel,1777992390.259943,26353.231186,1777992390.259943,0.411879,-9.129991,1.255251
gyro,1777992390.262044,26353.231186,1777992390.262044,0.000532,0.001597,-0.002662
accel,1777992390.271680,26353.242204,1777992390.271680,0.402073,-9.129991,1.235638
gyro,1777992390.272050,26353.242204,1777992390.272050,0.004793,0.001065,-0.004793
accel,1777992390.283417,26353.253342,1777992390.283417,0.431493,-9.129991,1.235638
gyro,1777992390.282055,26353.253342,1777992390.282055,0.001597,0.001065,-0.002662
accel,1777992390.295153,26353.264574,1777992390.295153,0.411879,-9.090764,1.255251
gyro,1777992390.292060,26353.264574,1777992390.292060,0.003196,0.000000,-0.002662
accel,1777992390.306890,26353.275531,1777992390.306890,0.411879,-9.090764,1.235638
gyro,1777992390.307068,26353.275531,1777992390.307068,0.004260,0.000532,-0.003196
accel,1777992390.318626,26353.286755,1777992390.318626,0.402073,-9.110377,1.235638
gyro,1777992390.317073,26353.286755,1777992390.317073,-0.002129,-0.000532,-0.001065
accel,1777992390.326451,26353.297827,1777992390.326451,0.431493,-9.149604,1.255251
gyro,1777992390.327079,26353.297827,1777992390.327079,0.005325,-0.002129,-0.001597
accel,1777992390.338186,26353.308932,1777992390.338186,0.402073,-9.129991,1.235638
gyro,1777992390.337083,26353.308932,1777992390.337083,0.004260,0.006391,0.001065
accel,1777992390.349922,26353.320174,1777992390.349922,0.411879,-9.129991,1.255251
gyro,1777992390.347089,26353.320174,1777992390.347089,0.002662,0.002662,0.003196
accel,1777992390.361658,26353.331175,1777992390.361658,0.431493,-9.090764,1.274864
gyro,1777992390.362097,26353.331175,1777992390.362097,0.001065,0.007456,0.002129
accel,1777992390.373394,26353.342307,1777992390.373394,0.402073,-9.129991,1.274864
gyro,1777992390.372102,26353.342307,1777992390.372102,0.001597,0.000000,-0.001597
