t_s,frame_number,hw_ts_ms,host_dt_ms,missed_total
2.803,233,1777536103585.273,11.126,1
2.814,234,1777536103596.401,11.128,1
2.825,235,1777536103607.527,11.126,1
2.836,236,1777536103618.654,11.126,1
2.848,237,1777536103629.781,11.128,1
2.859,238,1777536103640.908,11.127,1
2.870,239,1777536103652.034,11.126,1
2.881,240,1777536103663.162,11.128,1
2.892,241,1777536103674.289,11.126,1
2.903,242,1777536103685.415,11.127,1
2.914,243,1777536103696.543,11.128,1
2.925,244,1777536103707.670,11.127,1
2.937,245,1777536103718.796,11.126,1
2.948,246,1777536103729.924,11.128,1
2.959,247,1777536103741.051,11.127,1
2.970,248,1777536103752.177,11.127,1
2.981,249,1777536103763.305,11.128,1
2.992,250,1777536103774.432,11.127,1
3.003,251,1777536103785.558,11.127,1
3.014,252,1777536103796.686,11.128,1
3.026,253,1777536103807.813,11.127,1
3.037,254,1777536103818.939,11.127,1
3.048,255,1777536103830.067,11.128,1
3.059,256,1777536103841.194,11.127,1
3.070,257,1777536103852.321,11.127,1
3.081,258,1777536103863.448,11.128,1
3.092,259,1777536103874.575,11.127,1
3.104,260,1777536103885.702,11.127,1
3.115,261,1777536103896.830,11.128,1
3.125,262,1777536103907.957,11.127,1
3.137,263,1777536103919.083,11.127,1
3.148,264,1777536103930.211,11.128,1
3.159,265,1777536103941.338,11.127,1
3.170,266,1777536103952.465,11.127,1
3.181,267,1777536103963.593,11.128,1
3.193,268,1777536103974.720,11.127,1
3.204,269,1777536103985.846,11.127,1
3.215,270,1777536103996.973,11.127,1
3.226,271,1777536104008.101,11.128,1
3.237,272,1777536104019.228,11.127,1
3.248,273,1777536104030.355,11.127,1
3.260,274,1777536104041.483,11.128,1
3.271,275,1777536104052.610,11.127,1
3.281,276,1777536104063.737,11.127,1
3.292,277,1777536104074.865,11.128,1
3.304,278,1777536104085.992,11.127,1
3.315,279,1777536104097.119,11.127,1
3.326,280,1777536104108.247,11.128,1
3.337,281,1777536104119.374,11.127,1
3.348,282,1777536104130.500,11.127,1
3.359,283,1777536104141.629,11.128,1
3.370,284,1777536104152.756,11.127,1
3.382,285,1777536104163.883,11.127,1
3.393,286,1777536104175.010,11.128,1
3.404,287,1777536104186.138,11.127,1
3.415,288,1777536104197.265,11.127,1
3.426,289,1777536104208.393,11.128,1
3.437,290,1777536104219.520,11.127,1
3.448,291,1777536104230.647,11.127,1
3.459,292,1777536104241.775,11.128,1
3.471,293,1777536104252.902,11.127,1
3.482,294,1777536104264.029,11.127,1
3.493,295,1777536104275.156,11.127,1
3.504,296,1777536104286.281,11.126,1
3.515,297,1777536104297.407,11.126,1
3.526,298,1777536104308.534,11.127,1
3.537,299,1777536104319.660,11.126,1
3.549,300,1777536104330.785,11.126,1
3.560,301,1777536104341.912,11.127,1
3.571,302,1777536104353.038,11.126,1
3.582,303,1777536104364.164,11.126,1
3.593,304,1777536104375.291,11.127,1
3.604,305,1777536104386.416,11.126,1
3.615,306,1777536104397.542,11.126,1
3.626,307,1777536104408.669,11.127,1
3.637,308,1777536104419.794,11.126,1
3.649,309,1777536104430.920,11.126,1
3.660,310,1777536104442.046,11.126,1
3.671,311,1777536104453.173,11.127,1
3.682,312,1777536104464.298,11.126,1
3.693,313,1777536104475.424,11.126,1
3.704,314,1777536104486.551,11.127,1
3.716,315,1777536104497.677,11.126,1
3.727,316,1777536104508.802,11.126,1
3.738,317,1777536104519.929,11.127,1
3.749,318,1777536104531.055,11.126,1
3.760,319,1777536104542.180,11.126,1
3.771,320,1777536104553.307,11.127,1
3.782,321,1777536104564.433,11.125,1
3.793,322,1777536104575.558,11.126,1
3.804,323,1777536104586.685,11.127,1
3.815,324,1777536104597.811,11.126,1
3.826,325,1777536104608.937,11.126,1
3.838,326,1777536104620.063,11.127,1
3.849,327,1777536104631.189,11.125,1
3.860,328,1777536104642.314,11.126,1
3.871,329,1777536104653.441,11.127,1
3.882,330,1777536104664.567,11.126,1
3.893,331,1777536104675.693,11.126,1
3.904,332,1777536104686.819,11.126,1
3.916,333,1777536104697.945,11.126,1
3.927,334,1777536104709.071,11.126,1
3.938,335,1777536104720.197,11.127,1
3.949,336,1777536104731.323,11.125,1
3.960,337,1777536104742.448,11.126,1
3.971,338,1777536104753.575,11.127,1
3.982,339,1777536104764.701,11.125,1
3.993,340,1777536104775.826,11.126,1
4.004,341,1777536104786.953,11.127,1
4.016,342,1777536104798.079,11.125,1
4.027,343,1777536104809.204,11.126,1
4.038,344,1777536104820.331,11.127,1
4.049,345,1777536104831.457,11.125,1
4.061,346,1777536104842.582,11.126,1
4.071,347,1777536104853.709,11.126,1
4.083,348,1777536104864.834,11.126,1
4.094,349,1777536104875.960,11.126,1
4.105,350,1777536104887.086,11.125,1
4.116,351,1777536104898.212,11.127,1
4.127,352,1777536104909.338,11.125,1
4.138,353,1777536104920.464,11.126,1
4.149,354,1777536104931.590,11.126,1
4.160,355,1777536104942.716,11.126,1
4.172,356,1777536104953.841,11.125,1
4.183,357,1777536104964.968,11.127,1
4.194,358,1777536104976.094,11.125,1
4.205,359,1777536104987.219,11.126,1
4.216,360,1777536104998.346,11.126,1
4.227,361,1777536105009.471,11.125,1
4.238,362,1777536105020.597,11.126,1
4.249,363,1777536105031.723,11.126,1
4.261,364,1777536105042.849,11.126,1
4.272,365,1777536105053.975,11.125,1
4.283,366,1777536105065.101,11.126,1
4.294,367,1777536105076.227,11.126,1
4.305,368,1777536105087.352,11.125,1
4.317,369,1777536105098.479,11.126,1
4.327,370,1777536105109.604,11.126,1
4.338,371,1777536105120.730,11.125,1
4.350,372,1777536105131.856,11.126,1
4.361,373,1777536105142.982,11.126,1
4.372,374,1777536105154.108,11.125,1
4.383,375,1777536105165.234,11.126,1
4.394,376,1777536105176.360,11.125,1
4.405,377,1777536105187.485,11.126,1
4.416,378,1777536105198.612,11.126,1
4.428,379,1777536105209.737,11.125,1
4.439,380,1777536105220.863,11.125,1
4.450,381,1777536105231.990,11.127,1
4.461,382,1777536105243.115,11.125,1
4.472,383,1777536105254.240,11.125,1
4.483,384,1777536105265.367,11.126,1
4.494,385,1777536105276.496,11.129,1
4.506,386,1777536105287.625,11.129,1
4.517,387,1777536105298.755,11.130,1
4.528,388,1777536105309.885,11.129,1
4.539,389,1777536105321.014,11.129,1
4.550,390,1777536105332.143,11.129,1
4.561,391,1777536105343.273,11.130,1
4.572,392,1777536105354.403,11.129,1
4.583,393,1777536105365.532,11.129,1
4.595,394,1777536105376.662,11.130,1
4.606,395,1777536105387.792,11.129,1
4.616,396,1777536105398.921,11.129,1
4.628,397,1777536105410.052,11.131,1
4.639,398,1777536105421.181,11.129,1
4.650,399,1777536105432.311,11.130,1
4.661,400,1777536105443.441,11.130,1
4.673,401,1777536105454.571,11.130,1
4.683,402,1777536105465.700,11.130,1
4.695,403,1777536105476.831,11.131,1
4.706,404,1777536105487.960,11.130,1
4.717,405,1777536105499.090,11.130,1
4.728,406,1777536105510.221,11.131,1
4.739,407,1777536105521.351,11.130,1
4.750,408,1777536105532.480,11.130,1
4.761,409,1777536105543.611,11.131,1
4.772,410,1777536105554.741,11.130,1
4.784,411,1777536105565.871,11.130,1
4.795,412,1777536105577.002,11.131,1
4.806,413,1777536105588.132,11.130,1
4.817,414,1777536105599.262,11.130,1
4.828,415,1777536105610.393,11.131,1
4.840,416,1777536105621.523,11.130,1
4.850,417,1777536105632.653,11.130,1
4.861,418,1777536105643.784,11.131,1
4.872,419,1777536105654.914,11.130,1
4.884,420,1777536105666.044,11.130,1
4.895,421,1777536105677.176,11.131,1
4.906,422,1777536105688.306,11.130,1
4.917,423,1777536105699.436,11.130,1
4.928,424,1777536105710.567,11.131,1
4.939,425,1777536105721.698,11.130,1
4.950,426,1777536105732.828,11.130,1
4.962,427,1777536105743.959,11.131,1
4.973,428,1777536105755.090,11.130,1
4.984,429,1777536105766.220,11.131,1
4.995,430,1777536105777.351,11.130,1
5.006,431,1777536105788.482,11.132,1
5.017,432,1777536105799.613,11.130,1
5.039,434,1777536105821.875,22.262,2
5.050,435,1777536105833.006,11.131,2
5.062,436,1777536105844.136,11.131,2
5.073,437,1777536105855.268,11.132,2
5.084,438,1777536105866.399,11.131,2
5.096,439,1777536105877.530,11.131,2
5.107,440,1777536105888.661,11.132,2
5.118,441,1777536105899.792,11.131,2
5.129,442,1777536105910.923,11.131,2
5.140,443,1777536105922.055,11.132,2
5.151,444,1777536105933.186,11.131,2
5.162,445,1777536105944.317,11.131,2
5.173,446,1777536105955.449,11.132,2
5.184,447,1777536105966.580,11.131,2
5.195,448,1777536105977.711,11.131,2
5.206,449,1777536105988.843,11.132,2
5.217,450,1777536105999.974,11.131,2
5.229,451,1777536106011.105,11.131,2
5.240,452,1777536106022.237,11.132,2
5.251,453,1777536106033.368,11.131,2
5.262,454,1777536106044.500,11.131,2
5.273,455,1777536106055.632,11.132,2
5.284,456,1777536106066.763,11.131,2
5.295,457,1777536106077.895,11.131,2
5.307,458,1777536106089.027,11.132,2
5.318,459,1777536106100.158,11.131,2
5.329,460,1777536106111.290,11.131,2
5.340,461,1777536106122.422,11.133,2
5.352,462,1777536106133.553,11.131,2
5.362,463,1777536106144.685,11.132,2
5.373,464,1777536106155.818,11.133,2
5.384,465,1777536106166.949,11.132,2
5.395,466,1777536106178.081,11.132,2
5.406,467,1777536106189.213,11.133,2
5.418,468,1777536106200.345,11.132,2
5.429,469,1777536106211.477,11.132,2
5.440,470,1777536106222.608,11.132,2
5.452,471,1777536106233.741,11.133,2
5.462,472,1777536106244.873,11.132,2
5.474,473,1777536106256.005,11.132,2
5.484,474,1777536106267.137,11.132,2
5.496,475,1777536106278.261,11.124,2
5.507,476,1777536106289.385,11.124,2
5.518,477,1777536106300.509,11.125,2
5.529,478,1777536106311.633,11.124,2
5.540,479,1777536106322.757,11.124,2
5.551,480,1777536106333.881,11.125,2
5.563,481,1777536106345.005,11.124,2
5.574,482,1777536106356.128,11.124,2
5.585,483,1777536106367.253,11.125,2
5.596,484,1777536106378.376,11.124,2
5.607,485,1777536106389.500,11.124,2
5.618,486,1777536106400.624,11.124,2
5.629,487,1777536106411.748,11.124,2
5.641,488,1777536106422.871,11.124,2
5.651,489,1777536106433.996,11.124,2
5.663,490,1777536106445.119,11.123,2
5.674,491,1777536106456.242,11.124,2
5.685,492,1777536106467.367,11.124,2
5.696,493,1777536106478.490,11.123,2
5.707,494,1777536106489.613,11.123,2
5.718,495,1777536106500.737,11.124,2
5.729,496,1777536106511.861,11.123,2
5.740,497,1777536106522.984,11.123,2
5.752,498,1777536106534.108,11.124,2
5.763,499,1777536106545.231,11.123,2
5.774,500,1777536106556.354,11.123,2
5.785,501,1777536106567.478,11.124,2
5.796,502,1777536106578.601,11.123,2
5.808,503,1777536106589.724,11.123,2
5.818,504,1777536106600.848,11.124,2
5.830,505,1777536106611.971,11.123,2
5.841,506,1777536106623.094,11.123,2
5.852,507,1777536106634.218,11.124,2
5.863,508,1777536106645.341,11.123,2
5.874,509,1777536106656.464,11.123,2
5.885,510,1777536106667.587,11.123,2
5.896,511,1777536106678.710,11.124,2
5.907,512,1777536106689.833,11.123,2
5.919,513,1777536106700.956,11.123,2
5.930,514,1777536106712.080,11.124,2
5.941,515,1777536106723.202,11.123,2
5.952,516,1777536106734.325,11.123,2
5.963,517,1777536106745.449,11.124,2
5.975,518,1777536106756.571,11.123,2
5.986,519,1777536106767.694,11.123,2
5.996,520,1777536106778.818,11.124,2
6.008,521,1777536106789.940,11.123,2
6.018,522,1777536106801.062,11.122,2
6.030,523,1777536106812.186,11.124,2
6.041,524,1777536106823.309,11.123,2
6.052,525,1777536106834.431,11.122,2
6.063,526,1777536106845.554,11.124,2
6.074,527,1777536106856.677,11.122,2
6.085,528,1777536106867.799,11.122,2
6.097,529,1777536106878.922,11.123,2
6.108,530,1777536106890.045,11.122,2
6.119,531,1777536106901.167,11.122,2
6.130,532,1777536106912.290,11.123,2
6.141,533,1777536106923.412,11.122,2
6.152,534,1777536106934.535,11.122,2
6.164,535,1777536106945.658,11.123,2
6.174,536,1777536106956.780,11.122,2
6.186,537,1777536106967.902,11.122,2
6.197,538,1777536106979.025,11.123,2
6.208,539,1777536106990.147,11.122,2
6.219,540,1777536107001.269,11.122,2
6.230,541,1777536107012.392,11.123,2
6.241,542,1777536107023.514,11.122,2
6.252,543,1777536107034.636,11.122,2
6.264,544,1777536107045.759,11.123,2
6.275,545,1777536107056.881,11.122,2
6.286,546,1777536107068.003,11.122,2
6.297,547,1777536107079.126,11.123,2
6.308,548,1777536107090.248,11.122,2
6.319,549,1777536107101.369,11.122,2
6.330,550,1777536107112.491,11.122,2
6.341,551,1777536107123.614,11.123,2
6.353,552,1777536107134.736,11.122,2
6.363,553,1777536107145.857,11.122,2
6.375,554,1777536107156.980,11.123,2
6.386,555,1777536107168.102,11.122,2
6.397,556,1777536107179.223,11.122,2
6.408,557,1777536107190.346,11.123,2
6.420,558,1777536107201.467,11.122,2
6.430,559,1777536107212.589,11.122,2
6.442,560,1777536107223.711,11.122,2
6.453,561,1777536107234.833,11.122,2
6.464,562,1777536107245.954,11.121,2
6.475,563,1777536107257.077,11.123,2
6.486,564,1777536107268.199,11.122,2
6.497,565,1777536107279.325,11.126,2
6.508,566,1777536107290.452,11.127,2
6.519,567,1777536107301.578,11.126,2
6.530,568,1777536107312.704,11.126,2
6.542,569,1777536107323.831,11.127,2
6.553,570,1777536107334.957,11.126,2
6.564,571,1777536107346.083,11.126,2
6.575,572,1777536107357.209,11.127,2
6.586,573,1777536107368.335,11.126,2
6.597,574,1777536107379.461,11.126,2
6.608,575,1777536107390.589,11.127,2
6.619,576,1777536107401.715,11.126,2
6.631,577,1777536107412.841,11.126,2
6.642,578,1777536107423.968,11.127,2
6.653,579,1777536107435.094,11.126,2
6.664,580,1777536107446.219,11.126,2
6.675,581,1777536107457.346,11.127,2
6.686,582,1777536107468.472,11.126,2
6.697,583,1777536107479.598,11.126,2
6.709,584,1777536107490.725,11.127,2
6.720,585,1777536107501.851,11.126,2
6.731,586,1777536107512.977,11.126,2
6.742,587,1777536107524.104,11.127,2
6.753,588,1777536107535.230,11.126,2
6.764,589,1777536107546.356,11.126,2
6.776,590,1777536107557.482,11.126,2
6.786,591,1777536107568.609,11.127,2
6.798,592,1777536107579.735,11.126,2
6.809,593,1777536107590.861,11.126,2
6.820,594,1777536107601.988,11.127,2
6.831,595,1777536107613.114,11.126,2
6.842,596,1777536107624.240,11.126,2
6.853,597,1777536107635.367,11.127,2
6.864,598,1777536107646.493,11.126,2
6.876,599,1777536107657.619,11.126,2
6.887,600,1777536107668.746,11.127,2
6.898,601,1777536107679.872,11.126,2
6.909,602,1777536107690.998,11.126,2
6.920,603,1777536107702.125,11.127,2
6.931,604,1777536107713.250,11.126,2
6.942,605,1777536107724.376,11.126,2
6.953,606,1777536107735.503,11.127,2
6.965,607,1777536107746.629,11.126,2
6.976,608,1777536107757.755,11.126,2
6.987,609,1777536107768.882,11.127,2
6.998,610,1777536107780.008,11.126,2
7.009,611,1777536107791.134,11.126,2
7.020,612,1777536107802.261,11.127,2
7.031,613,1777536107813.387,11.126,2
7.043,614,1777536107824.513,11.126,2
7.053,615,1777536107835.640,11.127,2
7.065,616,1777536107846.766,11.126,2
7.076,617,1777536107857.892,11.126,2
7.087,618,1777536107869.019,11.127,2
7.098,619,1777536107880.145,11.126,2
7.109,620,1777536107891.271,11.126,2
7.122,621,1777536107902.398,11.127,2
7.131,622,1777536107913.523,11.126,2
7.142,623,1777536107924.649,11.126,2
7.154,624,1777536107935.776,11.127,2
7.165,625,1777536107946.902,11.126,2
7.176,626,1777536107958.028,11.126,2
7.187,627,1777536107969.155,11.127,2
7.198,628,1777536107980.281,11.126,2
7.209,629,1777536107991.407,11.126,2
7.220,630,1777536108002.533,11.126,2
7.232,631,1777536108013.660,11.127,2
7.243,632,1777536108024.786,11.126,2
7.254,633,1777536108035.912,11.126,2
7.265,634,1777536108047.039,11.127,2
7.276,635,1777536108058.165,11.126,2
7.287,636,1777536108069.291,11.126,2
7.298,637,1777536108080.417,11.127,2
7.309,638,1777536108091.543,11.126,2
7.321,639,1777536108102.669,11.126,2
7.331,640,1777536108113.796,11.127,2
7.342,641,1777536108124.922,11.126,2
7.354,642,1777536108136.048,11.126,2
7.365,643,1777536108147.175,11.127,2
7.376,644,1777536108158.301,11.126,2
7.387,645,1777536108169.427,11.126,2
7.398,646,1777536108180.554,11.127,2
7.409,647,1777536108191.680,11.126,2
7.420,648,1777536108202.806,11.126,2
7.432,649,1777536108213.932,11.127,2
7.443,650,1777536108225.058,11.126,2
7.454,651,1777536108236.184,11.126,2
7.465,652,1777536108247.311,11.127,2
7.476,653,1777536108258.437,11.126,2
7.487,654,1777536108269.563,11.126,2
7.499,655,1777536108280.691,11.128,2
7.510,656,1777536108291.817,11.127,2
7.521,657,1777536108302.944,11.127,2
7.532,658,1777536108314.072,11.128,2
7.543,659,1777536108325.198,11.126,2
7.554,660,1777536108336.325,11.127,2
7.565,661,1777536108347.453,11.128,2
7.577,662,1777536108358.579,11.127,2
7.588,663,1777536108369.706,11.127,2
7.599,664,1777536108380.834,11.128,2
7.610,665,1777536108391.960,11.127,2
7.621,666,1777536108403.087,11.127,2
7.632,667,1777536108414.215,11.128,2
7.643,668,1777536108425.342,11.127,2
7.654,669,1777536108436.468,11.127,2
7.665,670,1777536108447.595,11.127,2
7.676,671,1777536108458.723,11.128,2
7.688,672,1777536108469.849,11.127,2
7.699,673,1777536108480.976,11.127,2
7.710,674,1777536108492.104,11.128,2
7.721,675,1777536108503.230,11.127,2
7.733,676,1777536108514.357,11.127,2
7.743,677,1777536108525.485,11.128,2
7.755,678,1777536108536.612,11.127,2
7.766,679,1777536108547.739,11.127,2
7.777,680,1777536108558.866,11.128,2
7.788,681,1777536108569.993,11.127,2
7.799,682,1777536108581.120,11.127,2
7.810,683,1777536108592.248,11.128,2
7.821,684,1777536108603.374,11.127,2
7.833,685,1777536108614.501,11.127,2
7.843,686,1777536108625.629,11.128,2
7.855,687,1777536108636.756,11.127,2
7.866,688,1777536108647.882,11.127,2
7.877,689,1777536108659.010,11.128,2
7.888,690,1777536108670.137,11.127,2
7.899,691,1777536108681.264,11.127,2
7.910,692,1777536108692.392,11.128,2
7.921,693,1777536108703.518,11.127,2
7.932,694,1777536108714.645,11.127,2
7.944,695,1777536108725.773,11.128,2
7.955,696,1777536108736.900,11.127,2
7.966,697,1777536108748.027,11.127,2
