rep_id,concentric_start_frame,concentric_end_frame,eccentric_start_frame,eccentric_end_frame,rom_m,peak_velocity,gap_frames,confirmed
1,839,942,281,839,0.494921,0.841814,0,0
2,1026,1126,942,1026,0.492248,0.847589,0,1
3,1217,1313,1135,1217,0.492796,0.977661,0,1
4,1409,1482,1324,1409,0.468466,0.924646,0,1
5,1603,1675,1512,1603,0.427436,0.886927,0,1
6,1800,1893,1700,1800,0.437452,0.970462,0,1
7,1995,2074,1907,1995,0.448685,0.801288,0,1
8,2191,2262,2099,2191,0.387777,0.922412,0,1
9,2386,2460,2296,2386,0.439854,0.916491,0,1
10,2569,2647,2484,2569,0.4946,0.868836,0,1
11,2758,2836,2673,2758,0.489827,0.959126,0,1
12,2943,3017,2836,2943,0.470876,1.03809,0,1
13,3123,3188,3044,3123,0.415244,0.891032,0,1
14,3305,3377,3223,3305,0.446692,0.8809,0,1
15,3492,3569,3377,3492,0.45514,0.915899,0,1
16,3675,3743,3592,3675,0.428765,0.860571,0,1
17,3855,3929,3776,3855,0.449694,0.929616,0,1
18,4046,4119,3929,4046,0.442056,0.981712,0,1
19,4231,4300,4146,4231,0.448548,0.943188,0,1
20,4415,4482,4333,4415,0.460347,1.01336,0,1
21,4599,4674,4510,4599,0.448396,0.998527,0,1
22,4784,4857,4696,4784,0.441446,0.935164,0,1
23,4982,5057,4882,4982,0.493167,0.904029,0,1
24,5168,5243,5085,5168,0.510109,1.02684,0,1
25,5355,5428,5267,5355,0.473323,0.900073,0,1
26,5538,5602,5428,5538,0.445665,1.0048,0,1
27,5721,5785,5636,5721,0.454418,1.13002,0,1
28,5897,5960,5785,5897,0.432981,0.999298,0,1
29,6076,6142,5990,6076,0.47494,1.02021,0,1
30,6251,6321,6167,6251,0.428875,0.824198,0,1
31,-1,-1,6413,6735,0,0,0,0
