rep_id,concentric_start_frame,concentric_end_frame,eccentric_start_frame,eccentric_end_frame,rom_m,peak_velocity,gap_frames,confirmed
1,2633,2694,2506,2633,0.318455,0.853759,0,1
2,2777,2841,2694,2777,0.398694,1.04896,0,1
3,2912,2981,2841,2912,0.397226,0.939854,0,1
4,3047,3114,2981,3047,0.437132,0.846879,0,1
5,3183,3239,3114,3183,0.397047,1.09573,0,1
6,3323,3379,3239,3323,0.394219,1.19115,0,1
7,3463,3557,3379,3463,0.452798,1.01545,0,1
8,3630,3713,3560,3630,0.466808,1.00617,0,1
9,3775,3887,3718,3775,0.433861,0.840346,0,1
10,4001,4067,3887,4001,0.424235,1.01305,0,1
11,4143,4210,4067,4143,0.446397,0.940314,0,1
12,4409,4518,4250,4409,0.456018,0.879489,0,1
13,-1,-1,4535,4816,0,0,0,0
