rep_id,concentric_start_frame,concentric_end_frame,eccentric_start_frame,eccentric_end_frame,rom_m,peak_velocity,gap_frames,confirmed
1,1349,1428,897,1349,0.436086,0.86842,0,1
2,1518,1581,1428,1518,0.434186,1.0538,0,1
3,1660,1730,1581,1660,0.448056,1.05897,0,1
4,1820,1889,1730,1820,0.452136,1.01325,0,1
5,1971,2036,1889,1971,0.458641,1.09293,0,1
6,2120,2188,2036,2120,0.449568,0.93621,0,1
7,2275,2338,2188,2275,0.449513,0.993029,0,1
8,2426,2493,2338,2426,0.41985,0.825649,0,1
9,2581,2649,2493,2581,0.423159,0.941975,0,1
10,2755,2822,2649,2755,0.468086,0.973508,0,1
11,2922,2988,2822,2922,0.439085,0.989526,0,1
12,3089,3155,2988,3089,0.418025,0.894793,0,1
13,3257,3322,3155,3257,0.434407,0.963895,0,1
14,3424,3489,3322,3424,0.430814,0.834128,0,1
15,3593,3657,3489,3593,0.441663,0.950892,0,1
16,3752,3815,3657,3752,0.439239,0.964492,0,1
17,4366,4430,3815,4366,0.406403,0.930403,0,1
18,4507,4576,4430,4507,0.410144,0.926121,0,1
19,4638,4708,4576,4638,0.422317,0.936661,0,1
20,4771,4836,4708,4771,0.382844,0.830956,0,1
21,4905,4990,4836,4905,0.387398,0.866044,0,1
22,-1,-1,5227,5290,0,0,0,0
