t_s,frame_number,hw_ts_ms,host_dt_ms,missed_total
0.209,0,1777804273652.887,0.000,0
0.219,1,1777804273664.046,11.159,0
0.229,2,1777804273675.207,11.161,0
0.240,3,1777804273686.369,11.162,0
0.251,4,1777804273697.533,11.164,0
0.262,5,1777804273708.635,11.102,0
0.273,6,1777804273719.738,11.103,0
0.284,7,1777804273730.839,11.101,0
0.296,8,1777804273741.939,11.101,0
0.307,9,1777804273753.041,11.102,0
0.318,10,1777804273764.141,11.100,0
0.329,11,1777804273775.241,11.100,0
0.340,12,1777804273786.341,11.100,0
0.351,13,1777804273797.440,11.099,0
0.362,14,1777804273808.540,11.100,0
0.373,15,1777804273819.641,11.101,0
0.384,16,1777804273830.740,11.099,0
0.396,17,1777804273841.838,11.098,0
0.407,18,1777804273852.937,11.099,0
0.418,19,1777804273864.034,11.097,0
0.429,20,1777804273875.130,11.097,0
0.440,21,1777804273886.227,11.097,0
0.451,22,1777804273897.323,11.095,0
0.462,23,1777804273908.422,11.099,0
0.474,24,1777804273919.521,11.099,0
0.485,25,1777804273930.619,11.098,0
0.496,26,1777804273941.716,11.097,0
0.507,27,1777804273952.814,11.098,0
0.518,28,1777804273963.910,11.096,0
0.529,29,1777804273975.006,11.096,0
0.540,30,1777804273986.102,11.096,0
0.552,31,1777804273997.196,11.094,0
0.562,32,1777804274008.295,11.099,0
0.574,33,1777804274019.395,11.099,0
0.585,34,1777804274030.492,11.098,0
0.596,35,1777804274041.590,11.097,0
0.607,36,1777804274052.688,11.098,0
0.618,37,1777804274063.784,11.096,0
0.629,38,1777804274074.880,11.096,0
0.640,39,1777804274085.977,11.096,0
0.652,40,1777804274097.072,11.095,0
0.663,41,1777804274108.166,11.094,0
0.674,42,1777804274119.266,11.100,0
0.685,43,1777804274130.365,11.099,0
0.696,44,1777804274141.463,11.098,0
0.707,45,1777804274152.561,11.098,0
0.718,46,1777804274163.660,11.099,0
0.729,47,1777804274174.757,11.097,0
0.741,48,1777804274185.854,11.097,0
0.752,49,1777804274196.951,11.097,0
0.763,50,1777804274208.047,11.096,0
0.774,51,1777804274219.147,11.100,0
0.785,52,1777804274230.248,11.101,0
0.796,53,1777804274241.347,11.099,0
0.808,54,1777804274252.446,11.099,0
0.819,55,1777804274263.546,11.100,0
0.830,56,1777804274274.644,11.098,0
0.841,57,1777804274285.742,11.098,0
0.852,58,1777804274296.841,11.099,0
0.863,59,1777804274307.938,11.097,0
0.874,60,1777804274319.039,11.101,0
0.885,61,1777804274330.141,11.102,0
0.896,62,1777804274341.242,11.101,0
0.908,63,1777804274352.342,11.100,0
0.919,64,1777804274363.443,11.101,0
0.930,65,1777804274374.543,11.100,0
0.941,66,1777804274385.642,11.099,0
0.952,67,1777804274396.742,11.100,0
0.963,68,1777804274407.841,11.099,0
0.974,69,1777804274418.943,11.102,0
0.985,70,1777804274430.046,11.103,0
0.997,71,1777804274441.147,11.102,0
1.008,72,1777804274452.249,11.101,0
1.019,73,1777804274463.351,11.102,0
1.030,74,1777804274474.451,11.101,0
1.041,75,1777804274485.552,11.101,0
1.052,76,1777804274496.653,11.101,0
1.063,77,1777804274507.753,11.100,0
1.074,78,1777804274518.857,11.103,0
1.085,79,1777804274529.961,11.104,0
1.097,80,1777804274541.064,11.103,0
1.108,81,1777804274552.167,11.103,0
1.119,82,1777804274563.270,11.104,0
1.130,83,1777804274574.373,11.102,0
1.141,84,1777804274585.475,11.102,0
1.152,85,1777804274596.577,11.102,0
1.163,86,1777804274607.679,11.103,0
1.174,87,1777804274618.784,11.105,0
1.186,88,1777804274629.889,11.105,0
1.197,89,1777804274640.994,11.105,0
1.208,90,1777804274652.099,11.104,0
1.219,91,1777804274663.203,11.104,0
1.230,92,1777804274674.308,11.105,0
1.242,93,1777804274685.411,11.104,0
1.253,94,1777804274696.515,11.104,0
1.263,95,1777804274707.619,11.104,0
1.275,96,1777804274718.726,11.106,0
1.286,97,1777804274729.832,11.106,0
1.297,98,1777804274740.938,11.107,0
1.308,99,1777804274752.044,11.106,0
1.319,100,1777804274763.150,11.105,0
1.330,101,1777804274774.256,11.107,0
1.342,102,1777804274785.362,11.105,0
1.352,103,1777804274796.467,11.105,0
1.364,104,1777804274807.573,11.106,0
1.375,105,1777804274818.680,11.107,0
1.386,106,1777804274829.788,11.108,0
1.397,107,1777804274840.896,11.108,0
1.408,108,1777804274852.003,11.107,0
1.419,109,1777804274863.110,11.107,0
1.430,110,1777804274874.218,11.108,0
1.441,111,1777804274885.325,11.107,0
1.453,112,1777804274896.432,11.107,0
1.464,113,1777804274907.539,11.107,0
1.475,114,1777804274918.648,11.109,0
1.486,115,1777804274929.757,11.109,0
1.497,116,1777804274940.867,11.110,0
1.508,117,1777804274951.976,11.109,0
1.520,118,1777804274963.084,11.108,0
1.530,119,1777804274974.193,11.109,0
1.542,120,1777804274985.302,11.108,0
1.553,121,1777804274996.410,11.108,0
1.564,122,1777804275007.519,11.109,0
1.575,123,1777804275018.627,11.108,0
1.586,124,1777804275029.735,11.108,0
1.598,125,1777804275040.843,11.108,0
1.609,126,1777804275051.951,11.109,0
1.619,127,1777804275063.059,11.108,0
1.631,128,1777804275074.166,11.107,0
1.642,129,1777804275085.275,11.108,0
1.653,130,1777804275096.382,11.107,0
1.664,131,1777804275107.489,11.107,0
1.675,132,1777804275118.597,11.108,0
1.686,133,1777804275129.704,11.107,0
1.698,134,1777804275140.811,11.107,0
1.709,135,1777804275151.918,11.108,0
1.720,136,1777804275163.025,11.106,0
1.731,137,1777804275174.131,11.106,0
1.742,138,1777804275185.239,11.107,0
1.753,139,1777804275196.345,11.106,0
1.764,140,1777804275207.451,11.106,0
1.776,141,1777804275218.558,11.107,0
1.786,142,1777804275229.664,11.106,0
1.798,143,1777804275240.770,11.106,0
1.809,144,1777804275251.877,11.107,0
1.820,145,1777804275262.982,11.106,0
1.831,146,1777804275274.088,11.105,0
1.842,147,1777804275285.194,11.106,0
1.853,148,1777804275296.300,11.105,0
1.865,149,1777804275307.405,11.105,0
1.876,150,1777804275318.511,11.106,0
1.887,151,1777804275329.616,11.105,0
1.898,152,1777804275340.721,11.105,0
1.909,153,1777804275351.826,11.106,0
1.920,154,1777804275362.931,11.105,0
1.931,155,1777804275374.036,11.104,0
1.942,156,1777804275385.141,11.105,0
1.953,157,1777804275396.245,11.104,0
1.964,158,1777804275407.350,11.104,0
1.976,159,1777804275418.455,11.105,0
1.987,160,1777804275429.559,11.104,0
1.998,161,1777804275440.663,11.104,0
2.009,162,1777804275451.767,11.105,0
2.020,163,1777804275462.871,11.104,0
2.031,164,1777804275473.975,11.104,0
2.042,165,1777804275485.078,11.104,0
2.053,166,1777804275496.182,11.104,0
2.065,167,1777804275507.286,11.103,0
2.076,168,1777804275518.389,11.103,0
2.087,169,1777804275529.493,11.104,0
2.098,170,1777804275540.596,11.103,0
2.109,171,1777804275551.699,11.103,0
2.120,172,1777804275562.802,11.104,0
2.131,173,1777804275573.905,11.103,0
2.142,174,1777804275585.008,11.103,0
2.154,175,1777804275596.111,11.103,0
2.165,176,1777804275607.213,11.102,0
2.176,177,1777804275618.315,11.102,0
2.187,178,1777804275629.418,11.103,0
2.198,179,1777804275640.520,11.102,0
2.210,180,1777804275651.622,11.102,0
2.220,181,1777804275662.725,11.103,0
2.231,182,1777804275673.827,11.102,0
2.243,183,1777804275684.928,11.102,0
2.254,184,1777804275696.031,11.102,0
2.265,185,1777804275707.132,11.101,0
2.276,186,1777804275718.233,11.101,0
2.287,187,1777804275729.335,11.102,0
2.299,188,1777804275740.436,11.101,0
2.310,189,1777804275751.537,11.101,0
2.321,190,1777804275762.639,11.102,0
2.332,191,1777804275773.740,11.101,0
2.343,192,1777804275784.840,11.101,0
2.354,193,1777804275795.942,11.102,0
2.365,194,1777804275807.042,11.100,0
2.376,195,1777804275818.142,11.100,0
2.387,196,1777804275829.243,11.101,0
2.398,197,1777804275840.343,11.100,0
2.409,198,1777804275851.443,11.100,0
2.421,199,1777804275862.544,11.101,0
2.432,200,1777804275873.644,11.100,0
2.443,201,1777804275884.743,11.100,0
2.454,202,1777804275895.844,11.100,0
2.465,203,1777804275906.969,11.125,0
2.477,204,1777804275918.094,11.125,0
2.487,205,1777804275929.219,11.125,0
2.499,206,1777804275940.344,11.126,0
2.510,207,1777804275951.469,11.125,0
2.521,208,1777804275962.594,11.125,0
2.532,209,1777804275973.720,11.126,0
2.543,210,1777804275984.845,11.125,0
2.554,211,1777804275995.970,11.125,0
